n,id,voti,voti_nona,idComune
15,4,0,0,203
16,1,33,0,203
16,2,2,0,203
16,3,1,0,203
16,4,150,0,203
17,1,0,0,203
17,2,0,0,203
17,3,0,0,203
17,4,0,0,203
18,1,2,0,203
18,2,0,0,203
18,3,1,0,203
18,4,0,0,203
1,1,0,0,204
1,2,0,0,204
1,3,0,0,204
1,4,0,0,204
2,1,15,0,204
2,2,9,0,204
2,3,4,0,204
2,4,8,0,204
3,1,0,0,204
3,2,0,0,204
3,3,0,0,204
3,4,0,0,204
4,1,2,0,204
4,2,4,0,204
4,3,1,0,204
4,4,0,0,204
5,1,0,0,204
5,2,0,0,204
5,3,0,0,204
5,4,1,0,204
6,1,5,0,204
6,2,0,0,204
6,3,0,0,204
6,4,0,0,204
7,1,0,0,204
7,2,0,0,204
7,3,0,0,204
7,4,0,0,204
8,1,0,0,204
8,2,0,0,204
9,1,4,0,204
9,2,6,0,204
9,3,6,0,204
9,4,2,0,204
10,1,0,0,204
10,2,0,0,204
10,3,0,0,204
10,4,0,0,204
11,1,6,0,204
11,2,15,0,204
11,3,20,0,204
11,4,16,0,204
12,1,0,0,204
12,2,3,0,204
12,3,1,0,204
12,4,2,0,204
13,1,31,0,204
13,2,26,0,204
13,3,27,0,204
13,4,21,0,204
14,1,0,0,204
14,2,0,0,204
14,3,0,0,204
14,4,0,0,204
15,1,0,0,204
15,2,0,0,204
15,3,0,0,204
15,4,0,0,204
16,1,24,0,204
16,2,1,0,204
16,3,0,0,204
16,4,1,0,204
17,1,0,0,204
17,2,0,0,204
17,3,0,0,204
17,4,0,0,204
18,1,7,0,204
18,2,2,0,204
18,3,0,0,204
18,4,0,0,204
1,1,2,0,205
1,2,2,0,205
1,3,0,0,205
1,4,0,0,205
2,1,360,0,205
2,2,44,0,205
2,3,18,0,205
2,4,40,0,205
3,1,3,0,205
3,2,1,0,205
3,3,1,0,205
3,4,1,0,205
4,1,15,0,205
4,2,17,0,205
4,3,9,0,205
4,4,6,0,205
5,1,0,0,205
5,2,0,0,205
5,3,0,0,205
5,4,0,0,205
6,1,4,0,205
6,2,9,0,205
6,3,7,0,205
6,4,0,0,205
7,1,0,0,205
7,2,0,0,205
7,3,0,0,205
7,4,0,0,205
8,1,1,0,205
8,2,0,0,205
9,1,7,0,205
9,2,2,0,205
9,3,18,0,205
9,4,17,0,205
10,1,2,0,205
10,2,1,0,205
10,3,0,0,205
10,4,0,0,205
11,1,39,0,205
11,2,202,0,205
11,3,10,0,205
11,4,34,0,205
12,1,5,0,205
12,2,22,0,205
12,3,3,0,205
12,4,10,0,205
13,1,99,0,205
13,2,128,0,205
13,3,92,0,205
13,4,22,0,205
14,1,1,0,205
14,2,3,0,205
14,3,6,0,205
14,4,93,0,205
15,1,10,0,205
15,2,2,0,205
15,3,11,0,205
15,4,0,0,205
16,1,90,0,205
16,2,14,0,205
16,3,6,0,205
16,4,9,0,205
17,1,0,0,205
17,2,1,0,205
17,3,0,0,205
17,4,0,0,205
18,1,19,0,205
18,2,5,0,205
18,3,28,0,205
18,4,0,0,205
1,1,0,0,207
1,2,0,0,207
1,3,0,0,207
1,4,0,0,207
2,1,17,0,207
2,2,4,0,207
2,3,1,0,207
2,4,8,0,207
3,1,0,0,207
3,2,0,0,207
3,3,1,0,207
3,4,2,0,207
4,1,0,0,207
4,2,1,0,207
4,3,0,0,207
4,4,0,0,207
5,1,0,0,207
5,2,0,0,207
5,3,0,0,207
5,4,0,0,207
6,1,2,0,207
6,2,0,0,207
6,3,0,0,207
6,4,0,0,207
7,1,0,0,207
7,2,0,0,207
7,3,0,0,207
7,4,0,0,207
8,1,0,0,207
8,2,0,0,207
9,1,0,0,207
9,2,0,0,207
9,3,0,0,207
9,4,0,0,207
10,1,0,0,207
10,2,0,0,207
10,3,0,0,207
10,4,0,0,207
11,1,4,0,207
11,2,1,0,207
11,3,1,0,207
11,4,0,0,207
12,1,2,0,207
12,2,0,0,207
12,3,0,0,207
12,4,0,0,207
13,1,11,0,207
13,2,30,0,207
13,3,4,0,207
13,4,1,0,207
14,1,0,0,207
14,2,0,0,207
14,3,2,0,207
14,4,18,0,207
15,1,4,0,207
15,2,0,0,207
15,3,0,0,207
15,4,0,0,207
16,1,2,0,207
16,2,0,0,207
16,3,0,0,207
16,4,0,0,207
17,1,0,0,207
17,2,0,0,207
17,3,0,0,207
17,4,0,0,207
18,1,0,0,207
18,2,0,0,207
18,3,0,0,207
18,4,0,0,207
1,1,0,0,208
1,2,0,0,208
1,3,0,0,208
1,4,0,0,208
2,1,25,0,208
2,2,7,0,208
2,3,6,0,208
2,4,8,0,208
3,1,0,0,208
3,2,1,0,208
3,3,0,0,208
3,4,0,0,208
4,1,0,0,208
4,2,5,0,208
4,3,12,0,208
4,4,0,0,208
5,1,0,0,208
5,2,0,0,208
5,3,0,0,208
5,4,0,0,208
6,1,23,0,208
6,2,1,0,208
6,3,1,0,208
6,4,1,0,208
7,1,0,0,208
7,2,0,0,208
7,3,0,0,208
7,4,0,0,208
8,1,0,0,208
8,2,0,0,208
9,1,0,0,208
9,2,0,0,208
9,3,0,0,208
9,4,0,0,208
10,1,0,0,208
10,2,0,0,208
10,3,0,0,208
10,4,0,0,208
11,1,1,0,208
11,2,2,0,208
11,3,2,0,208
11,4,8,0,208
12,1,5,0,208
12,2,0,0,208
12,3,1,0,208
12,4,0,0,208
13,1,27,0,208
13,2,53,0,208
13,3,22,0,208
13,4,4,0,208
14,1,0,0,208
14,2,0,0,208
14,3,0,0,208
14,4,12,0,208
15,1,0,0,208
15,2,0,0,208
15,3,2,0,208
15,4,0,0,208
16,1,7,0,208
16,2,4,0,208
16,3,1,0,208
16,4,1,0,208
17,1,2,0,208
17,2,1,0,208
17,3,0,0,208
17,4,0,0,208
18,1,3,0,208
18,2,0,0,208
18,3,0,0,208
18,4,0,0,208
1,1,0,0,209
1,2,0,0,209
1,3,0,0,209
1,4,1,0,209
2,1,19,0,209
2,2,3,0,209
2,3,0,0,209
2,4,11,0,209
3,1,0,0,209
3,2,0,0,209
3,3,0,0,209
3,4,0,0,209
4,1,0,0,209
4,2,6,0,209
4,3,24,0,209
4,4,0,0,209
5,1,0,0,209
5,2,0,0,209
5,3,0,0,209
5,4,0,0,209
6,1,10,0,209
6,2,0,0,209
6,3,3,0,209
6,4,0,0,209
7,1,0,0,209
7,2,0,0,209
7,3,0,0,209
7,4,0,0,209
8,1,0,0,209
8,2,0,0,209
9,1,0,0,209
9,2,0,0,209
9,3,0,0,209
9,4,0,0,209
10,1,0,0,209
10,2,0,0,209
10,3,0,0,209
10,4,0,0,209
11,1,3,0,209
11,2,1,0,209
11,3,0,0,209
11,4,3,0,209
12,1,0,0,209
12,2,1,0,209
12,3,1,0,209
12,4,1,0,209
13,1,5,0,209
13,2,8,0,209
13,3,10,0,209
13,4,4,0,209
14,1,1,0,209
14,2,12,0,209
14,3,0,0,209
14,4,3,0,209
15,1,0,0,209
15,2,1,0,209
15,3,0,0,209
15,4,0,0,209
16,1,0,0,209
16,2,1,0,209
16,3,0,0,209
16,4,0,0,209
17,1,0,0,209
17,2,0,0,209
17,3,0,0,209
17,4,0,0,209
18,1,0,0,209
18,2,0,0,209
18,3,0,0,209
18,4,0,0,209
1,1,0,0,20
1,2,0,0,20
1,3,0,0,20
1,4,0,0,20
1,5,0,0,20
1,6,0,0,20
1,7,0,0,20
2,1,0,0,20
2,2,0,0,20
2,3,0,0,20
2,4,0,0,20
2,5,0,0,20
3,1,0,0,20
3,2,0,0,20
3,3,0,0,20
3,4,0,0,20
3,5,0,0,20
3,6,0,0,20
3,7,0,0,20
4,1,1,0,20
4,2,1,0,20
4,3,0,0,20
4,4,0,0,20
4,5,0,0,20
4,6,1,0,20
5,1,0,0,20
5,2,0,0,20
5,3,0,0,20
5,4,0,0,20
5,5,0,0,20
5,6,0,0,20
5,7,0,0,20
6,1,0,0,20
6,2,1,0,20
6,3,0,0,20
6,4,0,0,20
6,5,18,0,20
6,6,176,0,20
6,7,0,0,20
7,1,8,0,20
7,2,0,0,20
7,3,0,0,20
7,4,0,0,20
7,5,0,0,20
7,6,0,0,20
7,7,1,0,20
8,1,0,0,20
8,2,0,0,20
8,3,0,0,20
8,4,0,0,20
8,5,0,0,20
8,6,0,0,20
8,7,0,0,20
9,1,0,0,20
9,2,0,0,20
9,3,0,0,20
9,4,0,0,20
9,5,0,0,20
9,6,0,0,20
9,7,0,0,20
10,1,6,0,20
10,2,0,0,20
10,3,0,0,20
10,4,0,0,20
10,5,2,0,20
10,6,0,0,20
10,7,0,0,20
11,1,0,0,20
11,2,0,0,20
11,3,0,0,20
11,4,0,0,20
11,5,0,0,20
11,6,0,0,20
11,7,0,0,20
12,1,0,0,20
12,2,15,0,20
12,3,6,0,20
12,4,0,0,20
12,5,0,0,20
12,6,22,0,20
12,7,0,0,20
13,1,5,0,20
13,2,0,0,20
13,3,7,0,20
13,4,0,0,20
13,5,0,0,20
13,6,3,0,20
13,7,0,0,20
14,1,11,0,20
14,2,44,0,20
14,3,0,0,20
14,4,6,0,20
14,5,0,0,20
14,6,1,0,20
14,7,5,0,20
15,1,1,0,20
15,2,0,0,20
15,3,0,0,20
15,4,0,0,20
15,5,0,0,20
15,6,0,0,20
15,7,0,0,20
16,1,0,0,20
16,2,6,0,20
16,3,0,0,20
16,4,0,0,20
16,5,0,0,20
16,6,0,0,20
16,7,0,0,20
17,1,0,0,20
17,2,0,0,20
17,3,0,0,20
17,4,1,0,20
17,5,0,0,20
17,6,0,0,20
17,7,0,0,20
18,1,0,0,20
18,2,0,0,20
18,3,0,0,20
18,4,0,0,20
1,1,1,0,210
1,2,2,0,210
1,3,0,0,210
1,4,0,0,210
2,1,48,0,210
2,2,11,0,210
2,3,5,0,210
2,4,16,0,210
3,1,1,0,210
3,2,0,0,210
3,3,2,0,210
3,4,0,0,210
4,1,2,0,210
4,2,5,0,210
4,3,26,0,210
4,4,4,0,210
5,1,1,0,210
5,2,0,0,210
5,3,0,0,210
5,4,1,0,210
6,1,18,0,210
6,2,2,0,210
6,3,2,0,210
6,4,0,0,210
7,1,0,0,210
7,2,0,0,210
7,3,0,0,210
7,4,0,0,210
8,1,0,0,210
8,2,0,0,210
9,1,0,0,210
9,2,5,0,210
9,3,0,0,210
9,4,0,0,210
10,1,1,0,210
10,2,0,0,210
10,3,0,0,210
10,4,0,0,210
11,1,45,0,210
11,2,28,0,210
11,3,8,0,210
11,4,40,0,210
12,1,5,0,210
12,2,6,0,210
12,3,5,0,210
12,4,1,0,210
13,1,38,0,210
13,2,19,0,210
13,3,70,0,210
13,4,19,0,210
14,1,0,0,210
14,2,7,0,210
14,3,0,0,210
14,4,9,0,210
15,1,0,0,210
15,2,0,0,210
15,3,0,0,210
15,4,0,0,210
16,1,24,0,210
16,2,22,0,210
16,3,1,0,210
16,4,1,0,210
17,1,26,0,210
17,2,0,0,210
17,3,3,0,210
17,4,0,0,210
18,1,7,0,210
18,2,0,0,210
18,3,0,0,210
18,4,0,0,210
1,1,1,0,211
1,2,0,0,211
1,3,0,0,211
1,4,0,0,211
2,1,48,0,211
2,2,11,0,211
2,3,3,0,211
2,4,2,0,211
3,1,0,0,211
3,2,0,0,211
3,3,1,0,211
3,4,0,0,211
4,1,4,0,211
4,2,1,0,211
4,3,5,0,211
4,4,1,0,211
5,1,0,0,211
5,2,0,0,211
5,3,1,0,211
5,4,2,0,211
6,1,0,0,211
6,2,0,0,211
6,3,3,0,211
6,4,0,0,211
7,1,0,0,211
7,2,0,0,211
7,3,0,0,211
7,4,0,0,211
8,1,0,0,211
8,2,0,0,211
9,1,1,0,211
9,2,0,0,211
9,3,0,0,211
9,4,0,0,211
10,1,0,0,211
10,2,0,0,211
10,3,0,0,211
10,4,0,0,211
11,1,10,0,211
11,2,54,0,211
11,3,8,0,211
11,4,9,0,211
12,1,1,0,211
12,2,0,0,211
12,3,0,0,211
12,4,0,0,211
13,1,49,0,211
13,2,12,0,211
13,3,24,0,211
13,4,1,0,211
14,1,1,0,211
14,2,1,0,211
14,3,0,0,211
14,4,2,0,211
15,1,3,0,211
15,2,0,0,211
15,3,0,0,211
15,4,0,0,211
16,1,10,0,211
16,2,11,0,211
16,3,1,0,211
16,4,4,0,211
17,1,0,0,211
17,2,0,0,211
17,3,0,0,211
17,4,0,0,211
18,1,4,0,211
18,2,0,0,211
18,3,3,0,211
18,4,2,0,211
1,1,3,0,212
1,2,2,0,212
1,3,0,0,212
1,4,0,0,212
2,1,36,0,212
2,2,818,0,212
2,3,24,0,212
2,4,57,0,212
3,1,3,0,212
3,2,0,0,212
3,3,0,0,212
3,4,0,0,212
4,1,44,0,212
4,2,13,0,212
4,3,9,0,212
4,4,2,0,212
5,1,0,0,212
5,2,0,0,212
5,3,0,0,212
5,4,0,0,212
6,1,3,0,212
6,2,2,0,212
6,3,7,0,212
6,4,0,0,212
7,1,1,0,212
7,2,1,0,212
7,3,0,0,212
7,4,0,0,212
8,1,1,0,212
8,2,0,0,212
9,1,7,0,212
9,2,5,0,212
9,3,16,0,212
9,4,7,0,212
10,1,1,0,212
10,2,1,0,212
10,3,0,0,212
10,4,0,0,212
11,1,456,0,212
11,2,104,0,212
11,3,40,0,212
11,4,23,0,212
12,1,8,0,212
12,2,10,0,212
12,3,11,0,212
12,4,3,0,212
13,1,84,0,212
13,2,58,0,212
13,3,109,0,212
13,4,11,0,212
14,1,6,0,212
14,2,0,0,212
14,3,7,0,212
14,4,19,0,212
15,1,3,0,212
15,2,1,0,212
15,3,7,0,212
15,4,0,0,212
16,1,29,0,212
16,2,20,0,212
16,3,0,0,212
16,4,2,0,212
17,1,0,0,212
17,2,2,0,212
17,3,0,0,212
17,4,0,0,212
18,1,25,0,212
18,2,5,0,212
18,3,0,0,212
18,4,0,0,212
1,1,0,0,213
1,2,0,0,213
1,3,0,0,213
1,4,0,0,213
2,1,17,0,213
2,2,0,0,213
2,3,3,0,213
2,4,1,0,213
3,1,0,0,213
3,2,0,0,213
3,3,1,0,213
3,4,0,0,213
4,1,0,0,213
4,2,6,0,213
4,3,12,0,213
4,4,3,0,213
5,1,0,0,213
5,2,0,0,213
5,3,0,0,213
5,4,0,0,213
6,1,13,0,213
6,2,0,0,213
6,3,1,0,213
6,4,0,0,213
7,1,0,0,213
7,2,0,0,213
7,3,0,0,213
7,4,0,0,213
8,1,0,0,213
8,2,0,0,213
9,1,0,0,213
9,2,0,0,213
9,3,0,0,213
9,4,0,0,213
10,1,3,0,213
10,2,3,0,213
10,3,0,0,213
10,4,0,0,213
11,1,1,0,213
11,2,1,0,213
11,3,0,0,213
11,4,4,0,213
12,1,0,0,213
12,2,0,0,213
12,3,0,0,213
12,4,0,0,213
13,1,5,0,213
13,2,9,0,213
13,3,11,0,213
13,4,4,0,213
14,1,0,0,213
14,2,0,0,213
14,3,0,0,213
14,4,0,0,213
15,1,10,0,213
15,2,0,0,213
15,3,0,0,213
15,4,1,0,213
16,1,1,0,213
16,2,0,0,213
16,3,0,0,213
16,4,1,0,213
17,1,1,0,213
17,2,0,0,213
17,3,0,0,213
17,4,0,0,213
18,1,4,0,213
18,2,0,0,213
18,3,0,0,213
18,4,0,0,213
1,1,1,0,214
1,2,0,0,214
1,3,0,0,214
1,4,0,0,214
2,1,45,0,214
2,2,10,0,214
2,3,1,0,214
2,4,19,0,214
3,1,0,0,214
3,2,0,0,214
3,3,0,0,214
3,4,0,0,214
4,1,3,0,214
4,2,0,0,214
4,3,0,0,214
4,4,0,0,214
5,1,0,0,214
5,2,0,0,214
5,3,0,0,214
5,4,0,0,214
6,1,0,0,214
6,2,0,0,214
6,3,2,0,214
6,4,1,0,214
7,1,0,0,214
7,2,0,0,214
7,3,0,0,214
7,4,0,0,214
8,1,0,0,214
8,2,0,0,214
9,1,3,0,214
9,2,0,0,214
9,3,0,0,214
9,4,0,0,214
10,1,0,0,214
10,2,0,0,214
10,3,0,0,214
10,4,0,0,214
11,1,1,0,214
11,2,11,0,214
11,3,2,0,214
11,4,8,0,214
12,1,0,0,214
12,2,6,0,214
12,3,0,0,214
12,4,1,0,214
13,1,5,0,214
13,2,5,0,214
13,3,11,0,214
13,4,2,0,214
14,1,0,0,214
14,2,0,0,214
14,3,1,0,214
14,4,6,0,214
15,1,0,0,214
15,2,0,0,214
15,3,0,0,214
15,4,0,0,214
16,1,9,0,214
16,2,5,0,214
16,3,0,0,214
16,4,2,0,214
17,1,1,0,214
17,2,0,0,214
17,3,0,0,214
17,4,0,0,214
18,1,0,0,214
18,2,0,0,214
18,3,9,0,214
18,4,2,0,214
1,1,0,0,215
1,2,2,0,215
1,3,0,0,215
1,4,0,0,215
2,1,17,0,215
2,2,2,0,215
2,3,0,0,215
2,4,5,0,215
3,1,2,0,215
3,2,0,0,215
3,3,0,0,215
3,4,0,0,215
4,1,5,0,215
4,2,150,0,215
4,3,10,0,215
4,4,0,0,215
5,1,0,0,215
5,2,0,0,215
5,3,0,0,215
5,4,0,0,215
6,1,7,0,215
6,2,1,0,215
6,3,0,0,215
6,4,0,0,215
7,1,0,0,215
7,2,0,0,215
7,3,0,0,215
7,4,0,0,215
8,1,0,0,215
8,2,0,0,215
9,1,0,0,215
9,2,1,0,215
9,3,1,0,215
9,4,0,0,215
10,1,0,0,215
10,2,0,0,215
10,3,0,0,215
10,4,0,0,215
11,1,6,0,215
11,2,5,0,215
11,3,12,0,215
11,4,5,0,215
12,1,0,0,215
12,2,0,0,215
12,3,1,0,215
12,4,0,0,215
13,1,21,0,215
13,2,62,0,215
13,3,3,0,215
13,4,0,0,215
14,1,0,0,215
14,2,8,0,215
14,3,0,0,215
14,4,1,0,215
15,1,6,0,215
15,2,0,0,215
15,3,0,0,215
15,4,0,0,215
16,1,21,0,215
16,2,2,0,215
16,3,0,0,215
16,4,0,0,215
17,1,0,0,215
17,2,0,0,215
17,3,0,0,215
17,4,0,0,215
18,1,4,0,215
18,2,0,0,215
18,3,0,0,215
18,4,0,0,215
1,1,7,0,216
1,2,2,0,216
1,3,0,0,216
1,4,0,0,216
2,1,7,0,216
2,2,0,0,216
2,3,3,0,216
2,4,2,0,216
3,1,0,0,216
3,2,0,0,216
3,3,0,0,216
3,4,0,0,216
4,1,0,0,216
4,2,2,0,216
4,3,0,0,216
4,4,3,0,216
5,1,0,0,216
5,2,0,0,216
5,3,1,0,216
5,4,0,0,216
6,1,17,0,216
6,2,0,0,216
6,3,0,0,216
6,4,0,0,216
7,1,0,0,216
7,2,0,0,216
7,3,0,0,216
7,4,0,0,216
8,1,0,0,216
8,2,0,0,216
9,1,1,0,216
9,2,1,0,216
9,3,0,0,216
9,4,0,0,216
10,1,0,0,216
10,2,0,0,216
10,3,0,0,216
10,4,0,0,216
11,1,2,0,216
11,2,4,0,216
11,3,2,0,216
11,4,2,0,216
12,1,0,0,216
12,2,2,0,216
12,3,0,0,216
12,4,0,0,216
13,1,9,0,216
13,2,7,0,216
13,3,36,0,216
13,4,11,0,216
14,1,0,0,216
14,2,0,0,216
14,3,0,0,216
14,4,0,0,216
15,1,0,0,216
15,2,0,0,216
15,3,1,0,216
15,4,0,0,216
16,1,4,0,216
16,2,8,0,216
16,3,0,0,216
16,4,0,0,216
17,1,3,0,216
17,2,0,0,216
17,3,0,0,216
17,4,0,0,216
18,1,2,0,216
18,2,0,0,216
18,3,0,0,216
18,4,0,0,216
1,1,1,0,217
1,2,0,0,217
1,3,0,0,217
1,4,0,0,217
2,1,21,0,217
2,2,7,0,217
2,3,4,0,217
2,4,10,0,217
3,1,1,0,217
3,2,0,0,217
3,3,0,0,217
3,4,0,0,217
4,1,0,0,217
4,2,1,0,217
4,3,96,0,217
4,4,3,0,217
5,1,0,0,217
5,2,0,0,217
5,3,0,0,217
5,4,1,0,217
6,1,90,0,217
6,2,2,0,217
6,3,2,0,217
6,4,4,0,217
7,1,0,0,217
7,2,0,0,217
7,3,0,0,217
7,4,0,0,217
8,1,0,0,217
8,2,0,0,217
9,1,0,0,217
9,2,1,0,217
9,3,0,0,217
9,4,1,0,217
10,1,0,0,217
10,2,0,0,217
10,3,0,0,217
10,4,0,0,217
11,1,0,0,217
11,2,6,0,217
11,3,1,0,217
11,4,10,0,217
12,1,1,0,217
12,2,6,0,217
12,3,1,0,217
12,4,2,0,217
13,1,13,0,217
13,2,15,0,217
13,3,15,0,217
13,4,2,0,217
14,1,0,0,217
14,2,0,0,217
14,3,0,0,217
14,4,0,0,217
15,1,0,0,217
15,2,0,0,217
15,3,0,0,217
15,4,0,0,217
16,1,2,0,217
16,2,4,0,217
16,3,0,0,217
16,4,2,0,217
17,1,0,0,217
17,2,0,0,217
17,3,0,0,217
17,4,0,0,217
18,1,0,0,217
18,2,1,0,217
18,3,0,0,217
18,4,0,0,217
1,1,3,0,218
1,2,2,0,218
1,3,0,0,218
1,4,0,0,218
2,1,68,0,218
2,2,26,0,218
2,3,9,0,218
2,4,28,0,218
3,1,5,0,218
3,2,1,0,218
3,3,1,0,218
3,4,0,0,218
4,1,4,0,218
4,2,5,0,218
4,3,8,0,218
4,4,2,0,218
5,1,0,0,218
5,2,0,0,218
5,3,1,0,218
5,4,0,0,218
6,1,15,0,218
6,2,1,0,218
6,3,1,0,218
6,4,1,0,218
7,1,0,0,218
7,2,0,0,218
7,3,0,0,218
7,4,0,0,218
8,1,0,0,218
8,2,0,0,218
9,1,1,0,218
9,2,2,0,218
9,3,2,0,218
9,4,6,0,218
10,1,1,0,218
10,2,0,0,218
10,3,0,0,218
10,4,0,0,218
11,1,6,0,218
11,2,32,0,218
11,3,6,0,218
11,4,17,0,218
12,1,2,0,218
12,2,21,0,218
12,3,3,0,218
12,4,7,0,218
13,1,41,0,218
13,2,23,0,218
13,3,104,0,218
13,4,24,0,218
14,1,0,0,218
14,2,1,0,218
14,3,1,0,218
14,4,1,0,218
15,1,3,0,218
15,2,3,0,218
15,3,0,0,218
15,4,0,0,218
16,1,14,0,218
16,2,23,0,218
16,3,1,0,218
16,4,2,0,218
17,1,1,0,218
17,2,0,0,218
17,3,0,0,218
17,4,0,0,218
18,1,4,0,218
18,2,0,0,218
18,3,2,0,218
18,4,0,0,218
1,1,1,0,219
1,2,2,0,219
1,3,0,0,219
1,4,0,0,219
2,1,36,0,219
2,2,22,0,219
2,3,11,0,219
2,4,11,0,219
3,1,0,0,219
3,2,0,0,219
3,3,0,0,219
3,4,0,0,219
4,1,6,0,219
4,2,5,0,219
4,3,20,0,219
4,4,5,0,219
5,1,0,0,219
5,2,1,0,219
5,3,0,0,219
5,4,3,0,219
6,1,29,0,219
6,2,3,0,219
6,3,2,0,219
6,4,0,0,219
7,1,0,0,219
7,2,0,0,219
7,3,0,0,219
7,4,0,0,219
8,1,0,0,219
8,2,0,0,219
9,1,0,0,219
9,2,0,0,219
9,3,2,0,219
9,4,0,0,219
10,1,1,0,219
10,2,0,0,219
10,3,0,0,219
10,4,0,0,219
11,1,7,0,219
11,2,27,0,219
11,3,1,0,219
11,4,30,0,219
12,1,1,0,219
12,2,42,0,219
12,3,2,0,219
12,4,7,0,219
13,1,65,0,219
13,2,33,0,219
13,3,115,0,219
13,4,13,0,219
14,1,0,0,219
14,2,4,0,219
14,3,0,0,219
14,4,0,0,219
15,1,0,0,219
15,2,0,0,219
15,3,0,0,219
15,4,0,0,219
16,1,22,0,219
16,2,58,0,219
16,3,1,0,219
16,4,4,0,219
17,1,0,0,219
17,2,2,0,219
17,3,0,0,219
17,4,0,0,219
18,1,13,0,219
18,2,1,0,219
18,3,9,0,219
18,4,0,0,219
1,1,1,0,21
1,2,0,0,21
1,3,2,0,21
1,4,0,0,21
1,5,0,0,21
1,6,1,0,21
1,7,0,0,21
2,1,0,0,21
2,2,0,0,21
2,3,0,0,21
2,4,0,0,21
2,5,0,0,21
3,1,0,0,21
3,2,0,0,21
3,3,0,0,21
3,4,0,0,21
3,5,0,0,21
3,6,0,0,21
3,7,0,0,21
4,1,0,0,21
4,2,0,0,21
4,3,0,0,21
4,4,0,0,21
4,5,0,0,21
4,6,1,0,21
5,1,0,0,21
5,2,0,0,21
5,3,0,0,21
5,4,0,0,21
5,5,3,0,21
5,6,0,0,21
5,7,0,0,21
6,1,2,0,21
6,2,16,0,21
6,3,0,0,21
6,4,1,0,21
6,5,17,0,21
6,6,3,0,21
6,7,2,0,21
7,1,7,0,21
7,2,5,0,21
7,3,0,0,21
7,4,0,0,21
7,5,0,0,21
7,6,0,0,21
7,7,0,0,21
8,1,0,0,21
8,2,0,0,21
8,3,0,0,21
8,4,0,0,21
8,5,0,0,21
8,6,0,0,21
8,7,0,0,21
9,1,3,0,21
9,2,1,0,21
9,3,0,0,21
9,4,2,0,21
9,5,0,0,21
9,6,0,0,21
9,7,0,0,21
10,1,0,0,21
10,2,3,0,21
10,3,0,0,21
10,4,1,0,21
10,5,0,0,21
10,6,0,0,21
10,7,0,0,21
11,1,0,0,21
11,2,0,0,21
11,3,0,0,21
11,4,0,0,21
11,5,0,0,21
11,6,0,0,21
11,7,0,0,21
12,1,0,0,21
12,2,2,0,21
12,3,1,0,21
12,4,0,0,21
12,5,0,0,21
12,6,6,0,21
12,7,0,0,21
13,1,0,0,21
13,2,24,0,21
13,3,0,0,21
13,4,0,0,21
13,5,0,0,21
13,6,3,0,21
13,7,0,0,21
14,1,3,0,21
14,2,0,0,21
14,3,0,0,21
14,4,0,0,21
14,5,0,0,21
14,6,4,0,21
14,7,0,0,21
15,1,0,0,21
15,2,1,0,21
15,3,0,0,21
15,4,0,0,21
15,5,0,0,21
15,6,0,0,21
15,7,0,0,21
16,1,0,0,21
16,2,0,0,21
16,3,0,0,21
16,4,0,0,21
16,5,0,0,21
16,6,0,0,21
16,7,0,0,21
17,1,0,0,21
17,2,0,0,21
17,3,0,0,21
17,4,0,0,21
17,5,0,0,21
17,6,0,0,21
17,7,0,0,21
18,1,1,0,21
18,2,0,0,21
18,3,0,0,21
18,4,0,0,21
1,1,0,0,220
1,2,2,0,220
1,3,0,0,220
1,4,0,0,220
2,1,79,0,220
2,2,11,0,220
2,3,9,0,220
2,4,4,0,220
3,1,5,0,220
3,2,0,0,220
3,3,3,0,220
3,4,1,0,220
4,1,5,0,220
4,2,21,0,220
4,3,8,0,220
4,4,1,0,220
5,1,0,0,220
5,2,0,0,220
5,3,0,0,220
5,4,1,0,220
6,1,5,0,220
6,2,0,0,220
6,3,5,0,220
6,4,0,0,220
7,1,0,0,220
7,2,0,0,220
7,3,0,0,220
7,4,0,0,220
8,1,1,0,220
8,2,0,0,220
9,1,5,0,220
9,2,1,0,220
9,3,2,0,220
9,4,4,0,220
10,1,2,0,220
10,2,0,0,220
10,3,0,0,220
10,4,0,0,220
11,1,17,0,220
11,2,21,0,220
11,3,5,0,220
11,4,7,0,220
12,1,2,0,220
12,2,9,0,220
12,3,1,0,220
12,4,3,0,220
13,1,62,0,220
13,2,34,0,220
13,3,39,0,220
13,4,17,0,220
14,1,1,0,220
14,2,0,0,220
14,3,0,0,220
14,4,5,0,220
15,1,0,0,220
15,2,0,0,220
15,3,2,0,220
15,4,0,0,220
16,1,17,0,220
16,2,6,0,220
16,3,1,0,220
16,4,2,0,220
17,1,3,0,220
17,2,1,0,220
17,3,0,0,220
17,4,0,0,220
18,1,11,0,220
18,2,0,0,220
18,3,1,0,220
18,4,0,0,220
1,1,25,0,221
1,2,15,0,221
1,3,0,0,221
1,4,1,0,221
2,1,305,0,221
2,2,151,0,221
2,3,100,0,221
2,4,140,0,221
3,1,35,0,221
3,2,23,0,221
3,3,37,0,221
3,4,1,0,221
4,1,33,0,221
4,2,33,0,221
4,3,54,0,221
4,4,32,0,221
5,1,0,0,221
5,2,0,0,221
5,3,21,0,221
5,4,3,0,221
6,1,15,0,221
6,2,59,0,221
6,3,18,0,221
6,4,0,0,221
7,1,0,0,221
