id,voti,voti_nona,idComune
14,15,0,188
15,1,0,188
16,274,0,188
17,18,0,188
18,5,0,188
18,30,0,189
16,282,0,189
15,17,0,189
14,40,0,189
13,15,0,189
17,18,0,189
1,2,0,189
3,5,0,189
11,29,0,189
4,18,0,189
6,281,0,189
7,45,0,189
5,332,0,189
8,34,0,189
10,5,0,189
9,125,0,189
2,11,0,189
12,125,0,189
11,1,0,18
1,0,0,18
4,5,0,18
12,30,0,18
14,2,0,18
16,193,0,18
17,29,0,18
15,2,0,18
13,1,0,18
18,8,0,18
2,4,0,18
5,146,0,18
9,52,0,18
6,166,0,18
10,1,0,18
8,4,0,18
7,9,0,18
3,1,0,18
18,23,0,190
16,331,0,190
15,4,0,190
14,30,0,190
13,12,0,190
17,10,0,190
1,3,0,190
3,1,0,190
11,25,0,190
4,26,0,190
6,192,0,190
7,288,0,190
5,312,0,190
8,11,0,190
10,1,0,190
9,385,0,190
2,5,0,190
12,46,0,190
18,3,0,191
16,66,0,191
15,0,0,191
14,3,0,191
13,1,0,191
17,3,0,191
1,0,0,191
3,3,0,191
11,5,0,191
4,2,0,191
6,38,0,191
7,8,0,191
5,105,0,191
8,26,0,191
10,1,0,191
9,23,0,191
2,1,0,191
12,7,0,191
18,46,0,192
16,249,0,192
15,6,0,192
14,17,0,192
13,12,0,192
17,9,0,192
1,1,0,192
3,1,0,192
11,11,0,192
4,18,0,192
6,146,0,192
7,31,0,192
5,132,0,192
8,3,0,192
10,1,0,192
9,66,0,192
2,7,0,192
12,45,0,192
18,29,0,193
16,300,0,193
15,6,0,193
14,22,0,193
13,8,0,193
17,13,0,193
1,0,0,193
3,2,0,193
11,23,0,193
4,25,0,193
6,274,0,193
7,14,0,193
5,253,0,193
8,94,0,193
10,8,0,193
9,82,0,193
2,5,0,193
12,84,0,193
18,285,0,194
16,3551,0,194
15,284,0,194
14,489,0,194
13,220,0,194
17,245,0,194
1,33,0,194
3,51,0,194
11,506,0,194
4,291,0,194
6,2639,0,194
7,326,0,194
5,4193,0,194
8,178,0,194
10,118,0,194
9,1244,0,194
2,81,0,194
12,1227,0,194
18,2,0,195
16,141,0,195
15,4,0,195
14,5,0,195
13,2,0,195
17,0,0,195
1,0,0,195
3,2,0,195
11,4,0,195
4,3,0,195
6,89,0,195
7,7,0,195
5,117,0,195
8,2,0,195
10,1,0,195
9,24,0,195
2,7,0,195
12,17,0,195
18,20,0,196
16,317,0,196
15,8,0,196
14,52,0,196
13,13,0,196
17,17,0,196
1,0,0,196
3,1,0,196
11,12,0,196
4,24,0,196
6,260,0,196
7,34,0,196
5,325,0,196
8,17,0,196
10,21,0,196
9,90,0,196
2,12,0,196
12,73,0,196
18,3,0,197
16,103,0,197
15,23,0,197
14,8,0,197
13,3,0,197
17,8,0,197
1,1,0,197
3,6,0,197
11,33,0,197
4,6,0,197
6,161,0,197
7,15,0,197
5,125,0,197
8,4,0,197
10,4,0,197
9,28,0,197
2,1,0,197
12,27,0,197
18,7,0,198
16,200,0,198
15,10,0,198
14,9,0,198
13,3,0,198
17,2,0,198
1,0,0,198
3,1,0,198
11,3,0,198
4,13,0,198
6,124,0,198
7,12,0,198
5,100,0,198
8,12,0,198
10,12,0,198
9,43,0,198
2,1,0,198
12,44,0,198
18,3,0,199
16,213,0,199
15,2,0,199
14,1,0,199
13,1,0,199
17,0,0,199
1,0,0,199
3,0,0,199
11,5,0,199
4,9,0,199
6,60,0,199
7,3,0,199
5,77,0,199
8,2,0,199
10,0,0,199
9,15,0,199
2,0,0,199
12,27,0,199
11,9,0,19
1,2,0,19
4,12,0,19
12,103,0,19
14,12,0,19
16,186,0,19
17,35,0,19
15,2,0,19
13,10,0,19
18,6,0,19
2,4,0,19
5,160,0,19
9,102,0,19
6,239,0,19
10,8,0,19
8,7,0,19
7,7,0,19
3,3,0,19
11,19,0,1
1,2,0,1
4,14,0,1
12,150,0,1
14,35,0,1
16,445,0,1
17,8,0,1
15,10,0,1
13,35,0,1
18,48,0,1
2,5,0,1
5,380,0,1
9,124,0,1
6,593,0,1
10,21,0,1
8,20,0,1
7,30,0,1
3,6,0,1
18,4,0,200
16,64,0,200
15,0,0,200
14,15,0,200
13,2,0,200
17,8,0,200
1,0,0,200
3,0,0,200
11,6,0,200
4,3,0,200
6,36,0,200
7,14,0,200
5,152,0,200
8,7,0,200
10,0,0,200
9,12,0,200
2,2,0,200
12,9,0,200
18,5,0,201
16,173,0,201
15,1,0,201
14,7,0,201
13,4,0,201
17,5,0,201
1,1,0,201
3,2,0,201
11,4,0,201
4,9,0,201
6,179,0,201
7,21,0,201
5,194,0,201
8,27,0,201
10,2,0,201
9,44,0,201
2,5,0,201
12,33,0,201
18,2,0,202
16,62,0,202
15,1,0,202
14,8,0,202
13,0,0,202
17,0,0,202
1,0,0,202
3,0,0,202
11,3,0,202
4,3,0,202
6,36,0,202
7,4,0,202
5,52,0,202
8,2,0,202
10,0,0,202
9,9,0,202
2,0,0,202
12,10,0,202
18,4,0,203
16,82,0,203
15,3,0,203
14,17,0,203
13,1,0,203
17,3,0,203
1,0,0,203
3,0,0,203
11,3,0,203
4,7,0,203
6,194,0,203
7,30,0,203
5,100,0,203
8,4,0,203
10,3,0,203
9,187,0,203
2,1,0,203
12,17,0,203
18,7,0,204
16,57,0,204
15,1,0,204
14,8,0,204
13,4,0,204
17,6,0,204
1,0,0,204
3,0,0,204
11,15,0,204
4,3,0,204
6,75,0,204
7,8,0,204
5,94,0,204
8,0,0,204
10,1,0,204
9,35,0,204
2,0,0,204
12,17,0,204
18,40,0,205
16,648,0,205
15,19,0,205
14,46,0,205
13,13,0,205
17,30,0,205
1,2,0,205
3,8,0,205
11,53,0,205
4,31,0,205
6,619,0,205
7,41,0,205
5,526,0,205
8,105,0,205
10,28,0,205
9,218,0,205
2,10,0,205
12,196,0,205
18,86,0,206
16,1058,0,206
15,22,0,206
14,55,0,206
13,40,0,206
17,34,0,206
1,11,0,206
3,7,0,206
11,69,0,206
4,74,0,206
6,2339,0,206
7,64,0,206
5,900,0,206
8,24,0,206
10,21,0,206
9,246,0,206
2,27,0,206
12,369,0,206
18,3,0,207
16,35,0,207
15,3,0,207
14,1,0,207
13,1,0,207
17,2,0,207
1,0,0,207
3,1,0,207
11,4,0,207
4,2,0,207
6,40,0,207
7,2,0,207
5,56,0,207
8,22,0,207
10,4,0,207
9,11,0,207
2,0,0,207
12,14,0,207
18,5,0,208
16,75,0,208
15,3,0,208
14,17,0,208
13,7,0,208
17,27,0,208
1,0,0,208
3,2,0,208
11,4,0,208
4,3,0,208
6,69,0,208
7,9,0,208
5,106,0,208
8,15,0,208
10,3,0,208
9,17,0,208
2,6,0,208
12,11,0,208
18,1,0,209
16,36,0,209
15,1,0,209
14,27,0,209
13,2,0,209
17,12,0,209
1,0,0,209
3,0,0,209
11,0,0,209
4,2,0,209
6,25,0,209
7,3,0,209
5,36,0,209
8,15,0,209
10,1,0,209
9,7,0,209
2,0,0,209
12,7,0,209
11,0,0,20
1,0,0,20
4,3,0,20
12,27,0,20
14,2,0,20
16,224,0,20
17,17,0,20
15,0,0,20
13,5,0,20
18,11,0,20
2,1,0,20
5,107,0,20
9,33,0,20
6,218,0,20
10,1,0,20
8,9,0,20
7,3,0,20
3,0,0,20
18,7,0,210
16,164,0,210
15,9,0,210
14,35,0,210
13,17,0,210
17,27,0,210
1,0,0,210
3,3,0,210
11,11,0,210
4,16,0,210
6,254,0,210
7,18,0,210
5,243,0,210
8,22,0,210
10,2,0,210
9,90,0,210
2,40,0,210
12,49,0,210
18,12,0,211
16,145,0,211
15,5,0,211
14,13,0,211
13,6,0,211
17,4,0,211
1,1,0,211
3,1,0,211
11,6,0,211
4,7,0,211
6,302,0,211
7,14,0,211
5,258,0,211
8,8,0,211
10,5,0,211
9,74,0,211
2,9,0,211
12,66,0,211
18,33,0,212
16,1201,0,212
15,13,0,212
14,81,0,212
13,14,0,212
17,16,0,212
1,5,0,212
3,6,0,212
11,38,0,212
4,41,0,212
6,1034,0,212
7,40,0,212
5,526,0,212
8,34,0,212
10,19,0,212
9,114,0,212
2,15,0,212
12,121,0,212
18,2,0,213
16,31,0,213
15,2,0,213
14,16,0,213
13,0,0,213
17,16,0,213
1,0,0,213
3,0,0,213
11,1,0,213
4,6,0,213
6,38,0,213
7,5,0,213
5,38,0,213
8,0,0,213
10,11,0,213
9,6,0,213
2,2,0,213
12,14,0,213
18,3,0,214
16,117,0,214
15,2,0,214
14,7,0,214
13,2,0,214
17,7,0,214
1,0,0,214
3,0,0,214
11,3,0,214
4,6,0,214
6,62,0,214
7,8,0,214
5,56,0,214
8,6,0,214
10,2,0,214
9,21,0,214
2,2,0,214
12,26,0,214
18,5,0,215
16,48,0,215
15,5,0,215
14,161,0,215
13,2,0,215
17,9,0,215
1,1,0,215
3,1,0,215
11,7,0,215
4,2,0,215
6,87,0,215
7,3,0,215
5,115,0,215
8,9,0,215
10,6,0,215
9,37,0,215
2,3,0,215
12,29,0,215
18,12,0,216
16,33,0,216
15,0,0,216
14,10,0,216
13,1,0,216
17,20,0,216
1,0,0,216
3,0,0,216
11,3,0,216
4,2,0,216
6,33,0,216
7,7,0,216
5,78,0,216
8,1,0,216
10,3,0,216
9,24,0,216
2,4,0,216
12,14,0,216
18,6,0,217
16,46,0,217
15,2,0,217
14,99,0,217
13,2,0,217
17,97,0,217
1,1,0,217
3,1,0,217
11,7,0,217
4,4,0,217
6,49,0,217
7,10,0,217
5,56,0,217
8,1,0,217
10,0,0,217
9,15,0,217
2,1,0,217
12,17,0,217
18,26,0,218
16,250,0,218
15,7,0,218
14,25,0,218
13,9,0,218
17,28,0,218
1,0,0,218
3,6,0,218
11,12,0,218
4,18,0,218
6,221,0,218
7,37,0,218
5,331,0,218
8,3,0,218
10,10,0,218
9,89,0,218
2,4,0,218
12,68,0,218
18,17,0,219
16,152,0,219
15,5,0,219
14,38,0,219
13,15,0,219
17,36,0,219
1,1,0,219
3,2,0,219
11,7,0,219
4,37,0,219
6,153,0,219
7,52,0,219
5,298,0,219
8,5,0,219
10,3,0,219
9,104,0,219
2,3,0,219
12,53,0,219
11,6,0,21
1,0,0,21
4,1,0,21
12,35,0,21
14,6,0,21
16,113,0,21
17,12,0,21
15,0,0,21
13,5,0,21
18,4,0,21
2,3,0,21
5,56,0,21
9,65,0,21
6,109,0,21
10,3,0,21
8,0,0,21
7,2,0,21
3,3,0,21
18,12,0,220
16,154,0,220
15,18,0,220
14,35,0,220
13,8,0,220
17,10,0,220
1,1,0,220
3,5,0,220
11,13,0,220
4,8,0,220
6,131,0,220
7,16,0,220
5,184,0,220
8,10,0,220
10,3,0,220
9,36,0,220
2,7,0,220
12,59,0,220
18,132,0,221
16,1417,0,221
15,142,0,221
14,182,0,221
13,72,0,221
17,114,0,221
1,5,0,221
3,28,0,221
11,164,0,221
4,103,0,221
6,1481,0,221
7,195,0,221
5,1686,0,221
8,70,0,221
10,31,0,221
9,474,0,221
2,33,0,221
12,423,0,221
18,100,0,222
16,2276,0,222
15,60,0,222
14,390,0,222
13,77,0,222
17,69,0,222
1,18,0,222
3,44,0,222
11,161,0,222
4,126,0,222
6,2212,0,222
7,130,0,222
5,2690,0,222
8,60,0,222
10,47,0,222
9,466,0,222
2,63,0,222
12,744,0,222
18,8,0,223
16,158,0,223
15,3,0,223
14,11,0,223
13,7,0,223
17,4,0,223
1,2,0,223
3,2,0,223
11,9,0,223
4,9,0,223
6,206,0,223
7,17,0,223
5,244,0,223
8,6,0,223
10,18,0,223
9,42,0,223
2,4,0,223
12,63,0,223
18,12,0,224
16,165,0,224
15,1,0,224
14,18,0,224
13,4,0,224
17,5,0,224
1,0,0,224
3,2,0,224
11,5,0,224
4,4,0,224
6,95,0,224
7,11,0,224
5,176,0,224
8,54,0,224
10,2,0,224
9,48,0,224
2,1,0,224
12,38,0,224
18,91,0,225
16,1080,0,225
15,49,0,225
14,1316,0,225
13,130,0,225
17,103,0,225
1,10,0,225
3,22,0,225
11,73,0,225
4,67,0,225
6,1481,0,225
7,65,0,225
5,1130,0,225
8,143,0,225
10,12,0,225
9,510,0,225
2,50,0,225
12,511,0,225
18,15,0,226
16,127,0,226
15,9,0,226
14,19,0,226
13,4,0,226
17,4,0,226
1,1,0,226
3,0,0,226
11,16,0,226
4,5,0,226
6,86,0,226
7,9,0,226
5,149,0,226
8,612,0,226
10,2,0,226
9,34,0,226
2,4,0,226
12,39,0,226
18,4,0,227
16,40,0,227
15,1,0,227
14,3,0,227
13,0,0,227
17,0,0,227
1,1,0,227
3,0,0,227
11,1,0,227
4,2,0,227
6,31,0,227
7,3,0,227
5,65,0,227
8,7,0,227
10,0,0,227
9,20,0,227
2,0,0,227
12,3,0,227
18,7,0,228
16,99,0,228
15,4,0,228
14,13,0,228
13,6,0,228
17,1,0,228
1,1,0,228
3,6,0,228
11,4,0,228
4,8,0,228
6,223,0,228
7,11,0,228
5,273,0,228
8,9,0,228
10,1,0,228
9,62,0,228
2,5,0,228
12,49,0,228
11,14,0,22
1,2,0,22
4,7,0,22
12,73,0,22
14,7,0,22
16,214,0,22
17,10,0,22
15,2,0,22
13,9,0,22
18,17,0,22
2,6,0,22
5,110,0,22
9,73,0,22
6,276,0,22
10,3,0,22
8,10,0,22
7,32,0,22
3,9,0,22
11,19,0,23
1,2,0,23
4,17,0,23
12,95,0,23
14,599,0,23
16,269,0,23
17,33,0,23
15,21,0,23
13,54,0,23
18,44,0,23
2,9,0,23
5,221,0,23
9,45,0,23
6,289,0,23
10,4,0,23
8,11,0,23
7,19,0,23
3,8,0,23
11,49,0,24
1,5,0,24
4,69,0,24
12,443,0,24
14,373,0,24
16,1149,0,24
17,163,0,24
15,54,0,24
13,183,0,24
18,167,0,24
2,57,0,24
5,775,0,24
9,217,0,24
6,1401,0,24
10,29,0,24
8,30,0,24
7,150,0,24
3,36,0,24
11,8,0,25
1,1,0,25
4,18,0,25
12,116,0,25
14,7,0,25
16,562,0,25
17,19,0,25
15,9,0,25
13,5,0,25
18,36,0,25
2,2,0,25
5,114,0,25
9,51,0,25
6,273,0,25
10,6,0,25
8,14,0,25
7,9,0,25
3,9,0,25
11,0,0,26
1,0,0,26
4,9,0,26
12,21,0,26
14,0,0,26
16,109,0,26
17,14,0,26
15,4,0,26
13,2,0,26
18,5,0,26
2,5,0,26
5,28,0,26
9,35,0,26
6,58,0,26
10,1,0,26
8,2,0,26
7,5,0,26
3,2,0,26
11,0,0,27
1,0,0,27
4,0,0,27
12,0,0,27
14,0,0,27
16,0,0,27
17,0,0,27
15,0,0,27
13,0,0,27
18,0,0,27
2,0,0,27
5,0,0,27
9,0,0,27
6,0,0,27
10,0,0,27
8,0,0,27
7,0,0,27
3,0,0,27
11,2,0,28
1,0,0,28
4,5,0,28
12,23,0,28
14,3,0,28
16,84,0,28
17,144,0,28
15,2,0,28
13,6,0,28
18,10,0,28
2,2,0,28
5,98,0,28
9,15,0,28
6,148,0,28
10,1,0,28
8,1,0,28
7,5,0,28
3,0,0,28
11,5,0,29
1,0,0,29
4,9,0,29
12,83,0,29
14,33,0,29
16,234,0,29
17,14,0,29
15,10,0,29
13,16,0,29
18,34,0,29
2,21,0,29
5,209,0,29
9,109,0,29
6,399,0,29
10,3,0,29
8,5,0,29
7,17,0,29
3,7,0,29
11,4,0,2
1,1,0,2
4,21,0,2
12,24,0,2
14,37,0,2
16,218,0,2
17,5,0,2
15,11,0,2
13,6,0,2
18,15,0,2
2,1,0,2
5,142,0,2
9,15,0,2
6,155,0,2
10,2,0,2
8,232,0,2
7,29,0,2
3,1,0,2
11,1,0,30
1,0,0,30
4,10,0,30
12,32,0,30
14,3,0,30
16,163,0,30
17,8,0,30
15,4,0,30
13,8,0,30
18,8,0,30
2,3,0,30
5,27,0,30
9,183,0,30
6,60,0,30
10,1,0,30
8,0,0,30
7,5,0,30
3,6,0,30
11,30,0,31
1,4,0,31
4,25,0,31
12,313,0,31
14,26,0,31
16,813,0,31
17,19,0,31
15,22,0,31
13,18,0,31
18,35,0,31
2,11,0,31
5,384,0,31
9,96,0,31
6,655,0,31
10,16,0,31
8,7,0,31
7,19,0,31
3,16,0,31
11,11,0,32
1,1,0,32
4,31,0,32
12,80,0,32
14,93,0,32
16,206,0,32
17,19,0,32
15,9,0,32
13,34,0,32
18,25,0,32
2,3,0,32
5,170,0,32
9,38,0,32
6,225,0,32
10,5,0,32
8,6,0,32
7,46,0,32
3,1,0,32
11,0,0,33
1,0,0,33
4,5,0,33
12,9,0,33
14,6,0,33
16,206,0,33
17,4,0,33
15,6,0,33
13,3,0,33
18,8,0,33
2,0,0,33
5,33,0,33
9,6,0,33
6,70,0,33
10,1,0,33
8,0,0,33
7,2,0,33
3,2,0,33
11,43,0,34
1,1,0,34
4,13,0,34
12,82,0,34
14,89,0,34
16,324,0,34
17,26,0,34
15,12,0,34
13,30,0,34
18,562,0,34
2,9,0,34
5,1452,0,34
9,68,0,34
6,269,0,34
10,11,0,34
8,12,0,34
7,12,0,34
3,2,0,34
11,619,0,35
1,53,0,35
4,476,0,35
12,2603,0,35
14,478,0,35
16,16534,0,35
17,396,0,35
15,494,0,35
13,502,0,35
18,908,0,35
2,209,0,35
5,7239,0,35
9,1793,0,35
6,8472,0,35
10,275,0,35
8,203,0,35
7,322,0,35
3,390,0,35
11,3,0,36
1,0,0,36
4,9,0,36
12,62,0,36
14,6,0,36
16,226,0,36
17,12,0,36
15,2,0,36
13,3,0,36
18,18,0,36
2,7,0,36
5,98,0,36
9,485,0,36
6,261,0,36
10,5,0,36
8,5,0,36
7,16,0,36
3,3,0,36
11,2,0,37
1,1,0,37
4,9,0,37
12,82,0,37
14,17,0,37
16,190,0,37
17,20,0,37
15,1,0,37
13,8,0,37
18,18,0,37
2,3,0,37
5,225,0,37
9,34,0,37
6,223,0,37
10,6,0,37
8,3,0,37
7,34,0,37
3,14,0,37
11,0,0,38
1,0,0,38
4,11,0,38
12,77,0,38
14,1,0,38
16,44,0,38
17,28,0,38
15,0,0,38
13,0,0,38
18,5,0,38
2,0,0,38
5,33,0,38
9,28,0,38
6,67,0,38
10,1,0,38
8,0,0,38
7,3,0,38
3,0,0,38
11,7,0,39
1,3,0,39
4,3,0,39
12,34,0,39
14,7,0,39
16,170,0,39
17,8,0,39
15,18,0,39
13,5,0,39
18,13,0,39
2,1,0,39
5,339,0,39
9,29,0,39
6,208,0,39
10,3,0,39
8,22,0,39
7,23,0,39
3,3,0,39
11,3,0,3
1,1,0,3
4,2,0,3
12,25,0,3
14,4,0,3
16,55,0,3
17,18,0,3
15,1,0,3
13,0,0,3
18,8,0,3
2,0,0,3
5,144,0,3
9,11,0,3
6,76,0,3
10,0,0,3
8,1,0,3
7,2,0,3
3,2,0,3
11,20,0,40
1,2,0,40
4,18,0,40
12,143,0,40
14,52,0,40
16,453,0,40
17,18,0,40
15,26,0,40
13,44,0,40
18,54,0,40
2,17,0,40
5,259,0,40
9,162,0,40
6,504,0,40
10,11,0,40
8,13,0,40
7,19,0,40
3,12,0,40
11,17,0,41
1,0,0,41
4,19,0,41
12,89,0,41
14,72,0,41
16,252,0,41
17,27,0,41
15,5,0,41
13,30,0,41
18,143,0,41
2,3,0,41
5,384,0,41
9,46,0,41
6,252,0,41
10,6,0,41
8,5,0,41
7,9,0,41
3,4,0,41
11,8,0,42
1,5,0,42
4,23,0,42
12,88,0,42
14,15,0,42
16,402,0,42
17,52,0,42
15,114,0,42
13,21,0,42
18,82,0,42
2,8,0,42
5,441,0,42
9,84,0,42
6,559,0,42
10,22,0,42
8,45,0,42
7,34,0,42
3,3,0,42
11,6,0,43
1,0,0,43
4,6,0,43
12,40,0,43
14,25,0,43
16,155,0,43
17,6,0,43
15,2,0,43
13,13,0,43
18,22,0,43
2,4,0,43
5,90,0,43
9,78,0,43
6,197,0,43
10,0,0,43
8,18,0,43
7,13,0,43
3,3,0,43
11,2,0,44
1,1,0,44
4,10,0,44
12,36,0,44
14,1,0,44
16,68,0,44
17,15,0,44
15,1,0,44
13,13,0,44
18,4,0,44
2,3,0,44
5,83,0,44
9,54,0,44
6,196,0,44
10,6,0,44
8,0,0,44
7,4,0,44
3,4,0,44
11,6,0,45
1,0,0,45
4,7,0,45
12,14,0,45
14,15,0,45
16,132,0,45
17,5,0,45
15,1,0,45
13,4,0,45
18,45,0,45
2,2,0,45
5,112,0,45
9,10,0,45
6,78,0,45
10,2,0,45
8,0,0,45
7,9,0,45
3,0,0,45
11,3,0,46
1,0,0,46
4,10,0,46
12,20,0,46
14,5,0,46
16,87,0,46
17,9,0,46
15,4,0,46
13,11,0,46
18,4,0,46
2,2,0,46
5,55,0,46
9,23,0,46
6,111,0,46
10,2,0,46
8,0,0,46
7,7,0,46
3,2,0,46
11,8,0,47
1,6,0,47
4,45,0,47
12,328,0,47
14,31,0,47
16,826,0,47
17,26,0,47
15,37,0,47
13,22,0,47
18,36,0,47
2,12,0,47
5,422,0,47
9,147,0,47
6,830,0,47
10,23,0,47
8,14,0,47
7,10,0,47
3,27,0,47
11,12,0,48
1,3,0,48
4,27,0,48
12,187,0,48
14,18,0,48
16,1305,0,48
17,36,0,48
15,15,0,48
13,21,0,48
18,62,0,48
2,21,0,48
5,539,0,48
9,109,0,48
6,870,0,48
10,20,0,48
8,20,0,48
7,26,0,48
3,15,0,48
11,132,0,49
1,7,0,49
4,106,0,49
12,401,0,49
14,113,0,49
16,2123,0,49
17,178,0,49
15,67,0,49
13,75,0,49
18,353,0,49
2,29,0,49
5,487,0,49
9,995,0,49
6,1289,0,49
10,103,0,49
8,36,0,49
7,69,0,49
3,28,0,49
11,0,0,4
1,0,0,4
4,6,0,4
12,8,0,4
14,2,0,4
16,68,0,4
17,16,0,4
15,1,0,4
13,4,0,4
18,17,0,4
2,0,0,4
5,41,0,4
9,11,0,4
6,82,0,4
10,0,0,4
8,9,0,4
7,3,0,4
3,0,0,4
11,40,0,50
1,5,0,50
4,54,0,50
12,629,0,50
14,50,0,50
16,1838,0,50
17,42,0,50
15,127,0,50
13,36,0,50
18,90,0,50
2,19,0,50
5,840,0,50
9,284,0,50
6,1436,0,50
10,25,0,50
8,28,0,50
7,28,0,50
3,66,0,50
11,53,0,51
1,2,0,51
4,42,0,51
12,409,0,51
14,236,0,51
16,839,0,51
17,43,0,51
15,39,0,51
13,52,0,51
18,124,0,51
2,34,0,51
5,675,0,51
9,797,0,51
6,1534,0,51
10,19,0,51
8,100,0,51
7,82,0,51
3,27,0,51
11,21,0,52
1,2,0,52
4,21,0,52
12,124,0,52
14,460,0,52
16,300,0,52
17,40,0,52
15,18,0,52
13,65,0,52
18,70,0,52
2,10,0,52
5,343,0,52
9,131,0,52
6,583,0,52
10,7,0,52
8,17,0,52
7,24,0,52
3,8,0,52
11,6,0,53
1,2,0,53
4,32,0,53
12,213,0,53
14,51,0,53
16,514,0,53
17,64,0,53
15,14,0,53
13,23,0,53
18,41,0,53
2,10,0,53
5,386,0,53
9,148,0,53
6,634,0,53
10,24,0,53
8,17,0,53
7,42,0,53
3,7,0,53
2,4,0,54
3,9,0,54
16,561,0,54
14,52,0,54
15,28,0,54
17,61,0,54
18,56,0,54
13,53,0,54
12,167,0,54
11,38,0,54
4,22,0,54
7,49,0,54
9,63,0,54
6,374,0,54
8,19,0,54
10,2,0,54
5,335,0,54
2,189,0,55
3,146,0,55
16,12498,0,55
14,839,0,55
15,835,0,55
17,948,0,55
18,1385,0,55
13,1138,0,55
12,2818,0,55
11,963,0,55
4,555,0,55
7,488,0,55
9,1425,0,55
6,5914,0,55
8,230,0,55
10,144,0,55
5,7284,0,55
2,9,0,56
3,13,0,56
16,612,0,56
14,17,0,56
15,41,0,56
17,52,0,56
18,33,0,56
13,39,0,56
12,120,0,56
11,32,0,56
4,40,0,56
7,22,0,56
9,48,0,56
6,527,0,56
8,23,0,56
10,6,0,56
5,203,0,56
2,4,0,57
3,4,0,57
16,160,0,57
14,6,0,57
15,5,0,57
17,34,0,57
18,13,0,57
13,22,0,57
12,28,0,57
11,11,0,57
4,7,0,57
7,6,0,57
9,17,0,57
6,112,0,57
8,7,0,57
10,2,0,57
5,92,0,57
2,3,0,58
3,2,0,58
16,223,0,58
14,6,0,58
15,5,0,58
17,19,0,58
18,34,0,58
13,44,0,58
12,33,0,58
11,8,0,58
4,9,0,58
7,39,0,58
9,33,0,58
6,158,0,58
8,15,0,58
10,1,0,58
5,177,0,58
2,20,0,59
3,18,0,59
16,784,0,59
14,65,0,59
15,29,0,59
17,34,0,59
18,89,0,59
13,56,0,59
12,293,0,59
11,38,0,59
4,40,0,59
7,74,0,59
9,111,0,59
6,502,0,59
8,18,0,59
10,5,0,59
5,790,0,59
11,54,0,5
1,4,0,5
4,52,0,5
12,276,0,5
14,121,0,5
16,681,0,5
17,39,0,5
15,48,0,5
13,393,0,5
18,147,0,5
2,16,0,5
5,647,0,5
9,149,0,5
6,736,0,5
10,28,0,5
8,51,0,5
7,304,0,5
3,8,0,5
2,10,0,60
3,6,0,60
16,225,0,60
14,29,0,60
15,13,0,60
17,18,0,60
18,22,0,60
13,32,0,60
12,98,0,60
11,38,0,60
4,17,0,60
7,5,0,60
9,34,0,60
6,221,0,60
8,16,0,60
10,2,0,60
5,232,0,60
2,10,0,61
3,19,0,61
16,531,0,61
14,17,0,61
15,71,0,61
17,22,0,61
18,42,0,61
13,37,0,61
12,185,0,61
11,46,0,61
4,31,0,61
7,19,0,61
9,119,0,61
6,496,0,61
8,13,0,61
10,7,0,61
5,250,0,61
2,29,0,62
3,42,0,62
16,1526,0,62
14,210,0,62
15,106,0,62
17,74,0,62
18,136,0,62
13,108,0,62
12,811,0,62
11,66,0,62
4,112,0,62
7,234,0,62
9,277,0,62
6,1670,0,62
8,63,0,62
10,26,0,62
5,1218,0,62
2,3,0,63
3,1,0,63
16,229,0,63
14,11,0,63
15,6,0,63
17,18,0,63
18,15,0,63
13,16,0,63
12,41,0,63
11,7,0,63
4,8,0,63
7,11,0,63
9,20,0,63
6,168,0,63
8,15,0,63
10,2,0,63
5,142,0,63
2,5,0,64
3,5,0,64
16,517,0,64
14,15,0,64
15,26,0,64
17,22,0,64
18,32,0,64
13,22,0,64
12,122,0,64
11,25,0,64
4,20,0,64
7,13,0,64
9,36,0,64
6,281,0,64
8,29,0,64
10,4,0,64
5,192,0,64
2,9,0,65
3,8,0,65
16,415,0,65
14,10,0,65
15,9,0,65
17,27,0,65
18,56,0,65
13,51,0,65
12,159,0,65
11,17,0,65
4,38,0,65
7,72,0,65
9,54,0,65
6,365,0,65
8,12,0,65
10,1,0,65
5,198,0,65
2,24,0,66
3,32,0,66
16,1725,0,66
14,199,0,66
15,309,0,66
17,140,0,66
18,240,0,66
13,254,0,66
12,487,0,66
11,185,0,66
4,87,0,66
7,37,0,66
9,162,0,66
6,1170,0,66
8,62,0,66
10,25,0,66
5,776,0,66
2,11,0,67
3,5,0,67
16,685,0,67
14,17,0,67
15,27,0,67
17,50,0,67
18,39,0,67
13,33,0,67
12,105,0,67
11,44,0,67
4,31,0,67
7,30,0,67
9,135,0,67
6,445,0,67
8,71,0,67
10,6,0,67
5,334,0,67
2,9,0,68
3,15,0,68
16,560,0,68
14,29,0,68
15,35,0,68
17,21,0,68
18,46,0,68
13,39,0,68
12,161,0,68
11,22,0,68
4,53,0,68
7,14,0,68
9,58,0,68
6,404,0,68
8,14,0,68
10,10,0,68
5,237,0,68
2,57,0,69
3,35,0,69
16,1993,0,69
14,245,0,69
15,156,0,69
17,308,0,69
18,929,0,69
13,514,0,69
12,1362,0,69
11,119,0,69
4,202,0,69
7,132,0,69
9,708,0,69
6,3089,0,69
8,46,0,69
10,46,0,69
5,2125,0,69
11,12,0,6
1,1,0,6
4,19,0,6
12,68,0,6
14,21,0,6
16,374,0,6
17,3,0,6
