id,voti,voti_nona,idComune
17,22,0,122
13,38,0,122
8,85,0,122
6,1400,0,122
9,212,0,122
7,49,0,122
5,467,0,122
10,23,0,122
12,298,0,122
2,9,0,122
11,25,0,122
4,60,0,122
3,7,0,122
1,5,0,123
18,39,0,123
14,35,0,123
15,8,0,123
16,295,0,123
17,5,0,123
13,8,0,123
8,429,0,123
6,299,0,123
9,84,0,123
7,8,0,123
5,353,0,123
10,10,0,123
12,61,0,123
2,1,0,123
11,21,0,123
4,28,0,123
3,4,0,123
1,5,0,124
18,49,0,124
14,41,0,124
15,28,0,124
16,548,0,124
17,17,0,124
13,28,0,124
8,33,0,124
6,748,0,124
9,145,0,124
7,54,0,124
5,734,0,124
10,52,0,124
12,111,0,124
2,8,0,124
11,40,0,124
4,44,0,124
3,15,0,124
1,0,0,125
18,2,0,125
14,0,0,125
15,0,0,125
16,4,0,125
17,0,0,125
13,0,0,125
8,13,0,125
6,7,0,125
9,13,0,125
7,0,0,125
5,14,0,125
10,1,0,125
12,2,0,125
2,0,0,125
11,1,0,125
4,0,0,125
3,0,0,125
1,9,0,126
18,61,0,126
14,40,0,126
15,60,0,126
16,418,0,126
17,350,0,126
13,32,0,126
8,20,0,126
6,543,0,126
9,162,0,126
7,30,0,126
5,538,0,126
10,34,0,126
12,272,0,126
2,16,0,126
11,52,0,126
4,36,0,126
3,26,0,126
1,3,0,127
18,24,0,127
14,50,0,127
15,13,0,127
16,266,0,127
17,10,0,127
13,19,0,127
8,3,0,127
6,298,0,127
9,68,0,127
7,34,0,127
5,273,0,127
10,11,0,127
12,102,0,127
2,5,0,127
11,11,0,127
4,36,0,127
3,7,0,127
1,1,0,128
18,17,0,128
14,68,0,128
15,13,0,128
16,168,0,128
17,7,0,128
13,7,0,128
8,24,0,128
6,286,0,128
9,68,0,128
7,93,0,128
5,398,0,128
10,23,0,128
12,84,0,128
2,6,0,128
11,21,0,128
4,7,0,128
3,4,0,128
1,7,0,129
18,62,0,129
14,29,0,129
15,30,0,129
16,524,0,129
17,27,0,129
13,16,0,129
8,57,0,129
6,750,0,129
9,177,0,129
7,164,0,129
5,636,0,129
10,47,0,129
12,123,0,129
2,11,0,129
11,21,0,129
4,31,0,129
3,7,0,129
11,3,0,12
1,0,0,12
4,4,0,12
12,15,0,12
14,38,0,12
16,67,0,12
17,9,0,12
15,1,0,12
13,26,0,12
18,23,0,12
2,0,0,12
5,78,0,12
9,15,0,12
6,80,0,12
10,2,0,12
8,4,0,12
7,7,0,12
3,5,0,12
1,1,0,130
18,6,0,130
14,4,0,130
15,1,0,130
16,80,0,130
17,8,0,130
13,0,0,130
8,25,0,130
6,52,0,130
9,17,0,130
7,1,0,130
5,98,0,130
10,5,0,130
12,13,0,130
2,0,0,130
11,10,0,130
4,2,0,130
3,1,0,130
1,11,0,131
18,372,0,131
14,153,0,131
15,41,0,131
16,460,0,131
17,74,0,131
13,27,0,131
8,46,0,131
6,930,0,131
9,211,0,131
7,68,0,131
5,838,0,131
10,33,0,131
12,240,0,131
2,26,0,131
11,62,0,131
4,44,0,131
3,6,0,131
1,0,0,132
18,39,0,132
14,16,0,132
15,1,0,132
16,37,0,132
17,2,0,132
13,4,0,132
8,12,0,132
6,76,0,132
9,109,0,132
7,5,0,132
5,30,0,132
10,22,0,132
12,11,0,132
2,0,0,132
11,2,0,132
4,3,0,132
3,2,0,132
1,0,0,133
18,10,0,133
14,9,0,133
15,5,0,133
16,59,0,133
17,3,0,133
13,6,0,133
8,41,0,133
6,92,0,133
9,18,0,133
7,7,0,133
5,72,0,133
10,0,0,133
12,17,0,133
2,3,0,133
11,7,0,133
4,7,0,133
3,1,0,133
1,3,0,134
18,25,0,134
14,18,0,134
15,6,0,134
16,184,0,134
17,9,0,134
13,3,0,134
8,20,0,134
6,249,0,134
9,74,0,134
7,22,0,134
5,177,0,134
10,11,0,134
12,79,0,134
2,2,0,134
11,9,0,134
4,19,0,134
3,3,0,134
1,0,0,135
18,27,0,135
14,15,0,135
15,3,0,135
16,110,0,135
17,3,0,135
13,2,0,135
8,5,0,135
6,154,0,135
9,122,0,135
7,9,0,135
5,68,0,135
10,27,0,135
12,12,0,135
2,1,0,135
11,1,0,135
4,10,0,135
3,0,0,135
1,0,0,136
18,15,0,136
14,9,0,136
15,11,0,136
16,82,0,136
17,4,0,136
13,1,0,136
8,0,0,136
6,196,0,136
9,30,0,136
7,4,0,136
5,33,0,136
10,1,0,136
12,32,0,136
2,1,0,136
11,1,0,136
4,3,0,136
3,0,0,136
1,0,0,137
18,2,0,137
14,6,0,137
15,2,0,137
16,11,0,137
17,1,0,137
13,0,0,137
8,1,0,137
6,24,0,137
9,1,0,137
7,1,0,137
5,11,0,137
10,0,0,137
12,8,0,137
2,1,0,137
11,4,0,137
4,1,0,137
3,0,0,137
1,4,0,138
18,90,0,138
14,56,0,138
15,19,0,138
16,408,0,138
17,15,0,138
13,22,0,138
8,90,0,138
6,666,0,138
9,129,0,138
7,102,0,138
5,458,0,138
10,54,0,138
12,159,0,138
2,11,0,138
11,42,0,138
4,28,0,138
3,11,0,138
1,4,0,139
18,101,0,139
14,196,0,139
15,43,0,139
16,847,0,139
17,31,0,139
13,27,0,139
8,68,0,139
6,895,0,139
9,341,0,139
7,222,0,139
5,1006,0,139
10,33,0,139
12,340,0,139
2,18,0,139
11,46,0,139
4,36,0,139
3,10,0,139
11,4,0,13
1,0,0,13
4,2,0,13
12,11,0,13
14,1,0,13
16,21,0,13
17,9,0,13
15,0,0,13
13,0,0,13
18,0,0,13
2,6,0,13
5,15,0,13
9,4,0,13
6,38,0,13
10,0,0,13
8,1,0,13
7,2,0,13
3,0,0,13
1,11,0,140
18,120,0,140
14,126,0,140
15,83,0,140
16,1214,0,140
17,53,0,140
13,55,0,140
8,60,0,140
6,715,0,140
9,332,0,140
7,55,0,140
5,1895,0,140
10,44,0,140
12,326,0,140
2,37,0,140
11,97,0,140
4,56,0,140
3,25,0,140
1,36,0,141
18,161,0,141
14,1636,0,141
15,93,0,141
16,1410,0,141
17,50,0,141
13,43,0,141
8,76,0,141
6,1617,0,141
9,288,0,141
7,392,0,141
5,1547,0,141
10,39,0,141
12,527,0,141
2,36,0,141
11,124,0,141
4,76,0,141
3,29,0,141
1,0,0,142
18,11,0,142
14,1,0,142
15,1,0,142
16,38,0,142
17,2,0,142
13,4,0,142
8,8,0,142
6,95,0,142
9,26,0,142
7,15,0,142
5,121,0,142
10,3,0,142
12,15,0,142
2,1,0,142
11,5,0,142
4,6,0,142
3,0,0,142
1,6,0,143
18,34,0,143
14,24,0,143
15,12,0,143
16,213,0,143
17,18,0,143
13,11,0,143
8,67,0,143
6,343,0,143
9,60,0,143
7,28,0,143
5,411,0,143
10,7,0,143
12,63,0,143
2,6,0,143
11,16,0,143
4,13,0,143
3,6,0,143
1,7,0,144
18,112,0,144
14,79,0,144
15,374,0,144
16,501,0,144
17,34,0,144
13,33,0,144
8,143,0,144
6,1631,0,144
9,178,0,144
7,83,0,144
5,1248,0,144
10,30,0,144
12,295,0,144
2,14,0,144
11,67,0,144
4,63,0,144
3,18,0,144
1,2,0,145
18,13,0,145
14,7,0,145
15,2,0,145
16,80,0,145
17,8,0,145
13,8,0,145
8,5,0,145
6,62,0,145
9,14,0,145
7,13,0,145
5,312,0,145
10,0,0,145
12,20,0,145
2,2,0,145
11,6,0,145
4,15,0,145
3,0,0,145
1,1,0,146
18,11,0,146
14,11,0,146
15,18,0,146
16,156,0,146
17,155,0,146
13,9,0,146
8,50,0,146
6,369,0,146
9,86,0,146
7,22,0,146
5,270,0,146
10,9,0,146
12,44,0,146
2,6,0,146
11,6,0,146
4,10,0,146
3,3,0,146
1,0,0,147
18,11,0,147
14,3,0,147
15,1,0,147
16,32,0,147
17,6,0,147
13,1,0,147
8,2,0,147
6,89,0,147
9,13,0,147
7,2,0,147
5,14,0,147
10,1,0,147
12,2,0,147
2,0,0,147
11,2,0,147
4,2,0,147
3,1,0,147
1,2,0,148
18,6,0,148
14,10,0,148
15,3,0,148
16,80,0,148
17,5,0,148
13,2,0,148
8,32,0,148
6,99,0,148
9,20,0,148
7,9,0,148
5,81,0,148
10,4,0,148
12,28,0,148
2,3,0,148
11,12,0,148
4,4,0,148
3,0,0,148
1,0,0,149
18,155,0,149
14,6,0,149
15,0,0,149
16,35,0,149
17,1,0,149
13,1,0,149
8,17,0,149
6,82,0,149
9,78,0,149
7,6,0,149
5,58,0,149
10,9,0,149
12,12,0,149
2,1,0,149
11,2,0,149
4,1,0,149
3,0,0,149
11,10,0,14
1,0,0,14
4,5,0,14
12,41,0,14
14,16,0,14
16,181,0,14
17,10,0,14
15,2,0,14
13,19,0,14
18,65,0,14
2,1,0,14
5,113,0,14
9,16,0,14
6,132,0,14
10,2,0,14
8,3,0,14
7,12,0,14
3,1,0,14
1,12,0,150
18,226,0,150
14,310,0,150
15,115,0,150
16,1390,0,150
17,60,0,150
13,25,0,150
8,1414,0,150
6,1182,0,150
9,365,0,150
7,193,0,150
5,1323,0,150
10,43,0,150
12,674,0,150
2,28,0,150
11,199,0,150
4,149,0,150
3,25,0,150
1,13,0,151
18,88,0,151
14,180,0,151
15,34,0,151
16,459,0,151
17,31,0,151
13,30,0,151
8,101,0,151
6,1100,0,151
9,162,0,151
7,80,0,151
5,837,0,151
10,122,0,151
12,176,0,151
2,18,0,151
11,32,0,151
4,36,0,151
3,11,0,151
1,12,0,152
18,12,0,152
14,16,0,152
15,10,0,152
16,398,0,152
17,7,0,152
13,10,0,152
8,28,0,152
6,245,0,152
9,54,0,152
7,13,0,152
5,217,0,152
10,13,0,152
12,79,0,152
2,3,0,152
11,13,0,152
4,12,0,152
3,0,0,152
1,0,0,153
18,7,0,153
14,3,0,153
15,2,0,153
16,15,0,153
17,1,0,153
13,0,0,153
8,1,0,153
6,50,0,153
9,40,0,153
7,1,0,153
5,60,0,153
10,3,0,153
12,10,0,153
2,0,0,153
11,4,0,153
4,2,0,153
3,0,0,153
1,0,0,154
18,14,0,154
14,10,0,154
15,4,0,154
16,64,0,154
17,3,0,154
13,5,0,154
8,8,0,154
6,188,0,154
9,28,0,154
7,2,0,154
5,81,0,154
10,6,0,154
12,17,0,154
2,3,0,154
11,4,0,154
4,6,0,154
3,0,0,154
1,0,0,155
18,17,0,155
14,8,0,155
15,3,0,155
16,40,0,155
17,1,0,155
13,1,0,155
8,13,0,155
6,110,0,155
9,105,0,155
7,7,0,155
5,64,0,155
10,7,0,155
12,17,0,155
2,2,0,155
11,4,0,155
4,1,0,155
3,4,0,155
1,1,0,156
2,2,0,156
3,7,0,156
4,12,0,156
5,298,0,156
6,304,0,156
7,34,0,156
8,29,0,156
9,62,0,156
10,13,0,156
11,1,0,156
12,62,0,156
13,17,0,156
14,15,0,156
15,2,0,156
16,319,0,156
17,26,0,156
18,7,0,156
1,1,0,157
2,3,0,157
3,3,0,157
4,20,0,157
5,411,0,157
6,267,0,157
7,18,0,157
8,9,0,157
9,70,0,157
10,73,0,157
11,22,0,157
12,121,0,157
13,35,0,157
14,36,0,157
15,13,0,157
16,217,0,157
17,29,0,157
18,136,0,157
1,2,0,158
2,7,0,158
3,2,0,158
4,14,0,158
5,221,0,158
6,257,0,158
7,15,0,158
8,17,0,158
9,62,0,158
10,4,0,158
11,7,0,158
12,57,0,158
13,23,0,158
14,16,0,158
15,3,0,158
16,209,0,158
17,33,0,158
18,23,0,158
1,0,0,159
2,1,0,159
3,0,0,159
4,7,0,159
5,95,0,159
6,72,0,159
7,10,0,159
8,98,0,159
9,36,0,159
10,3,0,159
11,4,0,159
12,21,0,159
13,0,0,159
14,4,0,159
15,1,0,159
16,128,0,159
17,0,0,159
18,4,0,159
11,14,0,15
1,5,0,15
4,44,0,15
12,227,0,15
14,22,0,15
16,733,0,15
17,18,0,15
15,26,0,15
13,14,0,15
18,82,0,15
2,30,0,15
5,247,0,15
9,96,0,15
6,570,0,15
10,10,0,15
8,3,0,15
7,19,0,15
3,31,0,15
1,23,0,160
2,59,0,160
3,27,0,160
4,196,0,160
5,5667,0,160
6,4688,0,160
7,275,0,160
8,1159,0,160
9,1429,0,160
10,247,0,160
11,288,0,160
12,1148,0,160
13,284,0,160
14,546,0,160
15,125,0,160
16,4686,0,160
17,474,0,160
18,230,0,160
1,0,0,161
2,1,0,161
3,0,0,161
4,8,0,161
5,104,0,161
6,141,0,161
7,2,0,161
8,1,0,161
9,36,0,161
10,1,0,161
11,3,0,161
12,28,0,161
13,10,0,161
14,8,0,161
15,3,0,161
16,104,0,161
17,4,0,161
18,4,0,161
1,25,0,162
2,10,0,162
3,15,0,162
4,61,0,162
5,845,0,162
6,599,0,162
7,44,0,162
8,53,0,162
9,114,0,162
10,11,0,162
11,90,0,162
12,340,0,162
13,133,0,162
14,57,0,162
15,15,0,162
16,744,0,162
17,318,0,162
18,34,0,162
1,4,0,163
2,19,0,163
3,8,0,163
4,9,0,163
5,348,0,163
6,300,0,163
7,11,0,163
8,16,0,163
9,73,0,163
10,2,0,163
11,5,0,163
12,50,0,163
13,42,0,163
14,57,0,163
15,0,0,163
16,245,0,163
17,40,0,163
18,8,0,163
1,0,0,164
2,5,0,164
3,1,0,164
4,12,0,164
5,136,0,164
6,127,0,164
7,11,0,164
8,8,0,164
9,41,0,164
10,2,0,164
11,6,0,164
12,63,0,164
13,69,0,164
14,8,0,164
15,11,0,164
16,384,0,164
17,49,0,164
18,13,0,164
1,1,0,165
2,5,0,165
3,8,0,165
4,13,0,165
5,211,0,165
6,225,0,165
7,8,0,165
8,11,0,165
9,41,0,165
10,19,0,165
11,38,0,165
12,58,0,165
13,717,0,165
14,31,0,165
15,5,0,165
16,274,0,165
17,62,0,165
18,14,0,165
1,1,0,166
2,1,0,166
3,1,0,166
4,16,0,166
5,391,0,166
6,305,0,166
7,13,0,166
8,52,0,166
9,56,0,166
10,5,0,166
11,2,0,166
12,61,0,166
13,9,0,166
14,11,0,166
15,3,0,166
16,489,0,166
17,13,0,166
18,16,0,166
1,0,0,167
2,1,0,167
3,2,0,167
4,5,0,167
5,76,0,167
6,146,0,167
7,8,0,167
8,1,0,167
9,31,0,167
10,2,0,167
11,12,0,167
12,25,0,167
13,5,0,167
14,5,0,167
15,0,0,167
16,198,0,167
17,5,0,167
18,10,0,167
1,5,0,168
2,9,0,168
3,0,0,168
4,27,0,168
5,429,0,168
6,576,0,168
7,15,0,168
8,13,0,168
9,83,0,168
10,18,0,168
11,20,0,168
12,121,0,168
13,79,0,168
14,49,0,168
15,12,0,168
16,462,0,168
17,29,0,168
18,28,0,168
1,2,0,169
2,9,0,169
3,3,0,169
4,32,0,169
5,928,0,169
6,898,0,169
7,54,0,169
8,117,0,169
9,241,0,169
10,80,0,169
11,38,0,169
12,280,0,169
13,52,0,169
14,80,0,169
15,19,0,169
16,913,0,169
17,88,0,169
18,39,0,169
11,17,0,16
1,0,0,16
4,45,0,16
12,220,0,16
14,17,0,16
16,517,0,16
17,15,0,16
15,23,0,16
13,10,0,16
18,39,0,16
2,10,0,16
5,189,0,16
9,66,0,16
6,488,0,16
10,10,0,16
8,1,0,16
7,11,0,16
3,18,0,16
1,1,0,170
2,0,0,170
3,0,0,170
4,3,0,170
5,45,0,170
6,80,0,170
7,4,0,170
8,0,0,170
9,2,0,170
10,3,0,170
11,0,0,170
12,14,0,170
13,0,0,170
14,1,0,170
15,1,0,170
16,656,0,170
17,3,0,170
18,0,0,170
1,10,0,171
2,25,0,171
3,17,0,171
4,64,0,171
5,1229,0,171
6,1439,0,171
7,90,0,171
8,45,0,171
9,563,0,171
10,135,0,171
11,218,0,171
12,518,0,171
13,115,0,171
14,257,0,171
15,84,0,171
16,1598,0,171
17,204,0,171
18,105,0,171
1,1,0,172
2,3,0,172
3,6,0,172
4,13,0,172
5,618,0,172
6,148,0,172
7,4,0,172
8,30,0,172
9,48,0,172
10,11,0,172
11,3,0,172
12,75,0,172
13,13,0,172
14,10,0,172
15,3,0,172
16,147,0,172
17,9,0,172
18,16,0,172
1,1,0,173
2,1,0,173
3,1,0,173
4,7,0,173
5,128,0,173
6,188,0,173
7,4,0,173
8,3,0,173
9,30,0,173
10,9,0,173
11,18,0,173
12,42,0,173
13,10,0,173
14,50,0,173
15,8,0,173
16,139,0,173
17,9,0,173
18,5,0,173
1,1,0,174
2,5,0,174
3,3,0,174
4,14,0,174
5,259,0,174
6,365,0,174
7,33,0,174
8,16,0,174
9,67,0,174
10,24,0,174
11,23,0,174
12,178,0,174
13,135,0,174
14,49,0,174
15,1,0,174
16,355,0,174
17,47,0,174
18,99,0,174
1,0,0,175
2,3,0,175
3,1,0,175
4,11,0,175
5,61,0,175
6,596,0,175
7,5,0,175
8,7,0,175
9,16,0,175
10,3,0,175
11,7,0,175
12,32,0,175
13,10,0,175
14,8,0,175
15,8,0,175
16,290,0,175
17,21,0,175
18,6,0,175
1,0,0,176
2,2,0,176
3,1,0,176
4,1,0,176
5,37,0,176
6,70,0,176
7,1,0,176
8,0,0,176
9,9,0,176
10,0,0,176
11,0,0,176
12,8,0,176
13,1,0,176
14,1,0,176
15,2,0,176
16,114,0,176
17,6,0,176
18,1,0,176
1,1,0,177
2,4,0,177
3,2,0,177
4,8,0,177
5,216,0,177
6,197,0,177
7,7,0,177
8,6,0,177
9,46,0,177
10,3,0,177
11,12,0,177
12,44,0,177
13,22,0,177
14,22,0,177
15,50,0,177
16,179,0,177
17,14,0,177
18,12,0,177
1,0,0,178
2,0,0,178
3,0,0,178
4,0,0,178
5,22,0,178
6,44,0,178
7,7,0,178
8,9,0,178
9,11,0,178
10,1,0,178
11,0,0,178
12,9,0,178
13,5,0,178
14,4,0,178
15,6,0,178
16,91,0,178
17,1,0,178
18,0,0,178
1,0,0,179
2,0,0,179
3,0,0,179
4,0,0,179
5,63,0,179
6,80,0,179
7,2,0,179
8,11,0,179
9,17,0,179
10,1,0,179
11,2,0,179
12,6,0,179
13,8,0,179
14,4,0,179
15,1,0,179
16,66,0,179
17,5,0,179
18,7,0,179
11,10,0,17
1,0,0,17
4,4,0,17
12,17,0,17
14,5,0,17
16,91,0,17
17,6,0,17
15,6,0,17
13,1,0,17
18,4,0,17
2,0,0,17
5,81,0,17
9,12,0,17
6,84,0,17
10,0,0,17
8,1,0,17
7,2,0,17
3,3,0,17
1,2,0,180
2,23,0,180
3,34,0,180
4,40,0,180
5,843,0,180
6,818,0,180
7,34,0,180
8,30,0,180
9,184,0,180
10,56,0,180
11,56,0,180
12,461,0,180
13,462,0,180
14,249,0,180
15,20,0,180
16,967,0,180
17,84,0,180
18,103,0,180
1,4,0,181
2,5,0,181
3,0,0,181
4,29,0,181
5,572,0,181
6,284,0,181
7,37,0,181
8,11,0,181
9,90,0,181
10,9,0,181
11,46,0,181
12,149,0,181
13,68,0,181
14,18,0,181
15,10,0,181
16,849,0,181
17,38,0,181
18,18,0,181
1,0,0,182
2,0,0,182
3,0,0,182
4,0,0,182
5,8,0,182
6,22,0,182
7,1,0,182
8,0,0,182
9,6,0,182
10,1,0,182
11,0,0,182
12,0,0,182
13,3,0,182
14,0,0,182
15,0,0,182
16,35,0,182
17,2,0,182
18,1,0,182
1,0,0,183
2,4,0,183
3,2,0,183
4,11,0,183
5,278,0,183
6,282,0,183
7,38,0,183
8,23,0,183
9,60,0,183
10,40,0,183
11,32,0,183
12,90,0,183
13,23,0,183
14,49,0,183
15,5,0,183
16,851,0,183
17,32,0,183
18,25,0,183
1,0,0,184
2,4,0,184
3,0,0,184
4,8,0,184
5,201,0,184
6,190,0,184
7,7,0,184
8,40,0,184
9,33,0,184
10,10,0,184
11,13,0,184
12,40,0,184
13,10,0,184
14,8,0,184
15,6,0,184
16,191,0,184
17,19,0,184
18,11,0,184
1,0,0,185
2,1,0,185
3,1,0,185
4,3,0,185
5,70,0,185
6,107,0,185
7,7,0,185
8,11,0,185
9,20,0,185
10,1,0,185
11,3,0,185
12,8,0,185
13,2,0,185
14,6,0,185
15,2,0,185
16,181,0,185
17,10,0,185
18,8,0,185
1,15,0,186
2,54,0,186
3,64,0,186
4,204,0,186
5,4455,0,186
6,3354,0,186
7,321,0,186
8,128,0,186
9,1073,0,186
10,878,0,186
11,449,0,186
12,1743,0,186
13,429,0,186
14,901,0,186
15,201,0,186
16,3987,0,186
17,461,0,186
18,515,0,186
1,2,0,187
2,8,0,187
3,6,0,187
4,27,0,187
5,523,0,187
6,452,0,187
7,63,0,187
8,26,0,187
9,82,0,187
10,39,0,187
11,45,0,187
12,228,0,187
13,337,0,187
14,62,0,187
15,18,0,187
16,670,0,187
17,60,0,187
18,45,0,187
1,3,0,188
2,2,0,188
3,0,0,188
4,8,0,188
5,164,0,188
6,266,0,188
7,7,0,188
8,25,0,188
9,42,0,188
10,11,0,188
11,6,0,188
12,51,0,188
13,12,0,188
