nlista,nlistamacro,nrcandi,nome,nome2,blocco_ins,idComune
9,12,7,ROMINA CALVANI,ROMINA CALVANI,N,100
9,12,4,ROBERTO BRACCIATELLI,ROBERTO BRACCIATELLI,N,100
9,12,5,PAOLO PALADINI,PAOLO PALADINI,N,100
9,12,8,SERGIO FORIA,SERGIO FORIA,N,100
9,12,9,SIMONA LUPINI,SIMONA LUPINI,N,100
10,11,9,EMANUELA SBRISCIA FIORETTI,EMANUELA SBRISCIA FIORETTI,N,100
10,11,1,ROBERTO MANCINI,ROBERTO MANCINI,N,100
10,11,7,LARA POLITA,LARA POLITA,N,100
10,11,8,MARIA LETIZIA RUELLO,MARIA LETIZIA RUELLO,N,100
10,11,3,ANDREA ANTOLINI,ANDREA ANTOLINI,N,100
10,11,2,LUCIA ALBANESI,LUCIA ALBANESI,N,100
10,11,4,MAURO BORIONI,MAURO BORIONI,N,100
10,11,5,PAOLO CAMPANELLI,PAOLO CAMPANELLI,N,100
10,11,6,GIUSEPPE CIARROCCHI,GIUSEPPE CIARROCCHI,N,100
11,4,1,FABIO PASQUINELLI,FABIO PASQUINELLI,N,100
11,4,2,LAURA BALDELLI,LAURA BALDELLI,N,100
11,4,3,ROSSANA BALESTRA,ROSSANA BALESTRA,N,100
11,4,4,MAURIZIO BELLIGONI,MAURIZIO BELLIGONI,N,100
11,4,5,MATTEO BORRI,MATTEO BORRI,N,100
11,4,6,CANDIDA CARAMANICA,CANDIDA CARAMANICA,N,100
11,4,7,ANDREA GRILLI,ANDREA GRILLI,N,100
11,4,8,MARIA RENATA PRIORI,MARIA RENATA PRIORI,N,100
11,4,9,CARLO ZAMPETTI,CARLO ZAMPETTI,N,100
12,7,7,ANNA LUCCHINI,ANNA LUCCHINI,N,100
12,7,1,PAOLO NICCOLETTI,PAOLO NICCOLETTI,N,100
12,7,2,DINO LATINI,DINO LATINI,N,100
12,7,3,SERGIO CAPITOLI,SERGIO CAPITOLI,N,100
12,7,4,SIMONA CATALANI,SIMONA CATALANI,N,100
12,7,5,MAURIZIO DONNINELLI,MAURIZIO DONNINELLI,N,100
12,7,6,KATIA GALLI,KATIA GALLI,N,100
12,7,8,MARIACHIARA MORONI,MARIACHIARA MORONI,N,100
12,7,9,CORRADO PANETTI,CORRADO PANETTI,N,100
13,9,6,ROBERTO PARADISI,ROBERTO PARADISI,N,100
13,9,4,ELENA GIOMMETTI,ELENA GIOMMETTI,N,100
13,9,7,ALBERTO POSSANZINI,ALBERTO POSSANZINI,N,100
13,9,9,OLINDO STROPPA,OLINDO STROPPA,N,100
13,9,1,DANIELE SILVETTI,DANIELE SILVETTI,N,100
13,9,2,ROBERTO BRUNI,ROBERTO BRUNI,N,100
13,9,3,TERESA DAI PRA',TERESA DAI PRA',N,100
13,9,5,SILVIA GREGORI,SILVIA GREGORI,N,100
13,9,8,MONICA SANTONI,MONICA SANTONI,N,100
14,6,9,STEFANIA PALAZZESI,STEFANIA PALAZZESI,N,100
14,6,2,ALBERTO MARIA ALESSANDRINI PASSARINI,ALBERTO MARIA ALESSANDRINI PASSARINI,N,100
14,6,4,MIRKO BILO',MIRKO BILO',N,100
14,6,3,ANTONELLA ANDREOLI,ANTONELLA ANDREOLI,N,100
14,6,6,LINDITA ELEZI detta LINDA,LINDITA ELEZI detta LINDA,N,100
14,6,8,MILCO MARIANI,MILCO MARIANI,N,100
14,6,1,SANDRO ZAFFIRI,SANDRO ZAFFIRI,N,100
14,6,5,CHIARA BIONDI,CHIARA BIONDI,N,100
14,6,7,ANGELA GALASSI,ANGELA GALASSI,N,100
15,8,2,CORRADO CANAFOGLIA,CORRADO CANAFOGLIA,N,100
15,8,1,YASMIN AL DIRY,YASMIN AL DIRY,N,100
15,8,5,MARIA LUISA CERIONI,MARIA LUISA CERIONI,N,100
15,8,3,GIANLUCA CASTAGNANI,GIANLUCA CASTAGNANI,N,100
15,8,4,CRISTINA CASTELLANI,CRISTINA CASTELLANI,N,100
15,8,6,MAURIZIO GRILLI,MAURIZIO GRILLI,N,100
15,8,7,PIERLUCA MILLETTI,PIERLUCA MILLETTI,N,100
15,8,8,ALESSANDRO TEODORI,ALESSANDRO TEODORI,N,100
15,8,9,MELISSA SIMONA SCIACCA,MELISSA SIMONA SCIACCA,N,100
16,10,2,ALESSANDRO BRANCHESI,ALESSANDRO BRANCHESI,N,100
16,10,9,ANTONIO TIRINI,ANTONIO TIRINI,N,100
16,10,1,PAOLA BELARDINELLI,PAOLA BELARDINELLI,N,100
16,10,3,AGOSTINO BRESCINI,AGOSTINO BRESCINI,N,100
16,10,4,MARIO CANINO,MARIO CANINO,N,100
16,10,5,TIZIANA CHIAROTTI,TIZIANA CHIAROTTI,N,100
16,10,6,CRISTINA DE FELICE,CRISTINA DE FELICE,N,100
16,10,7,GABRIELE GALEAZZI,GABRIELE GALEAZZI,N,100
16,10,8,FABIANA IPPOLITI,FABIANA IPPOLITI,N,100
17,5,4,CARLO CICCIOLI,CARLO CICCIOLI,N,100
17,5,7,MARIA GRAZIA MARIANI in STROLOGO,MARIA GRAZIA MARIANI in STROLOGO,N,100
17,5,1,MARCO AUSILI,MARCO AUSILI,N,100
17,5,6,MILVA MAGNANI,MILVA MAGNANI,N,100
17,5,2,MIRELLA BATTISTONI,MIRELLA BATTISTONI,N,100
17,5,5,RENATO FRONTINI,RENATO FRONTINI,N,100
17,5,9,LORENZO RABINI,LORENZO RABINI,N,100
17,5,8,CINZIA PETETTA,CINZIA PETETTA,N,100
17,5,3,GOFFREDO BRANDONI,GOFFREDO BRANDONI,N,100
1,1,1,ALESSANDRA CONTIGIANI,ALESSANDRA CONTIGIANI,N,101
1,1,2,DANIEL BONACCI,DANIEL BONACCI,N,101
1,1,3,ARIANNA VALERI,ARIANNA VALERI,N,101
1,1,4,GIANLUCA BALDINI,GIANLUCA BALDINI,N,101
2,18,1,SANDRO BISONNI,SANDRO BISONNI,N,101
2,18,2,FRANCESCO ACQUAROLI,FRANCESCO ACQUAROLI,N,101
2,18,3,SABRINA ERCOLANONI,SABRINA ERCOLANONI,N,101
2,18,4,GIULIA MESSERE,GIULIA MESSERE,N,101
2,18,5,VENANZO RONCHETTI,VENANZO RONCHETTI,N,101
2,18,6,ALESSANDRA ZAMPETTI,ALESSANDRA ZAMPETTI,N,101
3,14,5,LUCIA PISTELLI,LUCIA PISTELLI,N,101
3,14,3,FRANCESCO FIORDOMO,FRANCESCO FIORDOMO,N,101
3,14,1,FLAVIO CORRADINI,FLAVIO CORRADINI,N,101
3,14,2,NATALIA CONESTA',NATALIA CONESTA',N,101
3,14,4,MANILA ILARI,MANILA ILARI,N,101
3,14,6,MASSIMILIANO BUCCHI,MASSIMILIANO BUCCHI,N,101
4,15,1,FRANCESCO BRAVI,FRANCESCO BRAVI,N,101
4,15,3,CRISTIANA CECCHETTI,CRISTIANA CECCHETTI,N,101
4,15,2,PAOLA PETRELLI,PAOLA PETRELLI,N,101
4,15,4,GIOVANNI CHIARELLA,GIOVANNI CHIARELLA,N,101
4,15,5,ARIANA HOXHA,ARIANA HOXHA,N,101
4,15,6,MASSIMO LAMBIASE,MASSIMO LAMBIASE,N,101
5,16,1,FRANCESCO MICUCCI,FRANCESCO MICUCCI,N,101
5,16,6,ROMANO CARANCINI,ROMANO CARANCINI,N,101
5,16,2,LOREDANA RICCIO,LOREDANA RICCIO,N,101
5,16,4,ROBERTA PENNACCHIONI,ROBERTA PENNACCHIONI,N,101
5,16,5,GIOVANNA SALVUCCI,GIOVANNA SALVUCCI,N,101
5,16,3,SAURO SCAFICCHIA,SAURO SCAFICCHIA,N,101
6,17,1,STEFANO MASSIMILIANO GHIO,STEFANO MASSIMILIANO GHIO,N,101
6,17,2,STEFANO CARDINALI,STEFANO CARDINALI,N,101
6,17,3,CLAUDIA MARIA CURZI,CLAUDIA MARIA CURZI,N,101
6,17,4,LORETTA DICHIARA,LORETTA DICHIARA,N,101
6,17,5,GIACOMINO PIERGENTILI,GIACOMINO PIERGENTILI,N,101
6,17,6,SUSANNA VITARELLI,SUSANNA VITARELLI,N,101
7,13,1,MICHELE ACQUAVIVA,MICHELE ACQUAVIVA,N,101
7,13,2,MIHAELA ELENA CONSTANTIN,MIHAELA ELENA CONSTANTIN,N,101
7,13,3,BARBARA MORRESI,BARBARA MORRESI,N,101
7,13,4,ALESSANDRO ROSSI,ALESSANDRO ROSSI,N,101
8,8,1,ANNA MARIA TITTARELLI,ANNA MARIA TITTARELLI,N,101
8,8,2,DEBORAH PANTANA,DEBORAH PANTANA,N,101
8,8,3,FLAVIO ZURA,FLAVIO ZURA,N,101
8,8,4,GIUSEPPE PEZZANESI,GIUSEPPE PEZZANESI,N,101
8,8,5,PAOLA GIORGI,PAOLA GIORGI,N,101
8,8,6,WALTER ANTONELLI,WALTER ANTONELLI,N,101
9,6,6,FILIPPO SALTAMARTINI,FILIPPO SALTAMARTINI,N,101
9,6,1,LUIGI ZURA PUNTARONI,LUIGI ZURA PUNTARONI,N,101
9,6,5,ANNA MENGHI,ANNA MENGHI,N,101
9,6,3,MAIKA GABELLIERI detta MAICA,MAIKA GABELLIERI detta MAICA,N,101
9,6,2,EMANUELA ADDARIO,EMANUELA ADDARIO,N,101
9,6,4,RENZO MARINELLI,RENZO MARINELLI,N,101
10,9,1,FABRIZIO CIARAPICA,FABRIZIO CIARAPICA,N,101
10,9,2,SABRINA BAIOCCO,SABRINA BAIOCCO,N,101
10,9,3,RAFFAELE DELLE FAVE,RAFFAELE DELLE FAVE,N,101
10,9,4,NICOLETTA GOVERNATORI,NICOLETTA GOVERNATORI,N,101
10,9,5,GIANLUCA PASQUI,GIANLUCA PASQUI,N,101
10,9,6,TAMARA TORDINI,TAMARA TORDINI,N,101
11,7,1,LUCA MARCONI,LUCA MARCONI,N,101
11,7,2,LORENZO CIGNALI,LORENZO CIGNALI,N,101
11,7,5,ELENA POMPEI,ELENA POMPEI,N,101
11,7,3,PIERPAOLO FABBRACCI,PIERPAOLO FABBRACCI,N,101
11,7,4,SILVIA MEDORI,SILVIA MEDORI,N,101
11,7,6,ILENIA SABBATINI,ILENIA SABBATINI,N,101
12,5,6,MARIA LETIZIA SCALPELLI,MARIA LETIZIA SCALPELLI,N,101
12,5,5,SIMONE LIVI,SIMONE LIVI,N,101
12,5,1,PIERPAOLO BORRONI,PIERPAOLO BORRONI,N,101
12,5,4,ELENA LEONARDI,ELENA LEONARDI,N,101
12,5,2,FRANCESCO PIO COLOSI,FRANCESCO PIO COLOSI,N,101
12,5,3,TIZIANA GAZZELLINI,TIZIANA GAZZELLINI,N,101
13,10,4,GIANCARLO GIULIANELLI,GIANCARLO GIULIANELLI,N,101
13,10,2,GIOVANNI CHIUCCHI,GIOVANNI CHIUCCHI,N,101
13,10,1,BENEDETTA ABBADINI,BENEDETTA ABBADINI,N,101
13,10,3,LUDVINA CINTI,LUDVINA CINTI,N,101
13,10,5,ROMINA LEOMBRUNI,ROMINA LEOMBRUNI,N,101
13,10,6,PIETRO ANTONIO SICILIANO,PIETRO ANTONIO SICILIANO,N,101
14,12,1,GIAN-MARIO MERCORELLI,GIAN-MARIO MERCORELLI,N,101
14,12,5,ALESSANDRO NATALI,ALESSANDRO NATALI,N,101
14,12,2,RICCARDO ARBUATTI,RICCARDO ARBUATTI,N,101
14,12,3,FREDIANA CAPONE,FREDIANA CAPONE,N,101
14,12,4,MARIA ARCO BOIANO,MARIA ARCO BOIANO,N,101
14,12,6,CRISTINA BRUNELLI,CRISTINA BRUNELLI,N,101
15,2,1,VINCENZO ALESSANDRO LIPPO,VINCENZO ALESSANDRO LIPPO,N,101
15,2,2,ANNARITA BRAMUCCI,ANNARITA BRAMUCCI,N,101
15,2,3,GUGLIELMO MAGRI,GUGLIELMO MAGRI,N,101
15,2,4,PATRIZIA BIANCHINI,PATRIZIA BIANCHINI,N,101
15,2,5,MAURIZIO NARDOZZA,MAURIZIO NARDOZZA,N,101
15,2,6,TIZIANA RAMADORI,TIZIANA RAMADORI,N,101
16,11,6,FABIO TAFFETANI,FABIO TAFFETANI,N,101
16,11,4,BARBARA SALCOCCI,BARBARA SALCOCCI,N,101
16,11,5,MATTEO SIMONI,MATTEO SIMONI,N,101
16,11,1,ELISABETTA GIORGINI,ELISABETTA GIORGINI,N,101
16,11,2,KATIUSCIA MERLINI,KATIUSCIA MERLINI,N,101
16,11,3,ANTONIO PAGNANELLI,ANTONIO PAGNANELLI,N,101
17,4,1,PAOLA RAPONI,PAOLA RAPONI,N,101
17,4,2,FABIO MARZETTI,FABIO MARZETTI,N,101
17,4,3,MARCO AMAGLIANI,MARCO AMAGLIANI,N,101
17,4,4,ANDREA GENTILI,ANDREA GENTILI,N,101
17,4,5,SONIA MUZZI,SONIA MUZZI,N,101
17,4,6,ILENIA NERA,ILENIA NERA,N,101
18,3,1,STEFANIA SPURIO,STEFANIA SPURIO,N,101
18,3,2,FABIO SERVIDEI,FABIO SERVIDEI,N,101
1,1,1,ALESSANDRA CONTIGIANI,ALESSANDRA CONTIGIANI,N,102
1,1,2,DANIEL BONACCI,DANIEL BONACCI,N,102
1,1,3,ARIANNA VALERI,ARIANNA VALERI,N,102
1,1,4,GIANLUCA BALDINI,GIANLUCA BALDINI,N,102
2,18,3,SABRINA ERCOLANONI,SABRINA ERCOLANONI,N,102
2,18,1,SANDRO BISONNI,SANDRO BISONNI,N,102
2,18,2,FRANCESCO ACQUAROLI,FRANCESCO ACQUAROLI,N,102
2,18,4,GIULIA MESSERE,GIULIA MESSERE,N,102
2,18,5,VENANZO RONCHETTI,VENANZO RONCHETTI,N,102
2,18,6,ALESSANDRA ZAMPETTI,ALESSANDRA ZAMPETTI,N,102
3,14,1,FLAVIO CORRADINI,FLAVIO CORRADINI,N,102
3,14,3,FRANCESCO FIORDOMO,FRANCESCO FIORDOMO,N,102
3,14,5,LUCIA PISTELLI,LUCIA PISTELLI,N,102
3,14,4,MANILA ILARI,MANILA ILARI,N,102
3,14,2,NATALIA CONESTA',NATALIA CONESTA',N,102
3,14,6,MASSIMILIANO BUCCHI,MASSIMILIANO BUCCHI,N,102
4,15,1,FRANCESCO BRAVI,FRANCESCO BRAVI,N,102
4,15,2,PAOLA PETRELLI,PAOLA PETRELLI,N,102
4,15,4,GIOVANNI CHIARELLA,GIOVANNI CHIARELLA,N,102
4,15,5,ARIANA HOXHA,ARIANA HOXHA,N,102
4,15,3,CRISTIANA CECCHETTI,CRISTIANA CECCHETTI,N,102
4,15,6,MASSIMO LAMBIASE,MASSIMO LAMBIASE,N,102
5,16,6,ROMANO CARANCINI,ROMANO CARANCINI,N,102
5,16,4,ROBERTA PENNACCHIONI,ROBERTA PENNACCHIONI,N,102
5,16,5,GIOVANNA SALVUCCI,GIOVANNA SALVUCCI,N,102
5,16,2,LOREDANA RICCIO,LOREDANA RICCIO,N,102
5,16,1,FRANCESCO MICUCCI,FRANCESCO MICUCCI,N,102
5,16,3,SAURO SCAFICCHIA,SAURO SCAFICCHIA,N,102
6,17,1,STEFANO MASSIMILIANO GHIO,STEFANO MASSIMILIANO GHIO,N,102
6,17,2,STEFANO CARDINALI,STEFANO CARDINALI,N,102
6,17,3,CLAUDIA MARIA CURZI,CLAUDIA MARIA CURZI,N,102
6,17,4,LORETTA DICHIARA,LORETTA DICHIARA,N,102
6,17,5,GIACOMINO PIERGENTILI,GIACOMINO PIERGENTILI,N,102
6,17,6,SUSANNA VITARELLI,SUSANNA VITARELLI,N,102
7,13,1,MICHELE ACQUAVIVA,MICHELE ACQUAVIVA,N,102
7,13,2,MIHAELA ELENA CONSTANTIN,MIHAELA ELENA CONSTANTIN,N,102
7,13,3,BARBARA MORRESI,BARBARA MORRESI,N,102
7,13,4,ALESSANDRO ROSSI,ALESSANDRO ROSSI,N,102
8,8,1,ANNA MARIA TITTARELLI,ANNA MARIA TITTARELLI,N,102
8,8,6,WALTER ANTONELLI,WALTER ANTONELLI,N,102
8,8,2,DEBORAH PANTANA,DEBORAH PANTANA,N,102
8,8,4,GIUSEPPE PEZZANESI,GIUSEPPE PEZZANESI,N,102
8,8,3,FLAVIO ZURA,FLAVIO ZURA,N,102
8,8,5,PAOLA GIORGI,PAOLA GIORGI,N,102
9,6,5,ANNA MENGHI,ANNA MENGHI,N,102
9,6,6,FILIPPO SALTAMARTINI,FILIPPO SALTAMARTINI,N,102
9,6,1,LUIGI ZURA PUNTARONI,LUIGI ZURA PUNTARONI,N,102
9,6,2,EMANUELA ADDARIO,EMANUELA ADDARIO,N,102
9,6,4,RENZO MARINELLI,RENZO MARINELLI,N,102
9,6,3,MAIKA GABELLIERI detta MAICA,MAIKA GABELLIERI detta MAICA,N,102
10,9,1,FABRIZIO CIARAPICA,FABRIZIO CIARAPICA,N,102
10,9,5,GIANLUCA PASQUI,GIANLUCA PASQUI,N,102
10,9,2,SABRINA BAIOCCO,SABRINA BAIOCCO,N,102
10,9,3,RAFFAELE DELLE FAVE,RAFFAELE DELLE FAVE,N,102
10,9,6,TAMARA TORDINI,TAMARA TORDINI,N,102
10,9,4,NICOLETTA GOVERNATORI,NICOLETTA GOVERNATORI,N,102
11,7,1,LUCA MARCONI,LUCA MARCONI,N,102
11,7,2,LORENZO CIGNALI,LORENZO CIGNALI,N,102
11,7,3,PIERPAOLO FABBRACCI,PIERPAOLO FABBRACCI,N,102
11,7,4,SILVIA MEDORI,SILVIA MEDORI,N,102
11,7,5,ELENA POMPEI,ELENA POMPEI,N,102
11,7,6,ILENIA SABBATINI,ILENIA SABBATINI,N,102
12,5,4,ELENA LEONARDI,ELENA LEONARDI,N,102
12,5,1,PIERPAOLO BORRONI,PIERPAOLO BORRONI,N,102
12,5,6,MARIA LETIZIA SCALPELLI,MARIA LETIZIA SCALPELLI,N,102
12,5,2,FRANCESCO PIO COLOSI,FRANCESCO PIO COLOSI,N,102
12,5,5,SIMONE LIVI,SIMONE LIVI,N,102
12,5,3,TIZIANA GAZZELLINI,TIZIANA GAZZELLINI,N,102
13,10,4,GIANCARLO GIULIANELLI,GIANCARLO GIULIANELLI,N,102
13,10,6,PIETRO ANTONIO SICILIANO,PIETRO ANTONIO SICILIANO,N,102
13,10,1,BENEDETTA ABBADINI,BENEDETTA ABBADINI,N,102
13,10,3,LUDVINA CINTI,LUDVINA CINTI,N,102
13,10,5,ROMINA LEOMBRUNI,ROMINA LEOMBRUNI,N,102
13,10,2,GIOVANNI CHIUCCHI,GIOVANNI CHIUCCHI,N,102
14,12,1,GIAN-MARIO MERCORELLI,GIAN-MARIO MERCORELLI,N,102
14,12,5,ALESSANDRO NATALI,ALESSANDRO NATALI,N,102
14,12,6,CRISTINA BRUNELLI,CRISTINA BRUNELLI,N,102
14,12,2,RICCARDO ARBUATTI,RICCARDO ARBUATTI,N,102
14,12,3,FREDIANA CAPONE,FREDIANA CAPONE,N,102
14,12,4,MARIA ARCO BOIANO,MARIA ARCO BOIANO,N,102
15,2,1,VINCENZO ALESSANDRO LIPPO,VINCENZO ALESSANDRO LIPPO,N,102
15,2,2,ANNARITA BRAMUCCI,ANNARITA BRAMUCCI,N,102
15,2,3,GUGLIELMO MAGRI,GUGLIELMO MAGRI,N,102
15,2,4,PATRIZIA BIANCHINI,PATRIZIA BIANCHINI,N,102
15,2,5,MAURIZIO NARDOZZA,MAURIZIO NARDOZZA,N,102
15,2,6,TIZIANA RAMADORI,TIZIANA RAMADORI,N,102
16,11,6,FABIO TAFFETANI,FABIO TAFFETANI,N,102
16,11,1,ELISABETTA GIORGINI,ELISABETTA GIORGINI,N,102
16,11,4,BARBARA SALCOCCI,BARBARA SALCOCCI,N,102
16,11,5,MATTEO SIMONI,MATTEO SIMONI,N,102
16,11,2,KATIUSCIA MERLINI,KATIUSCIA MERLINI,N,102
16,11,3,ANTONIO PAGNANELLI,ANTONIO PAGNANELLI,N,102
17,4,1,PAOLA RAPONI,PAOLA RAPONI,N,102
17,4,2,FABIO MARZETTI,FABIO MARZETTI,N,102
17,4,3,MARCO AMAGLIANI,MARCO AMAGLIANI,N,102
17,4,4,ANDREA GENTILI,ANDREA GENTILI,N,102
17,4,5,SONIA MUZZI,SONIA MUZZI,N,102
17,4,6,ILENIA NERA,ILENIA NERA,N,102
18,3,1,STEFANIA SPURIO,STEFANIA SPURIO,N,102
18,3,2,FABIO SERVIDEI,FABIO SERVIDEI,N,102
1,1,1,ALESSANDRA CONTIGIANI,ALESSANDRA CONTIGIANI,N,103
1,1,2,DANIEL BONACCI,DANIEL BONACCI,N,103
1,1,3,ARIANNA VALERI,ARIANNA VALERI,N,103
1,1,4,GIANLUCA BALDINI,GIANLUCA BALDINI,N,103
2,18,1,SANDRO BISONNI,SANDRO BISONNI,N,103
2,18,5,VENANZO RONCHETTI,VENANZO RONCHETTI,N,103
2,18,4,GIULIA MESSERE,GIULIA MESSERE,N,103
2,18,2,FRANCESCO ACQUAROLI,FRANCESCO ACQUAROLI,N,103
2,18,3,SABRINA ERCOLANONI,SABRINA ERCOLANONI,N,103
2,18,6,ALESSANDRA ZAMPETTI,ALESSANDRA ZAMPETTI,N,103
3,14,1,FLAVIO CORRADINI,FLAVIO CORRADINI,N,103
3,14,3,FRANCESCO FIORDOMO,FRANCESCO FIORDOMO,N,103
3,14,4,MANILA ILARI,MANILA ILARI,N,103
3,14,5,LUCIA PISTELLI,LUCIA PISTELLI,N,103
3,14,2,NATALIA CONESTA',NATALIA CONESTA',N,103
3,14,6,MASSIMILIANO BUCCHI,MASSIMILIANO BUCCHI,N,103
4,15,3,CRISTIANA CECCHETTI,CRISTIANA CECCHETTI,N,103
4,15,6,MASSIMO LAMBIASE,MASSIMO LAMBIASE,N,103
4,15,1,FRANCESCO BRAVI,FRANCESCO BRAVI,N,103
4,15,2,PAOLA PETRELLI,PAOLA PETRELLI,N,103
4,15,4,GIOVANNI CHIARELLA,GIOVANNI CHIARELLA,N,103
4,15,5,ARIANA HOXHA,ARIANA HOXHA,N,103
5,16,2,LOREDANA RICCIO,LOREDANA RICCIO,N,103
5,16,3,SAURO SCAFICCHIA,SAURO SCAFICCHIA,N,103
5,16,6,ROMANO CARANCINI,ROMANO CARANCINI,N,103
5,16,5,GIOVANNA SALVUCCI,GIOVANNA SALVUCCI,N,103
5,16,4,ROBERTA PENNACCHIONI,ROBERTA PENNACCHIONI,N,103
5,16,1,FRANCESCO MICUCCI,FRANCESCO MICUCCI,N,103
6,17,1,STEFANO MASSIMILIANO GHIO,STEFANO MASSIMILIANO GHIO,N,103
