nlista,nlistamacro,nrcandi,nome,nome2,blocco_ins,idComune
9,6,4,RENZO MARINELLI,RENZO MARINELLI,N,132
9,6,1,LUIGI ZURA PUNTARONI,LUIGI ZURA PUNTARONI,N,132
9,6,2,EMANUELA ADDARIO,EMANUELA ADDARIO,N,132
9,6,3,MAIKA GABELLIERI detta MAICA,MAIKA GABELLIERI detta MAICA,N,132
9,6,5,ANNA MENGHI,ANNA MENGHI,N,132
9,6,6,FILIPPO SALTAMARTINI,FILIPPO SALTAMARTINI,N,132
10,9,5,GIANLUCA PASQUI,GIANLUCA PASQUI,N,132
10,9,2,SABRINA BAIOCCO,SABRINA BAIOCCO,N,132
10,9,6,TAMARA TORDINI,TAMARA TORDINI,N,132
10,9,1,FABRIZIO CIARAPICA,FABRIZIO CIARAPICA,N,132
10,9,4,NICOLETTA GOVERNATORI,NICOLETTA GOVERNATORI,N,132
10,9,3,RAFFAELE DELLE FAVE,RAFFAELE DELLE FAVE,N,132
11,7,1,LUCA MARCONI,LUCA MARCONI,N,132
11,7,2,LORENZO CIGNALI,LORENZO CIGNALI,N,132
11,7,3,PIERPAOLO FABBRACCI,PIERPAOLO FABBRACCI,N,132
11,7,4,SILVIA MEDORI,SILVIA MEDORI,N,132
11,7,5,ELENA POMPEI,ELENA POMPEI,N,132
11,7,6,ILENIA SABBATINI,ILENIA SABBATINI,N,132
12,5,5,SIMONE LIVI,SIMONE LIVI,N,132
12,5,1,PIERPAOLO BORRONI,PIERPAOLO BORRONI,N,132
12,5,4,ELENA LEONARDI,ELENA LEONARDI,N,132
12,5,2,FRANCESCO PIO COLOSI,FRANCESCO PIO COLOSI,N,132
12,5,3,TIZIANA GAZZELLINI,TIZIANA GAZZELLINI,N,132
12,5,6,MARIA LETIZIA SCALPELLI,MARIA LETIZIA SCALPELLI,N,132
13,10,3,LUDVINA CINTI,LUDVINA CINTI,N,132
13,10,1,BENEDETTA ABBADINI,BENEDETTA ABBADINI,N,132
13,10,2,GIOVANNI CHIUCCHI,GIOVANNI CHIUCCHI,N,132
13,10,4,GIANCARLO GIULIANELLI,GIANCARLO GIULIANELLI,N,132
13,10,5,ROMINA LEOMBRUNI,ROMINA LEOMBRUNI,N,132
13,10,6,PIETRO ANTONIO SICILIANO,PIETRO ANTONIO SICILIANO,N,132
14,12,1,GIAN-MARIO MERCORELLI,GIAN-MARIO MERCORELLI,N,132
14,12,2,RICCARDO ARBUATTI,RICCARDO ARBUATTI,N,132
14,12,3,FREDIANA CAPONE,FREDIANA CAPONE,N,132
14,12,4,MARIA ARCO BOIANO,MARIA ARCO BOIANO,N,132
14,12,5,ALESSANDRO NATALI,ALESSANDRO NATALI,N,132
14,12,6,CRISTINA BRUNELLI,CRISTINA BRUNELLI,N,132
15,2,1,VINCENZO ALESSANDRO LIPPO,VINCENZO ALESSANDRO LIPPO,N,132
15,2,2,ANNARITA BRAMUCCI,ANNARITA BRAMUCCI,N,132
15,2,3,GUGLIELMO MAGRI,GUGLIELMO MAGRI,N,132
15,2,4,PATRIZIA BIANCHINI,PATRIZIA BIANCHINI,N,132
15,2,5,MAURIZIO NARDOZZA,MAURIZIO NARDOZZA,N,132
15,2,6,TIZIANA RAMADORI,TIZIANA RAMADORI,N,132
16,11,1,ELISABETTA GIORGINI,ELISABETTA GIORGINI,N,132
16,11,2,KATIUSCIA MERLINI,KATIUSCIA MERLINI,N,132
16,11,3,ANTONIO PAGNANELLI,ANTONIO PAGNANELLI,N,132
16,11,4,BARBARA SALCOCCI,BARBARA SALCOCCI,N,132
16,11,5,MATTEO SIMONI,MATTEO SIMONI,N,132
16,11,6,FABIO TAFFETANI,FABIO TAFFETANI,N,132
17,4,1,PAOLA RAPONI,PAOLA RAPONI,N,132
17,4,2,FABIO MARZETTI,FABIO MARZETTI,N,132
17,4,3,MARCO AMAGLIANI,MARCO AMAGLIANI,N,132
17,4,4,ANDREA GENTILI,ANDREA GENTILI,N,132
17,4,5,SONIA MUZZI,SONIA MUZZI,N,132
17,4,6,ILENIA NERA,ILENIA NERA,N,132
18,3,1,STEFANIA SPURIO,STEFANIA SPURIO,N,132
18,3,2,FABIO SERVIDEI,FABIO SERVIDEI,N,132
1,1,1,ALESSANDRA CONTIGIANI,ALESSANDRA CONTIGIANI,N,133
1,1,2,DANIEL BONACCI,DANIEL BONACCI,N,133
1,1,3,ARIANNA VALERI,ARIANNA VALERI,N,133
1,1,4,GIANLUCA BALDINI,GIANLUCA BALDINI,N,133
2,18,5,VENANZO RONCHETTI,VENANZO RONCHETTI,N,133
2,18,1,SANDRO BISONNI,SANDRO BISONNI,N,133
2,18,2,FRANCESCO ACQUAROLI,FRANCESCO ACQUAROLI,N,133
2,18,3,SABRINA ERCOLANONI,SABRINA ERCOLANONI,N,133
2,18,4,GIULIA MESSERE,GIULIA MESSERE,N,133
2,18,6,ALESSANDRA ZAMPETTI,ALESSANDRA ZAMPETTI,N,133
3,14,1,FLAVIO CORRADINI,FLAVIO CORRADINI,N,133
3,14,2,NATALIA CONESTA',NATALIA CONESTA',N,133
3,14,3,FRANCESCO FIORDOMO,FRANCESCO FIORDOMO,N,133
3,14,4,MANILA ILARI,MANILA ILARI,N,133
3,14,5,LUCIA PISTELLI,LUCIA PISTELLI,N,133
3,14,6,MASSIMILIANO BUCCHI,MASSIMILIANO BUCCHI,N,133
4,15,5,ARIANA HOXHA,ARIANA HOXHA,N,133
4,15,3,CRISTIANA CECCHETTI,CRISTIANA CECCHETTI,N,133
4,15,1,FRANCESCO BRAVI,FRANCESCO BRAVI,N,133
4,15,2,PAOLA PETRELLI,PAOLA PETRELLI,N,133
4,15,4,GIOVANNI CHIARELLA,GIOVANNI CHIARELLA,N,133
4,15,6,MASSIMO LAMBIASE,MASSIMO LAMBIASE,N,133
5,16,5,GIOVANNA SALVUCCI,GIOVANNA SALVUCCI,N,133
5,16,2,LOREDANA RICCIO,LOREDANA RICCIO,N,133
5,16,3,SAURO SCAFICCHIA,SAURO SCAFICCHIA,N,133
5,16,1,FRANCESCO MICUCCI,FRANCESCO MICUCCI,N,133
5,16,4,ROBERTA PENNACCHIONI,ROBERTA PENNACCHIONI,N,133
5,16,6,ROMANO CARANCINI,ROMANO CARANCINI,N,133
6,17,5,GIACOMINO PIERGENTILI,GIACOMINO PIERGENTILI,N,133
6,17,1,STEFANO MASSIMILIANO GHIO,STEFANO MASSIMILIANO GHIO,N,133
6,17,2,STEFANO CARDINALI,STEFANO CARDINALI,N,133
6,17,3,CLAUDIA MARIA CURZI,CLAUDIA MARIA CURZI,N,133
6,17,4,LORETTA DICHIARA,LORETTA DICHIARA,N,133
6,17,6,SUSANNA VITARELLI,SUSANNA VITARELLI,N,133
7,13,4,ALESSANDRO ROSSI,ALESSANDRO ROSSI,N,133
7,13,1,MICHELE ACQUAVIVA,MICHELE ACQUAVIVA,N,133
7,13,2,MIHAELA ELENA CONSTANTIN,MIHAELA ELENA CONSTANTIN,N,133
7,13,3,BARBARA MORRESI,BARBARA MORRESI,N,133
8,8,4,GIUSEPPE PEZZANESI,GIUSEPPE PEZZANESI,N,133
8,8,1,ANNA MARIA TITTARELLI,ANNA MARIA TITTARELLI,N,133
8,8,2,DEBORAH PANTANA,DEBORAH PANTANA,N,133
8,8,5,PAOLA GIORGI,PAOLA GIORGI,N,133
8,8,3,FLAVIO ZURA,FLAVIO ZURA,N,133
8,8,6,WALTER ANTONELLI,WALTER ANTONELLI,N,133
9,6,5,ANNA MENGHI,ANNA MENGHI,N,133
9,6,4,RENZO MARINELLI,RENZO MARINELLI,N,133
9,6,2,EMANUELA ADDARIO,EMANUELA ADDARIO,N,133
9,6,6,FILIPPO SALTAMARTINI,FILIPPO SALTAMARTINI,N,133
9,6,1,LUIGI ZURA PUNTARONI,LUIGI ZURA PUNTARONI,N,133
9,6,3,MAIKA GABELLIERI detta MAICA,MAIKA GABELLIERI detta MAICA,N,133
10,9,1,FABRIZIO CIARAPICA,FABRIZIO CIARAPICA,N,133
10,9,3,RAFFAELE DELLE FAVE,RAFFAELE DELLE FAVE,N,133
10,9,2,SABRINA BAIOCCO,SABRINA BAIOCCO,N,133
10,9,4,NICOLETTA GOVERNATORI,NICOLETTA GOVERNATORI,N,133
10,9,5,GIANLUCA PASQUI,GIANLUCA PASQUI,N,133
10,9,6,TAMARA TORDINI,TAMARA TORDINI,N,133
11,7,1,LUCA MARCONI,LUCA MARCONI,N,133
11,7,2,LORENZO CIGNALI,LORENZO CIGNALI,N,133
11,7,3,PIERPAOLO FABBRACCI,PIERPAOLO FABBRACCI,N,133
11,7,4,SILVIA MEDORI,SILVIA MEDORI,N,133
11,7,5,ELENA POMPEI,ELENA POMPEI,N,133
11,7,6,ILENIA SABBATINI,ILENIA SABBATINI,N,133
12,5,5,SIMONE LIVI,SIMONE LIVI,N,133
12,5,4,ELENA LEONARDI,ELENA LEONARDI,N,133
12,5,1,PIERPAOLO BORRONI,PIERPAOLO BORRONI,N,133
12,5,2,FRANCESCO PIO COLOSI,FRANCESCO PIO COLOSI,N,133
12,5,6,MARIA LETIZIA SCALPELLI,MARIA LETIZIA SCALPELLI,N,133
12,5,3,TIZIANA GAZZELLINI,TIZIANA GAZZELLINI,N,133
13,10,1,BENEDETTA ABBADINI,BENEDETTA ABBADINI,N,133
13,10,2,GIOVANNI CHIUCCHI,GIOVANNI CHIUCCHI,N,133
13,10,3,LUDVINA CINTI,LUDVINA CINTI,N,133
13,10,4,GIANCARLO GIULIANELLI,GIANCARLO GIULIANELLI,N,133
13,10,5,ROMINA LEOMBRUNI,ROMINA LEOMBRUNI,N,133
13,10,6,PIETRO ANTONIO SICILIANO,PIETRO ANTONIO SICILIANO,N,133
14,12,1,GIAN-MARIO MERCORELLI,GIAN-MARIO MERCORELLI,N,133
14,12,2,RICCARDO ARBUATTI,RICCARDO ARBUATTI,N,133
14,12,3,FREDIANA CAPONE,FREDIANA CAPONE,N,133
14,12,4,MARIA ARCO BOIANO,MARIA ARCO BOIANO,N,133
14,12,5,ALESSANDRO NATALI,ALESSANDRO NATALI,N,133
14,12,6,CRISTINA BRUNELLI,CRISTINA BRUNELLI,N,133
15,2,1,VINCENZO ALESSANDRO LIPPO,VINCENZO ALESSANDRO LIPPO,N,133
15,2,2,ANNARITA BRAMUCCI,ANNARITA BRAMUCCI,N,133
15,2,3,GUGLIELMO MAGRI,GUGLIELMO MAGRI,N,133
15,2,4,PATRIZIA BIANCHINI,PATRIZIA BIANCHINI,N,133
15,2,5,MAURIZIO NARDOZZA,MAURIZIO NARDOZZA,N,133
15,2,6,TIZIANA RAMADORI,TIZIANA RAMADORI,N,133
16,11,5,MATTEO SIMONI,MATTEO SIMONI,N,133
16,11,1,ELISABETTA GIORGINI,ELISABETTA GIORGINI,N,133
16,11,2,KATIUSCIA MERLINI,KATIUSCIA MERLINI,N,133
16,11,3,ANTONIO PAGNANELLI,ANTONIO PAGNANELLI,N,133
16,11,4,BARBARA SALCOCCI,BARBARA SALCOCCI,N,133
16,11,6,FABIO TAFFETANI,FABIO TAFFETANI,N,133
17,4,1,PAOLA RAPONI,PAOLA RAPONI,N,133
17,4,2,FABIO MARZETTI,FABIO MARZETTI,N,133
17,4,3,MARCO AMAGLIANI,MARCO AMAGLIANI,N,133
17,4,4,ANDREA GENTILI,ANDREA GENTILI,N,133
17,4,5,SONIA MUZZI,SONIA MUZZI,N,133
17,4,6,ILENIA NERA,ILENIA NERA,N,133
18,3,1,STEFANIA SPURIO,STEFANIA SPURIO,N,133
18,3,2,FABIO SERVIDEI,FABIO SERVIDEI,N,133
1,1,1,ALESSANDRA CONTIGIANI,ALESSANDRA CONTIGIANI,N,134
1,1,2,DANIEL BONACCI,DANIEL BONACCI,N,134
1,1,3,ARIANNA VALERI,ARIANNA VALERI,N,134
1,1,4,GIANLUCA BALDINI,GIANLUCA BALDINI,N,134
2,18,6,ALESSANDRA ZAMPETTI,ALESSANDRA ZAMPETTI,N,134
2,18,4,GIULIA MESSERE,GIULIA MESSERE,N,134
2,18,1,SANDRO BISONNI,SANDRO BISONNI,N,134
2,18,2,FRANCESCO ACQUAROLI,FRANCESCO ACQUAROLI,N,134
2,18,3,SABRINA ERCOLANONI,SABRINA ERCOLANONI,N,134
2,18,5,VENANZO RONCHETTI,VENANZO RONCHETTI,N,134
3,14,1,FLAVIO CORRADINI,FLAVIO CORRADINI,N,134
3,14,3,FRANCESCO FIORDOMO,FRANCESCO FIORDOMO,N,134
3,14,2,NATALIA CONESTA',NATALIA CONESTA',N,134
3,14,4,MANILA ILARI,MANILA ILARI,N,134
3,14,5,LUCIA PISTELLI,LUCIA PISTELLI,N,134
3,14,6,MASSIMILIANO BUCCHI,MASSIMILIANO BUCCHI,N,134
4,15,4,GIOVANNI CHIARELLA,GIOVANNI CHIARELLA,N,134
4,15,1,FRANCESCO BRAVI,FRANCESCO BRAVI,N,134
4,15,2,PAOLA PETRELLI,PAOLA PETRELLI,N,134
4,15,3,CRISTIANA CECCHETTI,CRISTIANA CECCHETTI,N,134
4,15,5,ARIANA HOXHA,ARIANA HOXHA,N,134
4,15,6,MASSIMO LAMBIASE,MASSIMO LAMBIASE,N,134
5,16,5,GIOVANNA SALVUCCI,GIOVANNA SALVUCCI,N,134
5,16,6,ROMANO CARANCINI,ROMANO CARANCINI,N,134
5,16,1,FRANCESCO MICUCCI,FRANCESCO MICUCCI,N,134
5,16,2,LOREDANA RICCIO,LOREDANA RICCIO,N,134
5,16,4,ROBERTA PENNACCHIONI,ROBERTA PENNACCHIONI,N,134
5,16,3,SAURO SCAFICCHIA,SAURO SCAFICCHIA,N,134
6,17,2,STEFANO CARDINALI,STEFANO CARDINALI,N,134
6,17,4,LORETTA DICHIARA,LORETTA DICHIARA,N,134
6,17,5,GIACOMINO PIERGENTILI,GIACOMINO PIERGENTILI,N,134
6,17,1,STEFANO MASSIMILIANO GHIO,STEFANO MASSIMILIANO GHIO,N,134
6,17,3,CLAUDIA MARIA CURZI,CLAUDIA MARIA CURZI,N,134
6,17,6,SUSANNA VITARELLI,SUSANNA VITARELLI,N,134
7,13,3,BARBARA MORRESI,BARBARA MORRESI,N,134
7,13,1,MICHELE ACQUAVIVA,MICHELE ACQUAVIVA,N,134
7,13,2,MIHAELA ELENA CONSTANTIN,MIHAELA ELENA CONSTANTIN,N,134
7,13,4,ALESSANDRO ROSSI,ALESSANDRO ROSSI,N,134
8,8,3,FLAVIO ZURA,FLAVIO ZURA,N,134
8,8,4,GIUSEPPE PEZZANESI,GIUSEPPE PEZZANESI,N,134
8,8,2,DEBORAH PANTANA,DEBORAH PANTANA,N,134
8,8,6,WALTER ANTONELLI,WALTER ANTONELLI,N,134
8,8,1,ANNA MARIA TITTARELLI,ANNA MARIA TITTARELLI,N,134
8,8,5,PAOLA GIORGI,PAOLA GIORGI,N,134
9,6,5,ANNA MENGHI,ANNA MENGHI,N,134
9,6,1,LUIGI ZURA PUNTARONI,LUIGI ZURA PUNTARONI,N,134
9,6,4,RENZO MARINELLI,RENZO MARINELLI,N,134
9,6,3,MAIKA GABELLIERI detta MAICA,MAIKA GABELLIERI detta MAICA,N,134
9,6,6,FILIPPO SALTAMARTINI,FILIPPO SALTAMARTINI,N,134
9,6,2,EMANUELA ADDARIO,EMANUELA ADDARIO,N,134
10,9,3,RAFFAELE DELLE FAVE,RAFFAELE DELLE FAVE,N,134
10,9,1,FABRIZIO CIARAPICA,FABRIZIO CIARAPICA,N,134
10,9,2,SABRINA BAIOCCO,SABRINA BAIOCCO,N,134
10,9,5,GIANLUCA PASQUI,GIANLUCA PASQUI,N,134
10,9,4,NICOLETTA GOVERNATORI,NICOLETTA GOVERNATORI,N,134
10,9,6,TAMARA TORDINI,TAMARA TORDINI,N,134
11,7,1,LUCA MARCONI,LUCA MARCONI,N,134
11,7,2,LORENZO CIGNALI,LORENZO CIGNALI,N,134
11,7,3,PIERPAOLO FABBRACCI,PIERPAOLO FABBRACCI,N,134
11,7,4,SILVIA MEDORI,SILVIA MEDORI,N,134
11,7,5,ELENA POMPEI,ELENA POMPEI,N,134
11,7,6,ILENIA SABBATINI,ILENIA SABBATINI,N,134
12,5,2,FRANCESCO PIO COLOSI,FRANCESCO PIO COLOSI,N,134
12,5,4,ELENA LEONARDI,ELENA LEONARDI,N,134
12,5,5,SIMONE LIVI,SIMONE LIVI,N,134
12,5,6,MARIA LETIZIA SCALPELLI,MARIA LETIZIA SCALPELLI,N,134
12,5,1,PIERPAOLO BORRONI,PIERPAOLO BORRONI,N,134
12,5,3,TIZIANA GAZZELLINI,TIZIANA GAZZELLINI,N,134
13,10,6,PIETRO ANTONIO SICILIANO,PIETRO ANTONIO SICILIANO,N,134
13,10,4,GIANCARLO GIULIANELLI,GIANCARLO GIULIANELLI,N,134
13,10,1,BENEDETTA ABBADINI,BENEDETTA ABBADINI,N,134
13,10,2,GIOVANNI CHIUCCHI,GIOVANNI CHIUCCHI,N,134
13,10,3,LUDVINA CINTI,LUDVINA CINTI,N,134
13,10,5,ROMINA LEOMBRUNI,ROMINA LEOMBRUNI,N,134
14,12,1,GIAN-MARIO MERCORELLI,GIAN-MARIO MERCORELLI,N,134
14,12,2,RICCARDO ARBUATTI,RICCARDO ARBUATTI,N,134
14,12,3,FREDIANA CAPONE,FREDIANA CAPONE,N,134
14,12,4,MARIA ARCO BOIANO,MARIA ARCO BOIANO,N,134
14,12,5,ALESSANDRO NATALI,ALESSANDRO NATALI,N,134
14,12,6,CRISTINA BRUNELLI,CRISTINA BRUNELLI,N,134
15,2,1,VINCENZO ALESSANDRO LIPPO,VINCENZO ALESSANDRO LIPPO,N,134
15,2,2,ANNARITA BRAMUCCI,ANNARITA BRAMUCCI,N,134
15,2,3,GUGLIELMO MAGRI,GUGLIELMO MAGRI,N,134
15,2,4,PATRIZIA BIANCHINI,PATRIZIA BIANCHINI,N,134
15,2,5,MAURIZIO NARDOZZA,MAURIZIO NARDOZZA,N,134
15,2,6,TIZIANA RAMADORI,TIZIANA RAMADORI,N,134
16,11,2,KATIUSCIA MERLINI,KATIUSCIA MERLINI,N,134
16,11,6,FABIO TAFFETANI,FABIO TAFFETANI,N,134
16,11,4,BARBARA SALCOCCI,BARBARA SALCOCCI,N,134
16,11,5,MATTEO SIMONI,MATTEO SIMONI,N,134
16,11,1,ELISABETTA GIORGINI,ELISABETTA GIORGINI,N,134
16,11,3,ANTONIO PAGNANELLI,ANTONIO PAGNANELLI,N,134
17,4,1,PAOLA RAPONI,PAOLA RAPONI,N,134
17,4,3,MARCO AMAGLIANI,MARCO AMAGLIANI,N,134
17,4,2,FABIO MARZETTI,FABIO MARZETTI,N,134
17,4,4,ANDREA GENTILI,ANDREA GENTILI,N,134
17,4,5,SONIA MUZZI,SONIA MUZZI,N,134
17,4,6,ILENIA NERA,ILENIA NERA,N,134
18,3,1,STEFANIA SPURIO,STEFANIA SPURIO,N,134
18,3,2,FABIO SERVIDEI,FABIO SERVIDEI,N,134
1,1,1,ALESSANDRA CONTIGIANI,ALESSANDRA CONTIGIANI,N,135
1,1,2,DANIEL BONACCI,DANIEL BONACCI,N,135
1,1,3,ARIANNA VALERI,ARIANNA VALERI,N,135
1,1,4,GIANLUCA BALDINI,GIANLUCA BALDINI,N,135
2,18,5,VENANZO RONCHETTI,VENANZO RONCHETTI,N,135
2,18,1,SANDRO BISONNI,SANDRO BISONNI,N,135
2,18,3,SABRINA ERCOLANONI,SABRINA ERCOLANONI,N,135
2,18,2,FRANCESCO ACQUAROLI,FRANCESCO ACQUAROLI,N,135
2,18,4,GIULIA MESSERE,GIULIA MESSERE,N,135
2,18,6,ALESSANDRA ZAMPETTI,ALESSANDRA ZAMPETTI,N,135
3,14,1,FLAVIO CORRADINI,FLAVIO CORRADINI,N,135
3,14,4,MANILA ILARI,MANILA ILARI,N,135
3,14,3,FRANCESCO FIORDOMO,FRANCESCO FIORDOMO,N,135
3,14,2,NATALIA CONESTA',NATALIA CONESTA',N,135
3,14,5,LUCIA PISTELLI,LUCIA PISTELLI,N,135
3,14,6,MASSIMILIANO BUCCHI,MASSIMILIANO BUCCHI,N,135
4,15,1,FRANCESCO BRAVI,FRANCESCO BRAVI,N,135
4,15,2,PAOLA PETRELLI,PAOLA PETRELLI,N,135
4,15,3,CRISTIANA CECCHETTI,CRISTIANA CECCHETTI,N,135
4,15,4,GIOVANNI CHIARELLA,GIOVANNI CHIARELLA,N,135
4,15,5,ARIANA HOXHA,ARIANA HOXHA,N,135
4,15,6,MASSIMO LAMBIASE,MASSIMO LAMBIASE,N,135
5,16,3,SAURO SCAFICCHIA,SAURO SCAFICCHIA,N,135
5,16,5,GIOVANNA SALVUCCI,GIOVANNA SALVUCCI,N,135
5,16,2,LOREDANA RICCIO,LOREDANA RICCIO,N,135
5,16,6,ROMANO CARANCINI,ROMANO CARANCINI,N,135
5,16,1,FRANCESCO MICUCCI,FRANCESCO MICUCCI,N,135
5,16,4,ROBERTA PENNACCHIONI,ROBERTA PENNACCHIONI,N,135
6,17,6,SUSANNA VITARELLI,SUSANNA VITARELLI,N,135
6,17,1,STEFANO MASSIMILIANO GHIO,STEFANO MASSIMILIANO GHIO,N,135
6,17,2,STEFANO CARDINALI,STEFANO CARDINALI,N,135
6,17,3,CLAUDIA MARIA CURZI,CLAUDIA MARIA CURZI,N,135
6,17,4,LORETTA DICHIARA,LORETTA DICHIARA,N,135
6,17,5,GIACOMINO PIERGENTILI,GIACOMINO PIERGENTILI,N,135
7,13,1,MICHELE ACQUAVIVA,MICHELE ACQUAVIVA,N,135
7,13,2,MIHAELA ELENA CONSTANTIN,MIHAELA ELENA CONSTANTIN,N,135
7,13,3,BARBARA MORRESI,BARBARA MORRESI,N,135
7,13,4,ALESSANDRO ROSSI,ALESSANDRO ROSSI,N,135
8,8,4,GIUSEPPE PEZZANESI,GIUSEPPE PEZZANESI,N,135
8,8,1,ANNA MARIA TITTARELLI,ANNA MARIA TITTARELLI,N,135
8,8,2,DEBORAH PANTANA,DEBORAH PANTANA,N,135
8,8,3,FLAVIO ZURA,FLAVIO ZURA,N,135
8,8,5,PAOLA GIORGI,PAOLA GIORGI,N,135
8,8,6,WALTER ANTONELLI,WALTER ANTONELLI,N,135
9,6,4,RENZO MARINELLI,RENZO MARINELLI,N,135
9,6,2,EMANUELA ADDARIO,EMANUELA ADDARIO,N,135
9,6,3,MAIKA GABELLIERI detta MAICA,MAIKA GABELLIERI detta MAICA,N,135
9,6,5,ANNA MENGHI,ANNA MENGHI,N,135
9,6,1,LUIGI ZURA PUNTARONI,LUIGI ZURA PUNTARONI,N,135
9,6,6,FILIPPO SALTAMARTINI,FILIPPO SALTAMARTINI,N,135
10,9,5,GIANLUCA PASQUI,GIANLUCA PASQUI,N,135
10,9,1,FABRIZIO CIARAPICA,FABRIZIO CIARAPICA,N,135
10,9,4,NICOLETTA GOVERNATORI,NICOLETTA GOVERNATORI,N,135
10,9,3,RAFFAELE DELLE FAVE,RAFFAELE DELLE FAVE,N,135
10,9,2,SABRINA BAIOCCO,SABRINA BAIOCCO,N,135
10,9,6,TAMARA TORDINI,TAMARA TORDINI,N,135
11,7,1,LUCA MARCONI,LUCA MARCONI,N,135
11,7,2,LORENZO CIGNALI,LORENZO CIGNALI,N,135
11,7,3,PIERPAOLO FABBRACCI,PIERPAOLO FABBRACCI,N,135
11,7,4,SILVIA MEDORI,SILVIA MEDORI,N,135
11,7,5,ELENA POMPEI,ELENA POMPEI,N,135
11,7,6,ILENIA SABBATINI,ILENIA SABBATINI,N,135
12,5,4,ELENA LEONARDI,ELENA LEONARDI,N,135
12,5,3,TIZIANA GAZZELLINI,TIZIANA GAZZELLINI,N,135
12,5,1,PIERPAOLO BORRONI,PIERPAOLO BORRONI,N,135
12,5,2,FRANCESCO PIO COLOSI,FRANCESCO PIO COLOSI,N,135
12,5,5,SIMONE LIVI,SIMONE LIVI,N,135
12,5,6,MARIA LETIZIA SCALPELLI,MARIA LETIZIA SCALPELLI,N,135
13,10,3,LUDVINA CINTI,LUDVINA CINTI,N,135
13,10,1,BENEDETTA ABBADINI,BENEDETTA ABBADINI,N,135
13,10,2,GIOVANNI CHIUCCHI,GIOVANNI CHIUCCHI,N,135
13,10,4,GIANCARLO GIULIANELLI,GIANCARLO GIULIANELLI,N,135
13,10,5,ROMINA LEOMBRUNI,ROMINA LEOMBRUNI,N,135
13,10,6,PIETRO ANTONIO SICILIANO,PIETRO ANTONIO SICILIANO,N,135
14,12,1,GIAN-MARIO MERCORELLI,GIAN-MARIO MERCORELLI,N,135
14,12,2,RICCARDO ARBUATTI,RICCARDO ARBUATTI,N,135
14,12,3,FREDIANA CAPONE,FREDIANA CAPONE,N,135
14,12,4,MARIA ARCO BOIANO,MARIA ARCO BOIANO,N,135
14,12,5,ALESSANDRO NATALI,ALESSANDRO NATALI,N,135
14,12,6,CRISTINA BRUNELLI,CRISTINA BRUNELLI,N,135
15,2,1,VINCENZO ALESSANDRO LIPPO,VINCENZO ALESSANDRO LIPPO,N,135
15,2,2,ANNARITA BRAMUCCI,ANNARITA BRAMUCCI,N,135
15,2,3,GUGLIELMO MAGRI,GUGLIELMO MAGRI,N,135
15,2,4,PATRIZIA BIANCHINI,PATRIZIA BIANCHINI,N,135
15,2,5,MAURIZIO NARDOZZA,MAURIZIO NARDOZZA,N,135
15,2,6,TIZIANA RAMADORI,TIZIANA RAMADORI,N,135
16,11,1,ELISABETTA GIORGINI,ELISABETTA GIORGINI,N,135
16,11,2,KATIUSCIA MERLINI,KATIUSCIA MERLINI,N,135
16,11,3,ANTONIO PAGNANELLI,ANTONIO PAGNANELLI,N,135
16,11,4,BARBARA SALCOCCI,BARBARA SALCOCCI,N,135
16,11,5,MATTEO SIMONI,MATTEO SIMONI,N,135
16,11,6,FABIO TAFFETANI,FABIO TAFFETANI,N,135
17,4,1,PAOLA RAPONI,PAOLA RAPONI,N,135
17,4,2,FABIO MARZETTI,FABIO MARZETTI,N,135
17,4,3,MARCO AMAGLIANI,MARCO AMAGLIANI,N,135
17,4,4,ANDREA GENTILI,ANDREA GENTILI,N,135
17,4,5,SONIA MUZZI,SONIA MUZZI,N,135
17,4,6,ILENIA NERA,ILENIA NERA,N,135
18,3,1,STEFANIA SPURIO,STEFANIA SPURIO,N,135
18,3,2,FABIO SERVIDEI,FABIO SERVIDEI,N,135
1,1,1,ALESSANDRA CONTIGIANI,ALESSANDRA CONTIGIANI,N,136
1,1,2,DANIEL BONACCI,DANIEL BONACCI,N,136
1,1,3,ARIANNA VALERI,ARIANNA VALERI,N,136
1,1,4,GIANLUCA BALDINI,GIANLUCA BALDINI,N,136
2,18,5,VENANZO RONCHETTI,VENANZO RONCHETTI,N,136
2,18,6,ALESSANDRA ZAMPETTI,ALESSANDRA ZAMPETTI,N,136
2,18,1,SANDRO BISONNI,SANDRO BISONNI,N,136
2,18,2,FRANCESCO ACQUAROLI,FRANCESCO ACQUAROLI,N,136
2,18,3,SABRINA ERCOLANONI,SABRINA ERCOLANONI,N,136
2,18,4,GIULIA MESSERE,GIULIA MESSERE,N,136
3,14,1,FLAVIO CORRADINI,FLAVIO CORRADINI,N,136
3,14,5,LUCIA PISTELLI,LUCIA PISTELLI,N,136
3,14,2,NATALIA CONESTA',NATALIA CONESTA',N,136
3,14,3,FRANCESCO FIORDOMO,FRANCESCO FIORDOMO,N,136
3,14,4,MANILA ILARI,MANILA ILARI,N,136
3,14,6,MASSIMILIANO BUCCHI,MASSIMILIANO BUCCHI,N,136
4,15,4,GIOVANNI CHIARELLA,GIOVANNI CHIARELLA,N,136
4,15,2,PAOLA PETRELLI,PAOLA PETRELLI,N,136
4,15,1,FRANCESCO BRAVI,FRANCESCO BRAVI,N,136
4,15,3,CRISTIANA CECCHETTI,CRISTIANA CECCHETTI,N,136
