id,voti,voti_nona,voti_solosindpres,idComune
8,503,0,0,157
1,2,0,0,158
2,9,0,0,158
3,4,0,0,158
4,17,0,0,158
5,615,0,0,158
6,10,0,0,158
7,76,0,0,158
8,343,0,0,158
1,1,0,0,159
2,2,0,0,159
3,0,0,0,159
4,9,0,0,159
5,332,0,0,159
6,5,0,0,159
7,34,0,0,159
8,141,0,0,159
6,23,0,0,15
1,7,0,0,15
4,60,0,0,15
7,316,0,0,15
8,1020,0,0,15
2,39,0,0,15
5,1045,0,0,15
3,38,0,0,15
1,34,0,0,160
2,83,0,0,160
3,47,0,0,160
4,242,0,0,160
5,14129,0,0,160
6,387,0,0,160
7,1708,0,0,160
8,7070,0,0,160
1,0,0,0,161
2,2,0,0,161
3,0,0,0,161
4,11,0,0,161
5,317,0,0,161
6,8,0,0,161
7,40,0,0,161
8,145,0,0,161
1,31,0,0,162
2,13,0,0,162
3,18,0,0,162
4,73,0,0,162
5,1757,0,0,162
6,104,0,0,162
7,465,0,0,162
8,1445,0,0,162
1,4,0,0,163
2,23,0,0,163
3,9,0,0,163
4,16,0,0,163
5,802,0,0,163
6,8,0,0,163
7,75,0,0,163
8,424,0,0,163
1,0,0,0,164
2,5,0,0,164
3,2,0,0,164
4,13,0,0,164
5,359,0,0,164
6,13,0,0,164
7,107,0,0,164
8,588,0,0,164
1,1,0,0,165
2,6,0,0,165
3,9,0,0,165
4,13,0,0,165
5,554,0,0,165
6,42,0,0,165
7,92,0,0,165
8,1164,0,0,165
1,1,0,0,166
2,1,0,0,166
3,4,0,0,166
4,22,0,0,166
5,851,0,0,166
6,8,0,0,166
7,87,0,0,166
8,561,0,0,166
1,2,0,0,167
2,1,0,0,167
3,5,0,0,167
4,6,0,0,167
5,277,0,0,167
6,17,0,0,167
7,32,0,0,167
8,239,0,0,167
1,12,0,0,168
2,12,0,0,168
3,3,0,0,168
4,38,0,0,168
5,1266,0,0,168
6,35,0,0,168
7,175,0,0,168
8,787,0,0,168
1,2,0,0,169
2,14,0,0,169
3,9,0,0,169
4,42,0,0,169
5,2459,0,0,169
6,54,0,0,169
7,405,0,0,169
8,1309,0,0,169
6,25,0,0,16
1,4,0,0,16
4,58,0,0,16
7,367,0,0,16
8,725,0,0,16
2,17,0,0,16
5,838,0,0,16
3,31,0,0,16
1,1,0,0,170
2,0,0,0,170
3,0,0,0,170
4,6,0,0,170
5,138,0,0,170
6,1,0,0,170
7,18,0,0,170
8,665,0,0,170
1,13,0,0,171
2,31,0,0,171
3,33,0,0,171
4,80,0,0,171
5,3721,0,0,171
6,273,0,0,171
7,695,0,0,171
8,2662,0,0,171
1,1,0,0,172
2,4,0,0,172
3,10,0,0,172
4,15,0,0,172
5,894,0,0,172
6,9,0,0,172
7,111,0,0,172
8,218,0,0,172
1,2,0,0,173
2,3,0,0,173
3,1,0,0,173
4,10,0,0,173
5,404,0,0,173
6,24,0,0,173
7,55,0,0,173
8,253,0,0,173
1,6,0,0,174
2,6,0,0,174
3,4,0,0,174
4,19,0,0,174
5,822,0,0,174
6,25,0,0,174
7,235,0,0,174
8,777,0,0,174
1,0,0,0,175
2,5,0,0,175
3,1,0,0,175
4,13,0,0,175
5,707,0,0,175
6,12,0,0,175
7,51,0,0,175
8,362,0,0,175
1,1,0,0,176
2,2,0,0,176
3,3,0,0,176
4,1,0,0,176
5,124,0,0,176
6,2,0,0,176
7,12,0,0,176
8,136,0,0,176
1,2,0,0,177
2,5,0,0,177
3,3,0,0,177
4,16,0,0,177
5,527,0,0,177
6,19,0,0,177
7,66,0,0,177
8,344,0,0,177
1,0,0,0,178
2,0,0,0,178
3,0,0,0,178
4,0,0,0,178
5,97,0,0,178
6,1,0,0,178
7,11,0,0,178
8,111,0,0,178
1,1,0,0,179
2,0,0,0,179
3,0,0,0,179
4,0,0,0,179
5,181,0,0,179
6,4,0,0,179
7,10,0,0,179
8,98,0,0,179
6,13,0,0,17
1,1,0,0,17
4,4,0,0,17
7,23,0,0,17
8,135,0,0,17
2,1,0,0,17
5,186,0,0,17
3,3,0,0,17
1,4,0,0,180
2,28,0,0,180
3,47,0,0,180
4,50,0,0,180
5,2096,0,0,180
6,86,0,0,180
7,706,0,0,180
8,2117,0,0,180
1,5,0,0,181
2,8,0,0,181
3,3,0,0,181
4,32,0,0,181
5,1061,0,0,181
6,66,0,0,181
7,212,0,0,181
8,1085,0,0,181
1,0,0,0,182
2,0,0,0,182
3,0,0,0,182
4,0,0,0,182
5,40,0,0,182
6,0,0,0,182
7,1,0,0,182
8,43,0,0,182
1,0,0,0,183
2,5,0,0,183
3,4,0,0,183
4,14,0,0,183
5,762,0,0,183
6,44,0,0,183
7,123,0,0,183
8,1027,0,0,183
1,0,0,0,184
2,5,0,0,184
3,0,0,0,184
4,11,0,0,184
5,516,0,0,184
6,22,0,0,184
7,58,0,0,184
8,273,0,0,184
1,1,0,0,185
2,1,0,0,185
3,1,0,0,185
4,3,0,0,185
5,236,0,0,185
6,5,0,0,185
7,13,0,0,185
8,222,0,0,185
1,26,0,0,186
2,78,0,0,186
3,89,0,0,186
4,271,0,0,186
5,10828,0,0,186
6,603,0,0,186
7,2323,0,0,186
8,7230,0,0,186
1,6,0,0,187
2,11,0,0,187
3,8,0,0,187
4,37,0,0,187
5,1315,0,0,187
6,63,0,0,187
7,311,0,0,187
8,1330,0,0,187
1,3,0,0,188
2,2,0,0,188
3,1,0,0,188
4,9,0,0,188
5,542,0,0,188
6,9,0,0,188
7,79,0,0,188
8,336,0,0,188
8,494,0,0,189
1,5,0,0,189
3,5,0,0,189
6,39,0,0,189
4,18,0,0,189
5,879,0,0,189
2,11,0,0,189
7,146,0,0,189
6,1,0,0,18
1,1,0,0,18
4,12,0,0,18
7,45,0,0,18
8,244,0,0,18
2,5,0,0,18
5,402,0,0,18
3,2,0,0,18
8,493,0,0,190
1,3,0,0,190
3,2,0,0,190
6,36,0,0,190
4,26,0,0,190
5,1225,0,0,190
2,5,0,0,190
7,82,0,0,190
8,81,0,0,191
1,1,0,0,191
3,6,0,0,191
6,5,0,0,191
4,2,0,0,191
5,206,0,0,191
2,1,0,0,191
7,7,0,0,191
8,398,0,0,192
1,1,0,0,192
3,4,0,0,192
6,12,0,0,192
4,21,0,0,192
5,420,0,0,192
2,12,0,0,192
7,76,0,0,192
8,452,0,0,193
1,2,0,0,193
3,5,0,0,193
6,34,0,0,193
4,27,0,0,193
5,790,0,0,193
2,8,0,0,193
7,120,0,0,193
8,6379,0,0,194
1,65,0,0,194
3,84,0,0,194
6,644,0,0,194
4,330,0,0,194
5,9594,0,0,194
2,105,0,0,194
7,1569,0,0,194
8,164,0,0,195
1,0,0,0,195
3,2,0,0,195
6,8,0,0,195
4,5,0,0,195
5,264,0,0,195
2,7,0,0,195
7,23,0,0,195
8,496,0,0,196
1,3,0,0,196
3,5,0,0,196
6,24,0,0,196
4,29,0,0,196
5,825,0,0,196
2,14,0,0,196
7,102,0,0,196
8,173,0,0,197
1,3,0,0,197
3,9,0,0,197
6,34,0,0,197
4,6,0,0,197
5,357,0,0,197
2,2,0,0,197
7,40,0,0,197
8,275,0,0,198
1,0,0,0,198
3,1,0,0,198
6,7,0,0,198
4,15,0,0,198
5,329,0,0,198
2,1,0,0,198
7,51,0,0,198
8,230,0,0,199
1,0,0,0,199
3,0,0,0,199
6,12,0,0,199
4,10,0,0,199
5,171,0,0,199
2,1,0,0,199
7,30,0,0,199
6,11,0,0,19
1,2,0,0,19
4,12,0,0,19
7,118,0,0,19
8,283,0,0,19
2,4,0,0,19
5,559,0,0,19
3,4,0,0,19
6,24,0,0,1
1,2,0,0,1
4,19,0,0,1
7,190,0,0,1
8,671,0,0,1
2,6,0,0,1
5,1210,0,0,1
3,9,0,0,1
8,106,0,0,200
1,1,0,0,200
3,0,0,0,200
6,6,0,0,200
4,3,0,0,200
5,227,0,0,200
2,3,0,0,200
7,12,0,0,200
8,224,0,0,201
1,2,0,0,201
3,2,0,0,201
6,7,0,0,201
4,9,0,0,201
5,501,0,0,201
2,5,0,0,201
7,52,0,0,201
8,83,0,0,202
1,0,0,0,202
3,1,0,0,202
6,4,0,0,202
4,3,0,0,202
5,108,0,0,202
2,0,0,0,202
7,11,0,0,202
8,125,0,0,203
1,0,0,0,203
3,2,0,0,203
6,4,0,0,203
4,9,0,0,203
5,537,0,0,203
2,1,0,0,203
7,28,0,0,203
8,97,0,0,204
1,0,0,0,204
3,0,0,0,204
6,17,0,0,204
4,4,0,0,204
5,224,0,0,204
2,0,0,0,204
7,19,0,0,204
8,942,0,0,205
1,8,0,0,205
3,11,0,0,205
6,77,0,0,205
4,35,0,0,205
5,1648,0,0,205
2,18,0,0,205
7,265,0,0,205
8,1523,0,0,206
1,25,0,0,206
3,15,0,0,206
6,101,0,0,206
4,84,0,0,206
5,3792,0,0,206
2,33,0,0,206
7,486,0,0,206
8,53,0,0,207
1,1,0,0,207
3,2,0,0,207
6,5,0,0,207
4,2,0,0,207
5,149,0,0,207
2,0,0,0,207
7,19,0,0,207
8,156,0,0,208
1,1,0,0,208
3,2,0,0,208
6,5,0,0,208
4,3,0,0,208
5,235,0,0,208
2,8,0,0,208
7,25,0,0,208
8,89,0,0,209
1,0,0,0,209
3,1,0,0,209
6,1,0,0,209
4,2,0,0,209
5,91,0,0,209
2,0,0,0,209
7,9,0,0,209
6,1,0,0,20
1,0,0,0,20
4,10,0,0,20
7,46,0,0,20
8,278,0,0,20
2,3,0,0,20
5,385,0,0,20
3,0,0,0,20
8,318,0,0,210
1,5,0,0,210
3,5,0,0,210
6,15,0,0,210
4,21,0,0,210
5,698,0,0,210
2,46,0,0,210
7,63,0,0,210
8,235,0,0,211
1,1,0,0,211
3,2,0,0,211
6,14,0,0,211
4,9,0,0,211
5,723,0,0,211
2,11,0,0,211
7,111,0,0,211
8,1481,0,0,212
1,13,0,0,212
3,10,0,0,212
6,59,0,0,212
4,54,0,0,212
5,1935,0,0,212
2,25,0,0,212
7,250,0,0,212
8,83,0,0,213
1,0,0,0,213
3,0,0,0,213
6,1,0,0,213
4,6,0,0,213
5,107,0,0,213
2,2,0,0,213
7,18,0,0,213
8,157,0,0,214
1,1,0,0,214
3,0,0,0,214
6,5,0,0,214
4,8,0,0,214
5,164,0,0,214
2,2,0,0,214
7,31,0,0,214
8,248,0,0,215
1,1,0,0,215
3,1,0,0,215
6,7,0,0,215
4,2,0,0,215
5,268,0,0,215
2,3,0,0,215
7,29,0,0,215
8,84,0,0,216
1,0,0,0,216
3,1,0,0,216
6,7,0,0,216
4,3,0,0,216
5,156,0,0,216
2,5,0,0,216
7,19,0,0,216
8,261,0,0,217
1,3,0,0,217
3,1,0,0,217
6,11,0,0,217
4,5,0,0,217
5,142,0,0,217
2,1,0,0,217
7,27,0,0,217
8,415,0,0,218
1,1,0,0,218
3,8,0,0,218
6,19,0,0,218
4,19,0,0,218
5,743,0,0,218
2,5,0,0,218
7,102,0,0,218
8,308,0,0,219
1,2,0,0,219
3,9,0,0,219
6,15,0,0,219
4,40,0,0,219
5,679,0,0,219
2,6,0,0,219
7,75,0,0,219
6,10,0,0,21
1,0,0,0,21
4,4,0,0,21
7,47,0,0,21
8,160,0,0,21
2,5,0,0,21
5,257,0,0,21
3,4,0,0,21
8,278,0,0,220
1,1,0,0,220
3,7,0,0,220
6,18,0,0,220
4,11,0,0,220
5,410,0,0,220
2,7,0,0,220
7,77,0,0,220
8,2551,0,0,221
1,9,0,0,221
3,42,0,0,221
6,237,0,0,221
4,116,0,0,221
5,4280,0,0,221
2,50,0,0,221
7,582,0,0,221
8,3470,0,0,222
1,28,0,0,222
3,61,0,0,222
6,230,0,0,222
4,146,0,0,222
5,6156,0,0,222
2,89,0,0,222
7,997,0,0,222
8,240,0,0,223
1,3,0,0,223
3,4,0,0,223
6,13,0,0,223
4,10,0,0,223
5,573,0,0,223
2,4,0,0,223
7,85,0,0,223
8,243,0,0,224
1,1,0,0,224
3,3,0,0,224
6,18,0,0,224
4,5,0,0,224
5,413,0,0,224
2,2,0,0,224
7,56,0,0,224
8,3180,0,0,225
1,21,0,0,225
3,32,0,0,225
6,111,0,0,225
4,82,0,0,225
5,3670,0,0,225
2,67,0,0,225
7,673,0,0,225
8,233,0,0,226
1,2,0,0,226
3,3,0,0,226
6,22,0,0,226
4,7,0,0,226
5,925,0,0,226
2,6,0,0,226
7,48,0,0,226
8,52,0,0,227
1,1,0,0,227
3,0,0,0,227
6,2,0,0,227
4,2,0,0,227
5,127,0,0,227
2,0,0,0,227
7,5,0,0,227
8,160,0,0,228
1,3,0,0,228
3,7,0,0,228
6,12,0,0,228
4,12,0,0,228
5,631,0,0,228
2,8,0,0,228
7,72,0,0,228
6,15,0,0,22
1,2,0,0,22
4,7,0,0,22
7,82,0,0,22
8,294,0,0,22
2,8,0,0,22
5,547,0,0,22
3,10,0,0,22
6,25,0,0,23
1,3,0,0,23
4,25,0,0,23
7,156,0,0,23
8,1144,0,0,23
2,12,0,0,23
5,641,0,0,23
3,10,0,0,23
6,97,0,0,24
1,8,0,0,24
4,87,0,0,24
7,671,0,0,24
8,2804,0,0,24
2,68,0,0,24
5,2910,0,0,24
3,46,0,0,24
6,10,0,0,25
1,1,0,0,25
4,23,0,0,25
7,143,0,0,25
8,684,0,0,25
2,4,0,0,25
5,493,0,0,25
3,13,0,0,25
6,0,0,0,26
1,1,0,0,26
4,12,0,0,26
7,28,0,0,26
8,150,0,0,26
2,7,0,0,26
5,140,0,0,26
3,3,0,0,26
6,0,0,0,27
1,0,0,0,27
4,0,0,0,27
7,0,0,0,27
8,0,0,0,27
2,0,0,0,27
5,0,0,0,27
3,0,0,0,27
6,2,0,0,28
1,0,0,0,28
4,7,0,0,28
7,34,0,0,28
8,260,0,0,28
2,5,0,0,28
5,279,0,0,28
3,1,0,0,28
6,9,0,0,29
1,1,0,0,29
4,12,0,0,29
7,116,0,0,29
8,412,0,0,29
2,22,0,0,29
5,816,0,0,29
3,9,0,0,29
6,6,0,0,2
1,2,0,0,2
4,25,0,0,2
7,33,0,0,2
8,310,0,0,2
2,3,0,0,2
5,589,0,0,2
3,1,0,0,2
6,2,0,0,30
1,0,0,0,30
4,11,0,0,30
7,54,0,0,30
8,217,0,0,30
2,3,0,0,30
5,290,0,0,30
3,7,0,0,30
6,43,0,0,31
1,5,0,0,31
4,37,0,0,31
7,489,0,0,31
8,1048,0,0,31
2,14,0,0,31
5,1274,0,0,31
3,25,0,0,31
6,19,0,0,32
1,2,0,0,32
4,38,0,0,32
7,134,0,0,32
8,493,0,0,32
2,7,0,0,32
5,558,0,0,32
3,4,0,0,32
6,1,0,0,33
1,1,0,0,33
4,6,0,0,33
7,16,0,0,33
8,243,0,0,33
2,1,0,0,33
5,116,0,0,33
3,2,0,0,33
6,48,0,0,34
1,2,0,0,34
4,18,0,0,34
7,114,0,0,34
8,1163,0,0,34
2,12,0,0,34
5,1867,0,0,34
3,5,0,0,34
6,834,0,0,35
1,85,0,0,35
4,605,0,0,35
7,3920,0,0,35
8,21465,0,0,35
2,269,0,0,35
5,20026,0,0,35
3,497,0,0,35
6,5,0,0,36
1,0,0,0,36
4,18,0,0,36
7,84,0,0,36
8,299,0,0,36
2,11,0,0,36
5,908,0,0,36
3,3,0,0,36
6,3,0,0,37
1,1,0,0,37
4,14,0,0,37
7,105,0,0,37
8,289,0,0,37
2,4,0,0,37
5,547,0,0,37
3,17,0,0,37
6,0,0,0,38
1,2,0,0,38
4,12,0,0,38
7,83,0,0,38
8,90,0,0,38
2,0,0,0,38
5,140,0,0,38
3,1,0,0,38
6,10,0,0,39
1,4,0,0,39
4,4,0,0,39
7,55,0,0,39
8,253,0,0,39
2,2,0,0,39
5,640,0,0,39
3,3,0,0,39
6,3,0,0,3
1,2,0,0,3
4,4,0,0,3
7,27,0,0,3
8,88,0,0,3
2,0,0,0,3
5,235,0,0,3
3,2,0,0,3
6,29,0,0,40
1,3,0,0,40
4,22,0,0,40
7,195,0,0,40
8,865,0,0,40
2,19,0,0,40
5,1060,0,0,40
3,19,0,0,40
6,25,0,0,41
1,1,0,0,41
4,23,0,0,41
7,133,0,0,41
8,659,0,0,41
2,6,0,0,41
5,769,0,0,41
3,6,0,0,41
6,12,0,0,42
1,6,0,0,42
4,31,0,0,42
7,124,0,0,42
8,778,0,0,42
2,10,0,0,42
5,1286,0,0,42
3,7,0,0,42
6,11,0,0,43
1,1,0,0,43
4,8,0,0,43
7,58,0,0,43
8,260,0,0,43
2,5,0,0,43
5,413,0,0,43
3,5,0,0,43
6,3,0,0,44
1,1,0,0,44
4,14,0,0,44
7,66,0,0,44
8,120,0,0,44
2,9,0,0,44
5,362,0,0,44
3,9,0,0,44
6,6,0,0,45
1,0,0,0,45
4,8,0,0,45
7,24,0,0,45
8,223,0,0,45
2,2,0,0,45
5,219,0,0,45
3,1,0,0,45
6,5,0,0,46
1,1,0,0,46
4,12,0,0,46
7,29,0,0,46
8,144,0,0,46
2,4,0,0,46
5,210,0,0,46
3,2,0,0,46
6,20,0,0,47
1,9,0,0,47
4,58,0,0,47
7,523,0,0,47
8,1114,0,0,47
2,18,0,0,47
5,1555,0,0,47
3,35,0,0,47
6,17,0,0,48
1,4,0,0,48
4,48,0,0,48
7,253,0,0,48
8,1542,0,0,48
2,25,0,0,48
5,1658,0,0,48
3,18,0,0,48
6,168,0,0,49
1,9,0,0,49
4,123,0,0,49
7,600,0,0,49
8,3273,0,0,49
2,39,0,0,49
5,3157,0,0,49
3,39,0,0,49
6,1,0,0,4
1,1,0,0,4
4,10,0,0,4
7,11,0,0,4
8,116,0,0,4
2,0,0,0,4
5,155,0,0,4
3,0,0,0,4
6,56,0,0,50
