id,voti,voti_nona,voti_solosindpres,idComune
1,13,0,0,50
4,71,0,0,50
7,863,0,0,50
8,2408,0,0,50
2,35,0,0,50
5,2803,0,0,50
3,70,0,0,50
6,67,0,0,51
1,6,0,0,51
4,56,0,0,51
7,554,0,0,51
8,1599,0,0,51
2,40,0,0,51
5,3383,0,0,51
3,41,0,0,51
6,42,0,0,52
1,2,0,0,52
4,37,0,0,52
7,218,0,0,52
8,1123,0,0,52
2,16,0,0,52
5,1189,0,0,52
3,10,0,0,52
6,15,0,0,53
1,4,0,0,53
4,41,0,0,53
7,275,0,0,53
8,800,0,0,53
2,14,0,0,53
5,1343,0,0,53
3,12,0,0,53
2,11,0,0,54
3,13,0,0,54
8,1057,0,0,54
7,239,0,0,54
6,55,0,0,54
4,32,0,0,54
5,969,0,0,54
2,264,0,0,55
3,220,0,0,55
8,21660,0,0,55
7,3818,0,0,55
6,1318,0,0,55
4,682,0,0,55
5,17649,0,0,55
2,11,0,0,56
3,20,0,0,56
8,994,0,0,56
7,156,0,0,56
6,42,0,0,56
4,50,0,0,56
5,940,0,0,56
2,8,0,0,57
3,10,0,0,57
8,317,0,0,57
7,46,0,0,57
6,15,0,0,57
4,10,0,0,57
5,288,0,0,57
2,9,0,0,58
3,4,0,0,58
8,443,0,0,58
7,55,0,0,58
6,14,0,0,58
4,15,0,0,58
5,480,0,0,58
2,28,0,0,59
3,26,0,0,59
8,1358,0,0,59
7,407,0,0,59
6,59,0,0,59
4,53,0,0,59
5,1670,0,0,59
6,67,0,0,5
1,8,0,0,5
4,68,0,0,5
7,372,0,0,5
8,1586,0,0,5
2,21,0,0,5
5,1992,0,0,5
3,12,0,0,5
2,12,0,0,60
3,10,0,0,60
8,454,0,0,60
7,144,0,0,60
6,49,0,0,60
4,20,0,0,60
5,572,0,0,60
2,12,0,0,61
3,24,0,0,61
8,977,0,0,61
7,260,0,0,61
6,58,0,0,61
4,42,0,0,61
5,1014,0,0,61
2,49,0,0,62
3,61,0,0,62
8,2843,0,0,62
7,1109,0,0,62
6,114,0,0,62
4,145,0,0,62
5,4016,0,0,62
2,7,0,0,63
3,3,0,0,63
8,370,0,0,63
7,56,0,0,63
6,12,0,0,63
4,11,0,0,63
5,409,0,0,63
2,6,0,0,64
3,7,0,0,64
8,760,0,0,64
7,163,0,0,64
6,40,0,0,64
4,28,0,0,64
5,627,0,0,64
2,11,0,0,65
3,11,0,0,65
8,671,0,0,65
7,206,0,0,65
6,24,0,0,65
4,47,0,0,65
5,772,0,0,65
2,33,0,0,66
3,43,0,0,66
8,3554,0,0,66
7,656,0,0,66
6,244,0,0,66
4,117,0,0,66
5,2546,0,0,66
2,15,0,0,67
3,7,0,0,67
8,1023,0,0,67
7,167,0,0,67
6,79,0,0,67
4,46,0,0,67
5,1237,0,0,67
2,13,0,0,68
3,19,0,0,68
8,893,0,0,68
7,219,0,0,68
6,40,0,0,68
4,66,0,0,68
5,835,0,0,68
2,81,0,0,69
3,53,0,0,69
8,5006,0,0,69
7,1716,0,0,69
6,213,0,0,69
4,245,0,0,69
5,6738,0,0,69
6,19,0,0,6
1,1,0,0,6
4,24,0,0,6
7,93,0,0,6
8,531,0,0,6
2,6,0,0,6
5,460,0,0,6
3,3,0,0,6
2,64,0,0,70
3,52,0,0,70
8,5396,0,0,70
7,1004,0,0,70
6,780,0,0,70
4,203,0,0,70
5,5108,0,0,70
2,26,0,0,71
3,20,0,0,71
8,1413,0,0,71
7,280,0,0,71
6,94,0,0,71
4,56,0,0,71
5,2507,0,0,71
2,9,0,0,72
3,9,0,0,72
8,345,0,0,72
7,80,0,0,72
6,15,0,0,72
4,12,0,0,72
5,467,0,0,72
2,131,0,0,73
3,95,0,0,73
8,8897,0,0,73
7,1634,0,0,73
6,1011,0,0,73
4,381,0,0,73
5,7158,0,0,73
2,34,0,0,74
3,34,0,0,74
8,1883,0,0,74
7,576,0,0,74
6,115,0,0,74
4,93,0,0,74
5,3982,0,0,74
2,15,0,0,75
3,13,0,0,75
8,1272,0,0,75
7,304,0,0,75
6,98,0,0,75
4,41,0,0,75
5,1313,0,0,75
2,8,0,0,76
3,2,0,0,76
8,198,0,0,76
7,28,0,0,76
6,11,0,0,76
4,9,0,0,76
5,287,0,0,76
2,4,0,0,77
3,8,0,0,77
8,772,0,0,77
7,175,0,0,77
6,125,0,0,77
4,37,0,0,77
5,675,0,0,77
2,3,0,0,78
3,13,0,0,78
8,540,0,0,78
7,89,0,0,78
6,17,0,0,78
4,17,0,0,78
5,296,0,0,78
2,24,0,0,79
3,43,0,0,79
8,2271,0,0,79
7,411,0,0,79
6,131,0,0,79
4,57,0,0,79
5,1885,0,0,79
6,3,0,0,7
1,0,0,0,7
4,15,0,0,7
7,46,0,0,7
8,341,0,0,7
2,4,0,0,7
5,475,0,0,7
3,5,0,0,7
2,9,0,0,80
3,10,0,0,80
8,662,0,0,80
7,139,0,0,80
6,48,0,0,80
4,26,0,0,80
5,638,0,0,80
2,21,0,0,81
3,20,0,0,81
8,1714,0,0,81
7,335,0,0,81
6,164,0,0,81
4,46,0,0,81
5,1272,0,0,81
2,7,0,0,82
3,4,0,0,82
8,371,0,0,82
7,66,0,0,82
6,26,0,0,82
4,20,0,0,82
5,363,0,0,82
2,15,0,0,83
3,18,0,0,83
8,674,0,0,83
7,141,0,0,83
6,26,0,0,83
4,38,0,0,83
5,1097,0,0,83
2,9,0,0,84
3,5,0,0,84
8,444,0,0,84
7,95,0,0,84
6,23,0,0,84
4,21,0,0,84
5,467,0,0,84
2,104,0,0,85
3,100,0,0,85
8,6159,0,0,85
7,1457,0,0,85
6,281,0,0,85
4,442,0,0,85
5,8565,0,0,85
2,18,0,0,86
3,26,0,0,86
8,1365,0,0,86
7,201,0,0,86
6,56,0,0,86
4,33,0,0,86
5,1457,0,0,86
2,13,0,0,87
3,6,0,0,87
8,647,0,0,87
7,87,0,0,87
6,30,0,0,87
4,23,0,0,87
5,872,0,0,87
2,1,0,0,88
3,2,0,0,88
8,148,0,0,88
7,31,0,0,88
6,11,0,0,88
4,8,0,0,88
5,163,0,0,88
2,18,0,0,89
3,24,0,0,89
8,972,0,0,89
7,254,0,0,89
6,50,0,0,89
4,31,0,0,89
5,1012,0,0,89
6,57,0,0,8
1,3,0,0,8
4,39,0,0,8
7,469,0,0,8
8,1012,0,0,8
2,15,0,0,8
5,2202,0,0,8
3,30,0,0,8
2,2,0,0,90
3,8,0,0,90
8,373,0,0,90
7,73,0,0,90
6,15,0,0,90
4,8,0,0,90
5,421,0,0,90
2,5,0,0,91
3,5,0,0,91
8,478,0,0,91
7,94,0,0,91
6,35,0,0,91
4,12,0,0,91
5,415,0,0,91
2,1,0,0,92
3,1,0,0,92
8,179,0,0,92
7,28,0,0,92
6,12,0,0,92
4,7,0,0,92
5,199,0,0,92
2,14,0,0,93
3,12,0,0,93
8,882,0,0,93
7,179,0,0,93
6,53,0,0,93
4,48,0,0,93
5,850,0,0,93
2,15,0,0,94
3,16,0,0,94
8,1049,0,0,94
7,298,0,0,94
6,36,0,0,94
4,61,0,0,94
5,1712,0,0,94
2,124,0,0,95
3,142,0,0,95
8,13134,0,0,95
7,1317,0,0,95
6,1019,0,0,95
4,273,0,0,95
5,8456,0,0,95
2,13,0,0,96
3,22,0,0,96
8,938,0,0,96
7,128,0,0,96
6,23,0,0,96
4,33,0,0,96
5,602,0,0,96
2,8,0,0,97
3,10,0,0,97
8,549,0,0,97
7,126,0,0,97
6,21,0,0,97
4,33,0,0,97
5,584,0,0,97
2,7,0,0,98
3,18,0,0,98
8,860,0,0,98
7,173,0,0,98
6,24,0,0,98
4,43,0,0,98
5,1023,0,0,98
2,7,0,0,99
3,6,0,0,99
8,436,0,0,99
7,83,0,0,99
6,13,0,0,99
4,22,0,0,99
5,452,0,0,99
6,483,0,0,9
1,55,0,0,9
4,280,0,0,9
7,3234,0,0,9
8,11027,0,0,9
2,174,0,0,9
5,14451,0,0,9
3,222,0,0,9
