CODICE ISTAT,cogn,nome,a_nome,d_nasc,l_nasc,posC,desc_lis_r,img_lis_r,voti,perc,tot_vot_lis,perc_lis,IDPROVINCIAISTAT,IDREGIONE,Denominazione Regione,Denominazione dell'Unità territoriale sovracomunale (valida a fini statistici)
008002,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,100,51.81,94,52.51,008,07,Liguria,Imperia
008002,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,81,41.97,73,40.78,008,07,Liguria,Imperia
008002,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,5,2.59,5,2.79,008,07,Liguria,Imperia
008002,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,4,2.07,4,2.23,008,07,Liguria,Imperia
008002,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,2,1.04,2,1.12,008,07,Liguria,Imperia
008002,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,1,0.52,1,0.56,008,07,Liguria,Imperia
008002,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008002,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008002,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008002,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,0,0,0,0,008,07,Liguria,Imperia
008003,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,100,90.09,98,90.74,008,07,Liguria,Imperia
008003,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,10,9.01,9,8.33,008,07,Liguria,Imperia
008003,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,1,0.90,1,0.93,008,07,Liguria,Imperia
008003,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008003,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008003,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008003,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,0,0,0,0,008,07,Liguria,Imperia
008003,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,0,0,0,0,008,07,Liguria,Imperia
008003,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,0,0,0,0,008,07,Liguria,Imperia
008003,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008004,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,32,57.14,30,58.82,008,07,Liguria,Imperia
008004,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,21,37.50,19,37.25,008,07,Liguria,Imperia
008004,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,3,5.36,2,3.92,008,07,Liguria,Imperia
008004,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008004,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008004,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008004,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,0,0,0,0,008,07,Liguria,Imperia
008004,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,0,0,0,0,008,07,Liguria,Imperia
008004,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,0,0,0,0,008,07,Liguria,Imperia
008004,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008005,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,173,81.99,170,85.43,008,07,Liguria,Imperia
008005,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,37,17.54,27,13.57,008,07,Liguria,Imperia
008005,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,1,0.47,1,0.50,008,07,Liguria,Imperia
008005,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,1,0.50,008,07,Liguria,Imperia
008005,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008005,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008005,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,0,0,0,0,008,07,Liguria,Imperia
008005,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,0,0,0,0,008,07,Liguria,Imperia
008005,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,0,0,0,0,008,07,Liguria,Imperia
008005,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008006,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,293,61.81,286,62.17,008,07,Liguria,Imperia
008006,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,149,31.43,143,31.09,008,07,Liguria,Imperia
008006,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,11,2.32,11,2.39,008,07,Liguria,Imperia
008006,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,10,2.11,10,2.17,008,07,Liguria,Imperia
008006,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,5,1.05,4,0.87,008,07,Liguria,Imperia
008006,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,3,0.63,3,0.65,008,07,Liguria,Imperia
008006,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,2,0.42,2,0.43,008,07,Liguria,Imperia
008006,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,1,0.21,1,0.22,008,07,Liguria,Imperia
008006,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008006,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008007,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,81,60.45,75,59.52,008,07,Liguria,Imperia
008007,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,49,36.57,47,37.30,008,07,Liguria,Imperia
008007,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,2,1.49,2,1.59,008,07,Liguria,Imperia
008007,CARPI,CARLO,,19830408000000,GENOVA,1,,,1,0.75,1,0.79,008,07,Liguria,Imperia
008007,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,1,0.75,1,0.79,008,07,Liguria,Imperia
008007,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008007,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,0,0,0,0,008,07,Liguria,Imperia
008007,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,0,0,0,0,008,07,Liguria,Imperia
008007,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,0,0,0,0,008,07,Liguria,Imperia
008007,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008008,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,2706,65.46,2586,66.34,008,07,Liguria,Imperia
008008,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,1264,30.58,1197,30.71,008,07,Liguria,Imperia
008008,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,50,1.21,41,1.05,008,07,Liguria,Imperia
008008,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,35,0.85,23,0.59,008,07,Liguria,Imperia
008008,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,29,0.70,18,0.46,008,07,Liguria,Imperia
008008,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,24,0.58,14,0.36,008,07,Liguria,Imperia
008008,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,15,0.36,12,0.31,008,07,Liguria,Imperia
008008,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,6,0.15,5,0.13,008,07,Liguria,Imperia
008008,CARPI,CARLO,,19830408000000,GENOVA,1,,,5,0.12,2,0.05,008,07,Liguria,Imperia
008008,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008009,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,114,68.67,111,68.10,008,07,Liguria,Imperia
008009,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,38,22.89,37,22.70,008,07,Liguria,Imperia
008009,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,9,5.42,9,5.52,008,07,Liguria,Imperia
008009,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,2,1.20,2,1.23,008,07,Liguria,Imperia
008009,CARPI,CARLO,,19830408000000,GENOVA,1,,,1,0.60,1,0.61,008,07,Liguria,Imperia
008009,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,1,0.60,1,0.61,008,07,Liguria,Imperia
008009,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,1,0.60,1,0.61,008,07,Liguria,Imperia
008009,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,1,0.61,008,07,Liguria,Imperia
008009,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008009,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,0,0,0,0,008,07,Liguria,Imperia
008010,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,249,72.59,237,72.70,008,07,Liguria,Imperia
008010,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,75,21.87,70,21.47,008,07,Liguria,Imperia
008010,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,9,2.62,9,2.76,008,07,Liguria,Imperia
008010,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,7,2.04,7,2.15,008,07,Liguria,Imperia
008010,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,2,0.58,2,0.61,008,07,Liguria,Imperia
008010,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,1,0.29,1,0.31,008,07,Liguria,Imperia
008010,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008010,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008010,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008010,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008011,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,1802,73.43,1753,73.75,008,07,Liguria,Imperia
008011,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,592,24.12,574,24.15,008,07,Liguria,Imperia
008011,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,20,0.81,18,0.76,008,07,Liguria,Imperia
008011,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,12,0.49,10,0.42,008,07,Liguria,Imperia
008011,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,10,0.41,8,0.34,008,07,Liguria,Imperia
008011,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,7,0.29,6,0.25,008,07,Liguria,Imperia
008011,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,7,0.29,5,0.21,008,07,Liguria,Imperia
008011,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,4,0.16,3,0.13,008,07,Liguria,Imperia
008011,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008011,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008012,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,87,72.50,87,75.00,008,07,Liguria,Imperia
008012,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,25,20.83,24,20.69,008,07,Liguria,Imperia
008012,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,4,3.33,4,3.45,008,07,Liguria,Imperia
008012,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,2,1.67,0,0,008,07,Liguria,Imperia
008012,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,1,0.83,0,0,008,07,Liguria,Imperia
008012,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,1,0.83,1,0.86,008,07,Liguria,Imperia
008012,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008012,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008012,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008012,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008014,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,386,68.81,375,70.09,008,07,Liguria,Imperia
008014,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,145,25.85,133,24.86,008,07,Liguria,Imperia
008014,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,10,1.78,10,1.87,008,07,Liguria,Imperia
008014,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,9,1.60,7,1.31,008,07,Liguria,Imperia
008014,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,5,0.89,5,0.93,008,07,Liguria,Imperia
008014,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,2,0.36,1,0.19,008,07,Liguria,Imperia
008014,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,2,0.36,2,0.37,008,07,Liguria,Imperia
008014,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,2,0.36,2,0.37,008,07,Liguria,Imperia
008014,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008014,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008015,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,91,72.22,89,72.95,008,07,Liguria,Imperia
008015,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,27,21.43,25,20.49,008,07,Liguria,Imperia
008015,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,4,3.17,4,3.28,008,07,Liguria,Imperia
008015,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,4,3.17,4,3.28,008,07,Liguria,Imperia
008015,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008015,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008015,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008015,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,0,0,0,0,008,07,Liguria,Imperia
008015,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,0,0,0,0,008,07,Liguria,Imperia
008015,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008016,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,286,68.42,277,68.40,008,07,Liguria,Imperia
008016,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,112,26.79,110,27.16,008,07,Liguria,Imperia
008016,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,7,1.67,7,1.73,008,07,Liguria,Imperia
008016,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,4,0.96,4,0.99,008,07,Liguria,Imperia
008016,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,3,0.72,2,0.49,008,07,Liguria,Imperia
008016,CARPI,CARLO,,19830408000000,GENOVA,1,,,2,0.48,1,0.25,008,07,Liguria,Imperia
008016,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,2,0.48,2,0.49,008,07,Liguria,Imperia
008016,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,2,0.48,2,0.49,008,07,Liguria,Imperia
008016,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008016,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008017,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,269,54.34,258,55.36,008,07,Liguria,Imperia
008017,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,149,30.10,142,30.47,008,07,Liguria,Imperia
008017,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,52,10.51,40,8.58,008,07,Liguria,Imperia
008017,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,15,3.03,15,3.22,008,07,Liguria,Imperia
008017,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,4,0.81,4,0.86,008,07,Liguria,Imperia
008017,CARPI,CARLO,,19830408000000,GENOVA,1,,,2,0.40,2,0.43,008,07,Liguria,Imperia
008017,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,2,0.40,2,0.43,008,07,Liguria,Imperia
008017,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,2,0.40,3,0.64,008,07,Liguria,Imperia
008017,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008017,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008018,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,77,57.04,72,56.25,008,07,Liguria,Imperia
008018,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,32,23.70,32,25.00,008,07,Liguria,Imperia
008018,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,15,11.11,15,11.72,008,07,Liguria,Imperia
008018,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,7,5.19,6,4.69,008,07,Liguria,Imperia
008018,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,3,2.22,3,2.34,008,07,Liguria,Imperia
008018,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,1,0.74,0,0,008,07,Liguria,Imperia
008018,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008018,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008018,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008018,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,0,0,0,0,008,07,Liguria,Imperia
008019,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,192,65.31,186,66.19,008,07,Liguria,Imperia
008019,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,85,28.91,78,27.76,008,07,Liguria,Imperia
008019,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,10,3.40,10,3.56,008,07,Liguria,Imperia
008019,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,4,1.36,4,1.42,008,07,Liguria,Imperia
008019,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,2,0.68,2,0.71,008,07,Liguria,Imperia
008019,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,1,0.34,1,0.36,008,07,Liguria,Imperia
008019,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008019,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008019,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008019,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008020,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,134,70.53,130,72.22,008,07,Liguria,Imperia
008020,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,32,16.84,28,15.56,008,07,Liguria,Imperia
008020,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,11,5.79,9,5.00,008,07,Liguria,Imperia
008020,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,6,3.16,6,3.33,008,07,Liguria,Imperia
008020,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,4,2.11,4,2.22,008,07,Liguria,Imperia
008020,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,3,1.58,3,1.67,008,07,Liguria,Imperia
008020,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008020,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008020,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008020,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,0,0,0,0,008,07,Liguria,Imperia
008021,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,344,66.03,324,66.94,008,07,Liguria,Imperia
008021,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,139,26.68,127,26.24,008,07,Liguria,Imperia
008021,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,13,2.50,10,2.07,008,07,Liguria,Imperia
008021,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,9,1.73,8,1.65,008,07,Liguria,Imperia
008021,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,8,1.54,8,1.65,008,07,Liguria,Imperia
008021,CARPI,CARLO,,19830408000000,GENOVA,1,,,3,0.58,2,0.41,008,07,Liguria,Imperia
008021,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,3,0.58,3,0.62,008,07,Liguria,Imperia
008021,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,2,0.38,2,0.41,008,07,Liguria,Imperia
008021,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008021,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008022,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,168,57.34,163,58.01,008,07,Liguria,Imperia
008022,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,115,39.25,108,38.43,008,07,Liguria,Imperia
008022,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,5,1.71,6,2.14,008,07,Liguria,Imperia
008022,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,1,0.34,0,0,008,07,Liguria,Imperia
008022,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,1,0.34,1,0.36,008,07,Liguria,Imperia
008022,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,1,0.34,1,0.36,008,07,Liguria,Imperia
008022,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,1,0.34,1,0.36,008,07,Liguria,Imperia
008022,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,1,0.34,1,0.36,008,07,Liguria,Imperia
008022,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008022,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008023,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,70,73.68,72,75.79,008,07,Liguria,Imperia
008023,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,20,21.05,18,18.95,008,07,Liguria,Imperia
008023,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,2,2.11,2,2.11,008,07,Liguria,Imperia
008023,CARPI,CARLO,,19830408000000,GENOVA,1,,,1,1.05,1,1.05,008,07,Liguria,Imperia
008023,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,1,1.05,1,1.05,008,07,Liguria,Imperia
008023,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,1,1.05,1,1.05,008,07,Liguria,Imperia
008023,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008023,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,0,0,0,0,008,07,Liguria,Imperia
008023,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,0,0,0,0,008,07,Liguria,Imperia
008023,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,0,0,0,0,008,07,Liguria,Imperia
008024,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,228,64.96,226,67.06,008,07,Liguria,Imperia
008024,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,99,28.21,90,26.71,008,07,Liguria,Imperia
008024,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,8,2.28,7,2.08,008,07,Liguria,Imperia
008024,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,6,1.71,5,1.48,008,07,Liguria,Imperia
008024,BENETTI,RICCARDO,,19680609000000,CARMAGNOLA (TO),7,,,5,1.42,5,1.48,008,07,Liguria,Imperia
008024,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,2,0.57,2,0.59,008,07,Liguria,Imperia
008024,RUSSO,GAETANO,,19410328000000,LA SPEZIA,10,,,2,0.57,2,0.59,008,07,Liguria,Imperia
008024,VISIGALLI,DAVIDE,,19800118000000,MILANO,5,,,1,0.28,0,0,008,07,Liguria,Imperia
008024,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008024,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
008025,TOTI,GIOVANNI,,19680907000000,VIAREGGIO (LU),4,,,185,66.31,179,69.38,008,07,Liguria,Imperia
008025,SANSA,FERRUCCIO,,19680909000000,SAVONA,2,,,63,22.58,57,22.09,008,07,Liguria,Imperia
008025,CHIAPPORI,GIACOMO,,19531003000000,IMPERIA,6,,,28,10.04,19,7.36,008,07,Liguria,Imperia
008025,SALVATORE,ALICE,,19820418000000,GENOVA,9,,,2,0.72,2,0.78,008,07,Liguria,Imperia
008025,MASSARDO,ARISTIDE FAUSTO,,19540316000000,GENOVA,8,,,1,0.36,1,0.39,008,07,Liguria,Imperia
008025,CARPI,CARLO,,19830408000000,GENOVA,1,,,0,0,0,0,008,07,Liguria,Imperia
008025,CASSIMATIS,MARIKA,,19620123000000,MONTE CARLO (MONACO),3,,,0,0,0,0,008,07,Liguria,Imperia
