CODICE ISTAT,COMUNE,ln,posC,desc_lis_c,voti
043023,Macerata,8,3,MANGIALARDI PRESIDENTE,168
043023,Macerata,15,7,CIVITAS CIVICI,430
043023,Macerata,14,7,LEGA SALVINI MARCHE,4141
043023,Macerata,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,1142
043023,Macerata,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,465
043023,Macerata,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,3071
043023,Macerata,16,7,MOVIMENTO PER LE MARCHE,570
043023,Macerata,9,4,MOVIMENTO 5 STELLE,955
043023,Macerata,1,1,VOX ITALIA MARCHE,56
043023,Macerata,10,5,DIPENDE DA NOI,308
043023,Macerata,11,6,COMUNISTA!,241
043023,Macerata,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,45
043024,Matelica,,,,7
043024,Matelica,7,3,RINASCI MARCHE,122
043024,Matelica,4,3,ITALIA VIVA,148
043024,Matelica,5,3,MARCHE CORAGGIOSE,105
043024,Matelica,3,3,PARTITO DEMOCRATICO,626
043024,Matelica,6,3,LE NOSTRE MARCHE e IL CENTRO,22
043024,Matelica,8,3,MANGIALARDI PRESIDENTE,38
043024,Matelica,15,7,CIVITAS CIVICI,85
043024,Matelica,14,7,LEGA SALVINI MARCHE,1400
043024,Matelica,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,212
043024,Matelica,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,49
043024,Matelica,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,467
043024,Matelica,16,7,MOVIMENTO PER LE MARCHE,23
043024,Matelica,9,4,MOVIMENTO 5 STELLE,298
043024,Matelica,1,1,VOX ITALIA MARCHE,9
043024,Matelica,10,5,DIPENDE DA NOI,25
043024,Matelica,11,6,COMUNISTA!,60
043024,Matelica,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,7
043025,Mogliano,,,,5
043025,Mogliano,7,3,RINASCI MARCHE,39
043025,Mogliano,4,3,ITALIA VIVA,35
043025,Mogliano,5,3,MARCHE CORAGGIOSE,8
043025,Mogliano,3,3,PARTITO DEMOCRATICO,295
043025,Mogliano,6,3,LE NOSTRE MARCHE e IL CENTRO,5
043025,Mogliano,8,3,MANGIALARDI PRESIDENTE,8
043025,Mogliano,15,7,CIVITAS CIVICI,429
043025,Mogliano,14,7,LEGA SALVINI MARCHE,299
043025,Mogliano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,84
043025,Mogliano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,8
043025,Mogliano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,353
043025,Mogliano,16,7,MOVIMENTO PER LE MARCHE,10
043025,Mogliano,9,4,MOVIMENTO 5 STELLE,61
043025,Mogliano,1,1,VOX ITALIA MARCHE,1
043025,Mogliano,10,5,DIPENDE DA NOI,21
043025,Mogliano,11,6,COMUNISTA!,28
043025,Mogliano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,4
043026,Montecassiano,,,,5
043026,Montecassiano,7,3,RINASCI MARCHE,49
043026,Montecassiano,4,3,ITALIA VIVA,41
043026,Montecassiano,5,3,MARCHE CORAGGIOSE,28
043026,Montecassiano,3,3,PARTITO DEMOCRATICO,548
043026,Montecassiano,6,3,LE NOSTRE MARCHE e IL CENTRO,17
043026,Montecassiano,8,3,MANGIALARDI PRESIDENTE,28
043026,Montecassiano,15,7,CIVITAS CIVICI,33
043026,Montecassiano,14,7,LEGA SALVINI MARCHE,748
043026,Montecassiano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,145
043026,Montecassiano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,54
043026,Montecassiano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,734
043026,Montecassiano,16,7,MOVIMENTO PER LE MARCHE,52
043026,Montecassiano,9,4,MOVIMENTO 5 STELLE,111
043026,Montecassiano,1,1,VOX ITALIA MARCHE,8
043026,Montecassiano,10,5,DIPENDE DA NOI,40
043026,Montecassiano,11,6,COMUNISTA!,44
043026,Montecassiano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,15
043027,Monte Cavallo,,,,0
043027,Monte Cavallo,7,3,RINASCI MARCHE,2
043027,Monte Cavallo,4,3,ITALIA VIVA,0
043027,Monte Cavallo,5,3,MARCHE CORAGGIOSE,0
043027,Monte Cavallo,3,3,PARTITO DEMOCRATICO,4
043027,Monte Cavallo,6,3,LE NOSTRE MARCHE e IL CENTRO,0
043027,Monte Cavallo,8,3,MANGIALARDI PRESIDENTE,0
043027,Monte Cavallo,15,7,CIVITAS CIVICI,13
043027,Monte Cavallo,14,7,LEGA SALVINI MARCHE,7
043027,Monte Cavallo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,13
043027,Monte Cavallo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,0
043027,Monte Cavallo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,14
043027,Monte Cavallo,16,7,MOVIMENTO PER LE MARCHE,1
043027,Monte Cavallo,9,4,MOVIMENTO 5 STELLE,2
043027,Monte Cavallo,1,1,VOX ITALIA MARCHE,0
043027,Monte Cavallo,10,5,DIPENDE DA NOI,1
043027,Monte Cavallo,11,6,COMUNISTA!,0
043027,Monte Cavallo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
043028,Montecosaro,,,,9
043028,Montecosaro,7,3,RINASCI MARCHE,61
043028,Montecosaro,4,3,ITALIA VIVA,40
043028,Montecosaro,5,3,MARCHE CORAGGIOSE,60
043028,Montecosaro,3,3,PARTITO DEMOCRATICO,418
043028,Montecosaro,6,3,LE NOSTRE MARCHE e IL CENTRO,350
043028,Montecosaro,8,3,MANGIALARDI PRESIDENTE,32
043028,Montecosaro,15,7,CIVITAS CIVICI,20
043028,Montecosaro,14,7,LEGA SALVINI MARCHE,543
043028,Montecosaro,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,162
043028,Montecosaro,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,30
043028,Montecosaro,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,538
043028,Montecosaro,16,7,MOVIMENTO PER LE MARCHE,34
043028,Montecosaro,9,4,MOVIMENTO 5 STELLE,272
043028,Montecosaro,1,1,VOX ITALIA MARCHE,16
043028,Montecosaro,10,5,DIPENDE DA NOI,52
043028,Montecosaro,11,6,COMUNISTA!,36
043028,Montecosaro,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,26
043029,Montefano,,,,3
043029,Montefano,7,3,RINASCI MARCHE,24
043029,Montefano,4,3,ITALIA VIVA,50
043029,Montefano,5,3,MARCHE CORAGGIOSE,13
043029,Montefano,3,3,PARTITO DEMOCRATICO,266
043029,Montefano,6,3,LE NOSTRE MARCHE e IL CENTRO,10
043029,Montefano,8,3,MANGIALARDI PRESIDENTE,19
043029,Montefano,15,7,CIVITAS CIVICI,3
043029,Montefano,14,7,LEGA SALVINI MARCHE,298
043029,Montefano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,68
043029,Montefano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,34
043029,Montefano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,273
043029,Montefano,16,7,MOVIMENTO PER LE MARCHE,11
043029,Montefano,9,4,MOVIMENTO 5 STELLE,102
043029,Montefano,1,1,VOX ITALIA MARCHE,5
043029,Montefano,10,5,DIPENDE DA NOI,11
043029,Montefano,11,6,COMUNISTA!,36
043029,Montefano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,7
043030,Montelupone,,,,1
043030,Montelupone,7,3,RINASCI MARCHE,17
043030,Montelupone,4,3,ITALIA VIVA,68
043030,Montelupone,5,3,MARCHE CORAGGIOSE,13
043030,Montelupone,3,3,PARTITO DEMOCRATICO,168
043030,Montelupone,6,3,LE NOSTRE MARCHE e IL CENTRO,7
043030,Montelupone,8,3,MANGIALARDI PRESIDENTE,7
043030,Montelupone,15,7,CIVITAS CIVICI,24
043030,Montelupone,14,7,LEGA SALVINI MARCHE,286
043030,Montelupone,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,68
043030,Montelupone,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,93
043030,Montelupone,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,398
043030,Montelupone,16,7,MOVIMENTO PER LE MARCHE,23
043030,Montelupone,9,4,MOVIMENTO 5 STELLE,84
043030,Montelupone,1,1,VOX ITALIA MARCHE,6
043030,Montelupone,10,5,DIPENDE DA NOI,21
043030,Montelupone,11,6,COMUNISTA!,7
043030,Montelupone,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,4
043031,Monte San Giusto,,,,7
043031,Monte San Giusto,7,3,RINASCI MARCHE,62
043031,Monte San Giusto,4,3,ITALIA VIVA,29
043031,Monte San Giusto,5,3,MARCHE CORAGGIOSE,30
043031,Monte San Giusto,3,3,PARTITO DEMOCRATICO,524
043031,Monte San Giusto,6,3,LE NOSTRE MARCHE e IL CENTRO,27
043031,Monte San Giusto,8,3,MANGIALARDI PRESIDENTE,16
043031,Monte San Giusto,15,7,CIVITAS CIVICI,57
043031,Monte San Giusto,14,7,LEGA SALVINI MARCHE,750
043031,Monte San Giusto,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,177
043031,Monte San Giusto,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,164
043031,Monte San Giusto,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,636
043031,Monte San Giusto,16,7,MOVIMENTO PER LE MARCHE,47
043031,Monte San Giusto,9,4,MOVIMENTO 5 STELLE,123
043031,Monte San Giusto,1,1,VOX ITALIA MARCHE,11
043031,Monte San Giusto,10,5,DIPENDE DA NOI,21
043031,Monte San Giusto,11,6,COMUNISTA!,31
043031,Monte San Giusto,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,7
041016,Fratte Rosa,10,5,DIPENDE DA NOI,3
041016,Fratte Rosa,,,,0
041016,Fratte Rosa,11,6,COMUNISTA!,4
041016,Fratte Rosa,9,4,MOVIMENTO 5 STELLE,15
041016,Fratte Rosa,4,3,ITALIA VIVA,38
041016,Fratte Rosa,3,3,PARTITO DEMOCRATICO,67
041016,Fratte Rosa,6,3,LE NOSTRE MARCHE e IL CENTRO,9
041016,Fratte Rosa,5,3,MARCHE CORAGGIOSE,1
041016,Fratte Rosa,8,3,MANGIALARDI PRESIDENTE,26
041016,Fratte Rosa,7,3,RINASCI MARCHE,23
041016,Fratte Rosa,1,1,VOX ITALIA MARCHE,0
041016,Fratte Rosa,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,78
041016,Fratte Rosa,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,15
041016,Fratte Rosa,14,7,LEGA SALVINI MARCHE,80
041016,Fratte Rosa,16,7,MOVIMENTO PER LE MARCHE,2
041016,Fratte Rosa,15,7,CIVITAS CIVICI,4
041016,Fratte Rosa,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
041016,Fratte Rosa,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,5
043032,Monte San Martino,,,,1
043032,Monte San Martino,7,3,RINASCI MARCHE,6
043032,Monte San Martino,4,3,ITALIA VIVA,4
043032,Monte San Martino,5,3,MARCHE CORAGGIOSE,1
043032,Monte San Martino,3,3,PARTITO DEMOCRATICO,80
043032,Monte San Martino,6,3,LE NOSTRE MARCHE e IL CENTRO,8
043032,Monte San Martino,8,3,MANGIALARDI PRESIDENTE,0
043032,Monte San Martino,15,7,CIVITAS CIVICI,25
043032,Monte San Martino,14,7,LEGA SALVINI MARCHE,52
043032,Monte San Martino,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,17
043032,Monte San Martino,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,1
043032,Monte San Martino,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,98
043032,Monte San Martino,16,7,MOVIMENTO PER LE MARCHE,5
043032,Monte San Martino,9,4,MOVIMENTO 5 STELLE,13
043032,Monte San Martino,1,1,VOX ITALIA MARCHE,0
043032,Monte San Martino,10,5,DIPENDE DA NOI,10
043032,Monte San Martino,11,6,COMUNISTA!,2
043032,Monte San Martino,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
043033,Morrovalle,,,,11
043033,Morrovalle,7,3,RINASCI MARCHE,372
043033,Morrovalle,4,3,ITALIA VIVA,153
043033,Morrovalle,5,3,MARCHE CORAGGIOSE,41
043033,Morrovalle,3,3,PARTITO DEMOCRATICO,460
043033,Morrovalle,6,3,LE NOSTRE MARCHE e IL CENTRO,74
043033,Morrovalle,8,3,MANGIALARDI PRESIDENTE,27
043033,Morrovalle,15,7,CIVITAS CIVICI,46
043033,Morrovalle,14,7,LEGA SALVINI MARCHE,930
043033,Morrovalle,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,211
043033,Morrovalle,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,68
043033,Morrovalle,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,838
043033,Morrovalle,16,7,MOVIMENTO PER LE MARCHE,33
043033,Morrovalle,9,4,MOVIMENTO 5 STELLE,240
043033,Morrovalle,1,1,VOX ITALIA MARCHE,26
043033,Morrovalle,10,5,DIPENDE DA NOI,62
043033,Morrovalle,11,6,COMUNISTA!,44
043033,Morrovalle,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,6
043034,Muccia,,,,0
043034,Muccia,7,3,RINASCI MARCHE,39
043034,Muccia,4,3,ITALIA VIVA,16
043034,Muccia,5,3,MARCHE CORAGGIOSE,1
043034,Muccia,3,3,PARTITO DEMOCRATICO,37
043034,Muccia,6,3,LE NOSTRE MARCHE e IL CENTRO,2
043034,Muccia,8,3,MANGIALARDI PRESIDENTE,4
043034,Muccia,15,7,CIVITAS CIVICI,12
043034,Muccia,14,7,LEGA SALVINI MARCHE,76
043034,Muccia,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,109
043034,Muccia,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,5
043034,Muccia,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,30
043034,Muccia,16,7,MOVIMENTO PER LE MARCHE,22
043034,Muccia,9,4,MOVIMENTO 5 STELLE,11
043034,Muccia,1,1,VOX ITALIA MARCHE,0
043034,Muccia,10,5,DIPENDE DA NOI,2
043034,Muccia,11,6,COMUNISTA!,3
043034,Muccia,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
043035,Penna San Giovanni,,,,0
043035,Penna San Giovanni,7,3,RINASCI MARCHE,10
043035,Penna San Giovanni,4,3,ITALIA VIVA,9
043035,Penna San Giovanni,5,3,MARCHE CORAGGIOSE,5
043035,Penna San Giovanni,3,3,PARTITO DEMOCRATICO,59
043035,Penna San Giovanni,6,3,LE NOSTRE MARCHE e IL CENTRO,3
043035,Penna San Giovanni,8,3,MANGIALARDI PRESIDENTE,6
043035,Penna San Giovanni,15,7,CIVITAS CIVICI,41
043035,Penna San Giovanni,14,7,LEGA SALVINI MARCHE,92
043035,Penna San Giovanni,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,18
043035,Penna San Giovanni,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,7
043035,Penna San Giovanni,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,72
043035,Penna San Giovanni,16,7,MOVIMENTO PER LE MARCHE,0
043035,Penna San Giovanni,9,4,MOVIMENTO 5 STELLE,17
043035,Penna San Giovanni,1,1,VOX ITALIA MARCHE,3
043035,Penna San Giovanni,10,5,DIPENDE DA NOI,7
043035,Penna San Giovanni,11,6,COMUNISTA!,7
043035,Penna San Giovanni,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
043036,Petriolo,,,,3
043036,Petriolo,7,3,RINASCI MARCHE,25
043036,Petriolo,4,3,ITALIA VIVA,18
043036,Petriolo,5,3,MARCHE CORAGGIOSE,6
043036,Petriolo,3,3,PARTITO DEMOCRATICO,184
043036,Petriolo,6,3,LE NOSTRE MARCHE e IL CENTRO,9
043036,Petriolo,8,3,MANGIALARDI PRESIDENTE,3
043036,Petriolo,15,7,CIVITAS CIVICI,20
043036,Petriolo,14,7,LEGA SALVINI MARCHE,249
043036,Petriolo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,74
043036,Petriolo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,22
043036,Petriolo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,177
043036,Petriolo,16,7,MOVIMENTO PER LE MARCHE,11
043036,Petriolo,9,4,MOVIMENTO 5 STELLE,79
043036,Petriolo,1,1,VOX ITALIA MARCHE,2
043036,Petriolo,10,5,DIPENDE DA NOI,9
043036,Petriolo,11,6,COMUNISTA!,19
043036,Petriolo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,3
043038,Pieve Torina,,,,0
043038,Pieve Torina,7,3,RINASCI MARCHE,27
043038,Pieve Torina,4,3,ITALIA VIVA,15
043038,Pieve Torina,5,3,MARCHE CORAGGIOSE,3
043038,Pieve Torina,3,3,PARTITO DEMOCRATICO,110
043038,Pieve Torina,6,3,LE NOSTRE MARCHE e IL CENTRO,3
043038,Pieve Torina,8,3,MANGIALARDI PRESIDENTE,2
043038,Pieve Torina,15,7,CIVITAS CIVICI,5
043038,Pieve Torina,14,7,LEGA SALVINI MARCHE,154
043038,Pieve Torina,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,122
043038,Pieve Torina,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,9
043038,Pieve Torina,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,68
043038,Pieve Torina,16,7,MOVIMENTO PER LE MARCHE,27
043038,Pieve Torina,9,4,MOVIMENTO 5 STELLE,12
043038,Pieve Torina,1,1,VOX ITALIA MARCHE,1
043038,Pieve Torina,10,5,DIPENDE DA NOI,1
043038,Pieve Torina,11,6,COMUNISTA!,10
043038,Pieve Torina,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
043039,Pioraco,,,,0
043039,Pioraco,7,3,RINASCI MARCHE,15
043039,Pioraco,4,3,ITALIA VIVA,9
043039,Pioraco,5,3,MARCHE CORAGGIOSE,11
043039,Pioraco,3,3,PARTITO DEMOCRATICO,82
043039,Pioraco,6,3,LE NOSTRE MARCHE e IL CENTRO,4
043039,Pioraco,8,3,MANGIALARDI PRESIDENTE,1
043039,Pioraco,15,7,CIVITAS CIVICI,0
043039,Pioraco,14,7,LEGA SALVINI MARCHE,196
043039,Pioraco,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,30
043039,Pioraco,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,4
043039,Pioraco,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,33
043039,Pioraco,16,7,MOVIMENTO PER LE MARCHE,1
043039,Pioraco,9,4,MOVIMENTO 5 STELLE,32
043039,Pioraco,1,1,VOX ITALIA MARCHE,1
043039,Pioraco,10,5,DIPENDE DA NOI,1
043039,Pioraco,11,6,COMUNISTA!,3
043039,Pioraco,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
043040,Poggio San Vicino,,,,0
043040,Poggio San Vicino,7,3,RINASCI MARCHE,2
043040,Poggio San Vicino,4,3,ITALIA VIVA,6
043040,Poggio San Vicino,5,3,MARCHE CORAGGIOSE,2
043040,Poggio San Vicino,3,3,PARTITO DEMOCRATICO,11
043040,Poggio San Vicino,6,3,LE NOSTRE MARCHE e IL CENTRO,1
043040,Poggio San Vicino,8,3,MANGIALARDI PRESIDENTE,0
043040,Poggio San Vicino,15,7,CIVITAS CIVICI,1
043040,Poggio San Vicino,14,7,LEGA SALVINI MARCHE,24
043040,Poggio San Vicino,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,1
043040,Poggio San Vicino,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,1
043040,Poggio San Vicino,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,11
043040,Poggio San Vicino,16,7,MOVIMENTO PER LE MARCHE,0
043040,Poggio San Vicino,9,4,MOVIMENTO 5 STELLE,8
043040,Poggio San Vicino,1,1,VOX ITALIA MARCHE,1
043040,Poggio San Vicino,10,5,DIPENDE DA NOI,4
043040,Poggio San Vicino,11,6,COMUNISTA!,1
043040,Poggio San Vicino,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
043041,Pollenza,,,,4
043041,Pollenza,7,3,RINASCI MARCHE,90
043041,Pollenza,4,3,ITALIA VIVA,56
043041,Pollenza,5,3,MARCHE CORAGGIOSE,19
043041,Pollenza,3,3,PARTITO DEMOCRATICO,408
043041,Pollenza,6,3,LE NOSTRE MARCHE e IL CENTRO,15
043041,Pollenza,8,3,MANGIALARDI PRESIDENTE,22
043041,Pollenza,15,7,CIVITAS CIVICI,90
043041,Pollenza,14,7,LEGA SALVINI MARCHE,666
043041,Pollenza,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,129
043041,Pollenza,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,102
043041,Pollenza,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,458
043041,Pollenza,16,7,MOVIMENTO PER LE MARCHE,54
043041,Pollenza,9,4,MOVIMENTO 5 STELLE,159
043041,Pollenza,1,1,VOX ITALIA MARCHE,11
043041,Pollenza,10,5,DIPENDE DA NOI,42
043041,Pollenza,11,6,COMUNISTA!,28
043041,Pollenza,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,11
043042,Porto Recanati,,,,4
043042,Porto Recanati,7,3,RINASCI MARCHE,101
043042,Porto Recanati,4,3,ITALIA VIVA,196
043042,Porto Recanati,5,3,MARCHE CORAGGIOSE,43
043042,Porto Recanati,3,3,PARTITO DEMOCRATICO,847
043042,Porto Recanati,6,3,LE NOSTRE MARCHE e IL CENTRO,31
043042,Porto Recanati,8,3,MANGIALARDI PRESIDENTE,27
043042,Porto Recanati,15,7,CIVITAS CIVICI,68
043042,Porto Recanati,14,7,LEGA SALVINI MARCHE,895
043042,Porto Recanati,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,341
043042,Porto Recanati,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,222
043042,Porto Recanati,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,1006
043042,Porto Recanati,16,7,MOVIMENTO PER LE MARCHE,33
043042,Porto Recanati,9,4,MOVIMENTO 5 STELLE,340
043042,Porto Recanati,1,1,VOX ITALIA MARCHE,18
043042,Porto Recanati,10,5,DIPENDE DA NOI,46
043042,Porto Recanati,11,6,COMUNISTA!,36
043042,Porto Recanati,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,10
041017,Frontino,10,5,DIPENDE DA NOI,4
041017,Frontino,,,,0
041017,Frontino,11,6,COMUNISTA!,2
041017,Frontino,9,4,MOVIMENTO 5 STELLE,11
041017,Frontino,4,3,ITALIA VIVA,1
041017,Frontino,3,3,PARTITO DEMOCRATICO,21
041017,Frontino,6,3,LE NOSTRE MARCHE e IL CENTRO,9
041017,Frontino,5,3,MARCHE CORAGGIOSE,0
041017,Frontino,8,3,MANGIALARDI PRESIDENTE,0
041017,Frontino,7,3,RINASCI MARCHE,0
041017,Frontino,1,1,VOX ITALIA MARCHE,6
041017,Frontino,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,15
041017,Frontino,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,4
041017,Frontino,14,7,LEGA SALVINI MARCHE,38
041017,Frontino,16,7,MOVIMENTO PER LE MARCHE,0
041017,Frontino,15,7,CIVITAS CIVICI,1
041017,Frontino,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,2
041017,Frontino,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
043043,Potenza Picena,,,,11
043043,Potenza Picena,7,3,RINASCI MARCHE,120
043043,Potenza Picena,4,3,ITALIA VIVA,126
043043,Potenza Picena,5,3,MARCHE CORAGGIOSE,83
043043,Potenza Picena,3,3,PARTITO DEMOCRATICO,1214
043043,Potenza Picena,6,3,LE NOSTRE MARCHE e IL CENTRO,53
043043,Potenza Picena,8,3,MANGIALARDI PRESIDENTE,55
043043,Potenza Picena,15,7,CIVITAS CIVICI,60
043043,Potenza Picena,14,7,LEGA SALVINI MARCHE,715
043043,Potenza Picena,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,332
043043,Potenza Picena,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,55
043043,Potenza Picena,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,1895
043043,Potenza Picena,16,7,MOVIMENTO PER LE MARCHE,44
043043,Potenza Picena,9,4,MOVIMENTO 5 STELLE,326
043043,Potenza Picena,1,1,VOX ITALIA MARCHE,37
043043,Potenza Picena,10,5,DIPENDE DA NOI,97
043043,Potenza Picena,11,6,COMUNISTA!,56
043043,Potenza Picena,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,25
043044,Recanati,,,,36
043044,Recanati,7,3,RINASCI MARCHE,161
043044,Recanati,4,3,ITALIA VIVA,1636
043044,Recanati,5,3,MARCHE CORAGGIOSE,93
043044,Recanati,3,3,PARTITO DEMOCRATICO,1410
043044,Recanati,6,3,LE NOSTRE MARCHE e IL CENTRO,50
043044,Recanati,8,3,MANGIALARDI PRESIDENTE,43
043044,Recanati,15,7,CIVITAS CIVICI,76
043044,Recanati,14,7,LEGA SALVINI MARCHE,1617
043044,Recanati,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,288
043044,Recanati,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,392
043044,Recanati,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,1547
043044,Recanati,16,7,MOVIMENTO PER LE MARCHE,39
043044,Recanati,9,4,MOVIMENTO 5 STELLE,527
043044,Recanati,1,1,VOX ITALIA MARCHE,36
043044,Recanati,10,5,DIPENDE DA NOI,124
043044,Recanati,11,6,COMUNISTA!,76
043044,Recanati,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,29
043045,Ripe San Ginesio,,,,0
043045,Ripe San Ginesio,7,3,RINASCI MARCHE,11
043045,Ripe San Ginesio,4,3,ITALIA VIVA,1
043045,Ripe San Ginesio,5,3,MARCHE CORAGGIOSE,1
043045,Ripe San Ginesio,3,3,PARTITO DEMOCRATICO,38
043045,Ripe San Ginesio,6,3,LE NOSTRE MARCHE e IL CENTRO,2
043045,Ripe San Ginesio,8,3,MANGIALARDI PRESIDENTE,4
043045,Ripe San Ginesio,15,7,CIVITAS CIVICI,8
043045,Ripe San Ginesio,14,7,LEGA SALVINI MARCHE,95
043045,Ripe San Ginesio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,26
043045,Ripe San Ginesio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,15
043045,Ripe San Ginesio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,121
043045,Ripe San Ginesio,16,7,MOVIMENTO PER LE MARCHE,3
