CODICE ISTAT,posC,ln,pos,desc_lis_c,img_lis_c,voti,perc,IDPROVINCIAISTAT,IDREGIONE,Denominazione Regione,Denominazione dell'Unità territoriale sovracomunale (valida a fini statistici)
064054,7,1,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,196,4.18,064,15,Campania,Avellino
064054,7,2,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,119,2.54,064,15,Campania,Avellino
064054,7,3,8,FORZA ITALIA,7-20200920000000-8-008.png,105,2.24,064,15,Campania,Avellino
064054,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,6,0.13,064,15,Campania,Avellino
064054,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,4,0.09,064,15,Campania,Avellino
064054,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,368,7.85,064,15,Campania,Avellino
064054,5,0,13,TERRA,7-20200920000000-13-008.png,58,1.24,064,15,Campania,Avellino
064054,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,28,0.60,064,15,Campania,Avellino
064054,1,0,26,TERZO POLO,7-20200920000000-26-008.png,6,0.13,064,15,Campania,Avellino
064055,2,0,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,182,16.76,064,15,Campania,Avellino
064055,2,1,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,177,16.30,064,15,Campania,Avellino
064055,2,2,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,166,15.29,064,15,Campania,Avellino
064055,2,3,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,77,7.09,064,15,Campania,Avellino
064055,2,4,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,61,5.62,064,15,Campania,Avellino
064055,2,5,15,ITALIA VIVA,7-20200920000000-15-008.png,53,4.88,064,15,Campania,Avellino
064055,2,6,16,NOI CAMPANI,7-20200920000000-16-008.png,30,2.76,064,15,Campania,Avellino
064055,2,7,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,28,2.58,064,15,Campania,Avellino
064055,2,8,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,25,2.30,064,15,Campania,Avellino
064055,2,9,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,9,0.83,064,15,Campania,Avellino
064055,2,10,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,8,0.74,064,15,Campania,Avellino
064055,2,11,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,6,0.55,064,15,Campania,Avellino
064055,2,12,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,5,0.46,064,15,Campania,Avellino
064055,2,13,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,1,0.09,064,15,Campania,Avellino
064055,2,14,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,1,0.09,064,15,Campania,Avellino
064055,7,0,8,FORZA ITALIA,7-20200920000000-8-008.png,87,8.01,064,15,Campania,Avellino
064055,7,1,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,39,3.59,064,15,Campania,Avellino
064055,7,2,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,32,2.95,064,15,Campania,Avellino
064055,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,18,1.66,064,15,Campania,Avellino
064055,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,1,0.09,064,15,Campania,Avellino
064055,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,1,0.09,064,15,Campania,Avellino
064055,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,66,6.08,064,15,Campania,Avellino
064055,5,0,13,TERRA,7-20200920000000-13-008.png,9,0.83,064,15,Campania,Avellino
064055,1,0,26,TERZO POLO,7-20200920000000-26-008.png,3,0.28,064,15,Campania,Avellino
064055,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,1,0.09,064,15,Campania,Avellino
064056,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,135,22.20,064,15,Campania,Avellino
064056,2,1,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,107,17.60,064,15,Campania,Avellino
064056,2,2,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,55,9.05,064,15,Campania,Avellino
064056,2,3,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,19,3.13,064,15,Campania,Avellino
064056,2,4,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,18,2.96,064,15,Campania,Avellino
064056,2,5,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,14,2.30,064,15,Campania,Avellino
064056,2,6,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,14,2.30,064,15,Campania,Avellino
064056,2,7,16,NOI CAMPANI,7-20200920000000-16-008.png,13,2.14,064,15,Campania,Avellino
064056,2,8,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,12,1.97,064,15,Campania,Avellino
064056,2,9,15,ITALIA VIVA,7-20200920000000-15-008.png,11,1.81,064,15,Campania,Avellino
064056,2,10,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,8,1.32,064,15,Campania,Avellino
064056,2,11,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,5,0.82,064,15,Campania,Avellino
064056,2,12,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,4,0.66,064,15,Campania,Avellino
064056,2,13,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,0,0,064,15,Campania,Avellino
064056,2,14,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,0,0,064,15,Campania,Avellino
064056,7,0,8,FORZA ITALIA,7-20200920000000-8-008.png,35,5.76,064,15,Campania,Avellino
064056,7,1,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,28,4.61,064,15,Campania,Avellino
064056,7,2,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,25,4.11,064,15,Campania,Avellino
064056,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,5,0.82,064,15,Campania,Avellino
064056,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,0,0,064,15,Campania,Avellino
064056,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,0,0,064,15,Campania,Avellino
064056,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,76,12.50,064,15,Campania,Avellino
064056,5,0,13,TERRA,7-20200920000000-13-008.png,21,3.45,064,15,Campania,Avellino
064056,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,3,0.49,064,15,Campania,Avellino
064056,1,0,26,TERZO POLO,7-20200920000000-26-008.png,0,0,064,15,Campania,Avellino
064057,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,1075,30.53,064,15,Campania,Avellino
064057,2,1,16,NOI CAMPANI,7-20200920000000-16-008.png,530,15.05,064,15,Campania,Avellino
064057,2,2,15,ITALIA VIVA,7-20200920000000-15-008.png,238,6.76,064,15,Campania,Avellino
064057,2,3,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,186,5.28,064,15,Campania,Avellino
064057,2,4,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,139,3.95,064,15,Campania,Avellino
064057,2,5,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,109,3.10,064,15,Campania,Avellino
064057,2,6,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,108,3.07,064,15,Campania,Avellino
064057,2,7,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,87,2.47,064,15,Campania,Avellino
064057,2,8,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,70,1.99,064,15,Campania,Avellino
064057,2,9,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,51,1.45,064,15,Campania,Avellino
064057,2,10,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,39,1.11,064,15,Campania,Avellino
064057,2,11,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,13,0.37,064,15,Campania,Avellino
064057,2,12,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,8,0.23,064,15,Campania,Avellino
064057,2,13,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,1,0.03,064,15,Campania,Avellino
064057,2,14,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,0,0,064,15,Campania,Avellino
064057,7,0,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,347,9.86,064,15,Campania,Avellino
064057,7,1,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,166,4.71,064,15,Campania,Avellino
064057,7,2,8,FORZA ITALIA,7-20200920000000-8-008.png,36,1.02,064,15,Campania,Avellino
064057,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,27,0.77,064,15,Campania,Avellino
064057,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,6,0.17,064,15,Campania,Avellino
064057,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,3,0.09,064,15,Campania,Avellino
064057,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,218,6.19,064,15,Campania,Avellino
064057,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,31,0.88,064,15,Campania,Avellino
064057,5,0,13,TERRA,7-20200920000000-13-008.png,32,0.91,064,15,Campania,Avellino
064057,1,0,26,TERZO POLO,7-20200920000000-26-008.png,1,0.03,064,15,Campania,Avellino
064058,2,0,15,ITALIA VIVA,7-20200920000000-15-008.png,354,28.78,064,15,Campania,Avellino
064058,2,1,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,179,14.55,064,15,Campania,Avellino
064058,2,2,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,88,7.15,064,15,Campania,Avellino
064058,2,3,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,77,6.26,064,15,Campania,Avellino
064058,2,4,16,NOI CAMPANI,7-20200920000000-16-008.png,69,5.61,064,15,Campania,Avellino
064058,2,5,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,48,3.90,064,15,Campania,Avellino
064058,2,6,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,41,3.33,064,15,Campania,Avellino
064058,2,7,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,38,3.09,064,15,Campania,Avellino
064058,2,8,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,32,2.60,064,15,Campania,Avellino
064058,2,9,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,32,2.60,064,15,Campania,Avellino
064058,2,10,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,14,1.14,064,15,Campania,Avellino
064058,2,11,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,11,0.89,064,15,Campania,Avellino
064058,2,12,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,5,0.41,064,15,Campania,Avellino
064058,2,13,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,1,0.08,064,15,Campania,Avellino
064058,2,14,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,0,0,064,15,Campania,Avellino
064058,7,0,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,85,6.91,064,15,Campania,Avellino
064058,7,1,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,31,2.52,064,15,Campania,Avellino
064058,7,2,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,26,2.11,064,15,Campania,Avellino
064058,7,3,8,FORZA ITALIA,7-20200920000000-8-008.png,18,1.46,064,15,Campania,Avellino
064058,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,5,0.41,064,15,Campania,Avellino
064058,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,0,0,064,15,Campania,Avellino
064058,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,68,5.53,064,15,Campania,Avellino
064058,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,6,0.49,064,15,Campania,Avellino
064058,5,0,13,TERRA,7-20200920000000-13-008.png,2,0.16,064,15,Campania,Avellino
064058,1,0,26,TERZO POLO,7-20200920000000-26-008.png,0,0,064,15,Campania,Avellino
064059,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,488,21.73,064,15,Campania,Avellino
064059,2,1,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,253,11.26,064,15,Campania,Avellino
064059,2,2,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,233,10.37,064,15,Campania,Avellino
064059,2,3,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,127,5.65,064,15,Campania,Avellino
064059,2,4,15,ITALIA VIVA,7-20200920000000-15-008.png,125,5.57,064,15,Campania,Avellino
064059,2,5,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,69,3.07,064,15,Campania,Avellino
064059,2,6,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,67,2.98,064,15,Campania,Avellino
064059,2,7,16,NOI CAMPANI,7-20200920000000-16-008.png,56,2.49,064,15,Campania,Avellino
064059,2,8,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,50,2.23,064,15,Campania,Avellino
064059,2,9,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,35,1.56,064,15,Campania,Avellino
064059,2,10,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,25,1.11,064,15,Campania,Avellino
064059,2,11,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,23,1.02,064,15,Campania,Avellino
064059,2,12,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,18,0.80,064,15,Campania,Avellino
064059,2,13,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,1,0.04,064,15,Campania,Avellino
064059,2,14,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,0,0,064,15,Campania,Avellino
064059,7,0,8,FORZA ITALIA,7-20200920000000-8-008.png,161,7.17,064,15,Campania,Avellino
064059,7,1,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,112,4.99,064,15,Campania,Avellino
064059,7,2,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,102,4.54,064,15,Campania,Avellino
064059,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,48,2.14,064,15,Campania,Avellino
064059,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,5,0.22,064,15,Campania,Avellino
064059,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,2,0.09,064,15,Campania,Avellino
064059,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,209,9.31,064,15,Campania,Avellino
064059,5,0,13,TERRA,7-20200920000000-13-008.png,24,1.07,064,15,Campania,Avellino
064059,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,11,0.49,064,15,Campania,Avellino
064059,1,0,26,TERZO POLO,7-20200920000000-26-008.png,2,0.09,064,15,Campania,Avellino
064060,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,81,28.03,064,15,Campania,Avellino
064060,2,1,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,33,11.42,064,15,Campania,Avellino
064060,2,2,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,24,8.30,064,15,Campania,Avellino
064060,2,3,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,14,4.84,064,15,Campania,Avellino
064060,2,4,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,11,3.81,064,15,Campania,Avellino
064060,2,5,15,ITALIA VIVA,7-20200920000000-15-008.png,11,3.81,064,15,Campania,Avellino
064060,2,6,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,10,3.46,064,15,Campania,Avellino
064060,2,7,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,8,2.77,064,15,Campania,Avellino
064060,2,8,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,6,2.08,064,15,Campania,Avellino
064060,2,9,16,NOI CAMPANI,7-20200920000000-16-008.png,5,1.73,064,15,Campania,Avellino
064060,2,10,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,2,0.69,064,15,Campania,Avellino
064060,2,11,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,1,0.35,064,15,Campania,Avellino
064060,2,12,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,0,0,064,15,Campania,Avellino
064060,2,13,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,0,0,064,15,Campania,Avellino
064060,2,14,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,0,0,064,15,Campania,Avellino
064060,7,0,8,FORZA ITALIA,7-20200920000000-8-008.png,13,4.50,064,15,Campania,Avellino
064060,7,1,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,13,4.50,064,15,Campania,Avellino
064060,7,2,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,12,4.15,064,15,Campania,Avellino
064060,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,6,2.08,064,15,Campania,Avellino
064060,7,4,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,2,0.69,064,15,Campania,Avellino
064060,7,5,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,1,0.35,064,15,Campania,Avellino
064060,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,33,11.42,064,15,Campania,Avellino
064060,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,3,1.04,064,15,Campania,Avellino
064060,1,0,26,TERZO POLO,7-20200920000000-26-008.png,0,0,064,15,Campania,Avellino
064060,5,0,13,TERRA,7-20200920000000-13-008.png,0,0,064,15,Campania,Avellino
064063,2,0,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,125,21.97,064,15,Campania,Avellino
064063,2,1,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,108,18.98,064,15,Campania,Avellino
064063,2,2,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,47,8.26,064,15,Campania,Avellino
064063,2,3,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,36,6.33,064,15,Campania,Avellino
064063,2,4,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,35,6.15,064,15,Campania,Avellino
064063,2,5,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,31,5.45,064,15,Campania,Avellino
064063,2,6,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,27,4.75,064,15,Campania,Avellino
064063,2,7,15,ITALIA VIVA,7-20200920000000-15-008.png,27,4.75,064,15,Campania,Avellino
064063,2,8,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,15,2.64,064,15,Campania,Avellino
064063,2,9,16,NOI CAMPANI,7-20200920000000-16-008.png,13,2.28,064,15,Campania,Avellino
064063,2,10,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,3,0.53,064,15,Campania,Avellino
064063,2,11,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,1,0.18,064,15,Campania,Avellino
064063,2,12,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,1,0.18,064,15,Campania,Avellino
064063,2,13,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,1,0.18,064,15,Campania,Avellino
064063,2,14,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,0,0,064,15,Campania,Avellino
064063,7,0,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,29,5.10,064,15,Campania,Avellino
064063,7,1,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,27,4.75,064,15,Campania,Avellino
064063,7,2,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,10,1.76,064,15,Campania,Avellino
064063,7,3,8,FORZA ITALIA,7-20200920000000-8-008.png,5,0.88,064,15,Campania,Avellino
064063,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,2,0.35,064,15,Campania,Avellino
064063,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,2,0.35,064,15,Campania,Avellino
064063,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,22,3.87,064,15,Campania,Avellino
064063,5,0,13,TERRA,7-20200920000000-13-008.png,2,0.35,064,15,Campania,Avellino
064063,1,0,26,TERZO POLO,7-20200920000000-26-008.png,0,0,064,15,Campania,Avellino
064063,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,0,0,064,15,Campania,Avellino
064064,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,267,34.23,064,15,Campania,Avellino
064064,2,1,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,253,32.44,064,15,Campania,Avellino
064064,2,2,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,30,3.85,064,15,Campania,Avellino
064064,2,3,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,27,3.46,064,15,Campania,Avellino
064064,2,4,15,ITALIA VIVA,7-20200920000000-15-008.png,24,3.08,064,15,Campania,Avellino
064064,2,5,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,16,2.05,064,15,Campania,Avellino
064064,2,6,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,11,1.41,064,15,Campania,Avellino
064064,2,7,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,8,1.03,064,15,Campania,Avellino
064064,2,8,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,4,0.51,064,15,Campania,Avellino
064064,2,9,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,2,0.26,064,15,Campania,Avellino
064064,2,10,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,2,0.26,064,15,Campania,Avellino
064064,2,11,16,NOI CAMPANI,7-20200920000000-16-008.png,1,0.13,064,15,Campania,Avellino
064064,2,12,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,1,0.13,064,15,Campania,Avellino
064064,2,13,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,0,0,064,15,Campania,Avellino
064064,2,14,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,0,0,064,15,Campania,Avellino
064064,7,0,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,32,4.10,064,15,Campania,Avellino
064064,7,1,8,FORZA ITALIA,7-20200920000000-8-008.png,29,3.72,064,15,Campania,Avellino
064064,7,2,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,29,3.72,064,15,Campania,Avellino
064064,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,2,0.26,064,15,Campania,Avellino
064064,7,4,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,0,0,064,15,Campania,Avellino
064064,7,5,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,0,0,064,15,Campania,Avellino
064064,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,40,5.13,064,15,Campania,Avellino
064064,5,0,13,TERRA,7-20200920000000-13-008.png,1,0.13,064,15,Campania,Avellino
064064,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,1,0.13,064,15,Campania,Avellino
064064,1,0,26,TERZO POLO,7-20200920000000-26-008.png,0,0,064,15,Campania,Avellino
064065,2,0,15,ITALIA VIVA,7-20200920000000-15-008.png,716,31.25,064,15,Campania,Avellino
064065,2,1,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,276,12.05,064,15,Campania,Avellino
064065,2,2,6,DE LUCA PRESIDENTE,7-20200920000000-6-008.png,185,8.08,064,15,Campania,Avellino
064065,2,3,20,DAVVERO - PARTITO ANIMALISTA,7-20200920000000-20-008.png,102,4.45,064,15,Campania,Avellino
064065,2,4,5,CAMPANIA LIBERA,7-20200920000000-5-008.png,89,3.88,064,15,Campania,Avellino
064065,2,5,18,LIBERALDEMOCRATICI - MODERATI,7-20200920000000-18-008.png,63,2.75,064,15,Campania,Avellino
064065,2,6,10,CENTRO DEMOCRATICO,7-20200920000000-10-008.png,60,2.62,064,15,Campania,Avellino
064065,2,7,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,59,2.58,064,15,Campania,Avellino
064065,2,8,25,PER LE PERSONE E LA COMUNITA',7-20200920000000-25-008.png,52,2.27,064,15,Campania,Avellino
064065,2,9,14,+CAMPANIA IN EUROPA,7-20200920000000-14-008.png,18,0.79,064,15,Campania,Avellino
064065,2,10,3,DEMOCRATICI E PROGRESSISTI,7-20200920000000-3-008.png,16,0.70,064,15,Campania,Avellino
064065,2,11,21,PARTITO REPUBBLICANO ITALIANO - LEGA PER L'ITALIA,7-20200920000000-21-008.png,9,0.39,064,15,Campania,Avellino
064065,2,12,24,EUROPA VERDE - DEMOS DEMOCRAZIA SOLIDALE,7-20200920000000-24-008.png,7,0.31,064,15,Campania,Avellino
064065,2,13,2,PARTITO SOCIALISTA ITALIANO,7-20200920000000-2-008.png,3,0.13,064,15,Campania,Avellino
064065,2,14,16,NOI CAMPANI,7-20200920000000-16-008.png,1,0.04,064,15,Campania,Avellino
064065,7,0,12,FRATELLI D'ITALIA,7-20200920000000-12-008.png,152,6.63,064,15,Campania,Avellino
064065,7,1,11,LEGA SALVINI CAMPANIA,7-20200920000000-11-008.png,103,4.50,064,15,Campania,Avellino
064065,7,2,8,FORZA ITALIA,7-20200920000000-8-008.png,87,3.80,064,15,Campania,Avellino
064065,7,3,9,UNIONE DI CENTRO,7-20200920000000-9-008.png,34,1.48,064,15,Campania,Avellino
064065,7,4,23,IDENTITÀ MERIDIONALE MACROREGIONE SUD,7-20200920000000-23-008.png,3,0.13,064,15,Campania,Avellino
064065,7,5,22,ADC - ALLEANZA DI CENTRO,7-20200920000000-22-008.png,1,0.04,064,15,Campania,Avellino
064065,3,0,1,MOVIMENTO 5 STELLE,7-20200920000000-1-008.png,195,8.51,064,15,Campania,Avellino
064065,1,0,26,TERZO POLO,7-20200920000000-26-008.png,31,1.35,064,15,Campania,Avellino
064065,6,0,7,POTERE AL POPOLO!,7-20200920000000-7-008.png,17,0.74,064,15,Campania,Avellino
064065,5,0,13,TERRA,7-20200920000000-13-008.png,12,0.52,064,15,Campania,Avellino
064066,2,0,4,PARTITO DEMOCRATICO,7-20200920000000-4-008.png,349,19.12,064,15,Campania,Avellino
064066,2,1,19,FARE DEMOCRATICO - POPOLARI,7-20200920000000-19-008.png,293,16.05,064,15,Campania,Avellino
